Processed Iteration 50,episodic return 1.477332989450789, reward_pressure: 0.0
Processed Iteration 100,episodic return -1.448874666621693, reward_pressure: 0.0
Processed Iteration 150,episodic return -2.2275324371076026, reward_pressure: 0.0
Processed Iteration 200,episodic return -2.6921464749557753, reward_pressure: 0.0
Processed Iteration 250,episodic return 13.725712728502444, reward_pressure: 0.0
Processed Iteration 300,episodic return 18.96502349045136, reward_pressure: 0.0
Processed Iteration 350,episodic return 165.78610707456895, reward_pressure: 0.0
Processed Iteration 400,episodic return 335.2617626909555, reward_pressure: 0.0
Processed Iteration 450,episodic return 453.0460904138688, reward_pressure: 0.0
Processed Iteration 500,episodic return 580.1735030763035, reward_pressure: 0.0
Processed Iteration 550,episodic return 628.8547593090643, reward_pressure: 0.0
Processed Iteration 600,episodic return 584.1057488256695, reward_pressure: 0.0
Processed Iteration 650,episodic return 711.7482450470055, reward_pressure: 0.0
Processed Iteration 700,episodic return 753.277098302472, reward_pressure: 0.0
Processed Iteration 750,episodic return 686.9839923443692, reward_pressure: 0.0
Processed Iteration 800,episodic return 775.44024371641, reward_pressure: 0.0
Processed Iteration 850,episodic return 889.7879901790865, reward_pressure: 0.0
Processed Iteration 900,episodic return 1004.8431636946998, reward_pressure: 0.0
Processed Iteration 950,episodic return 1118.3017166231866, reward_pressure: 0.0
Processed Iteration 1000,episodic return 1152.270906225714, reward_pressure: 0.0
Processed Iteration 1050,episodic return 1312.6779747079768, reward_pressure: 0.0
Processed Iteration 1100,episodic return 1214.5119002292154, reward_pressure: 0.0
Processed Iteration 1150,episodic return 1272.7502528660075, reward_pressure: 0.0
Processed Iteration 1200,episodic return 1190.6302165255036, reward_pressure: 0.0
Processed Iteration 1250,episodic return 1353.0199593376124, reward_pressure: 0.0
Processed Iteration 1300,episodic return 1345.45796786005, reward_pressure: 0.0
Processed Iteration 1350,episodic return 1276.8864740874494, reward_pressure: 0.0
Processed Iteration 1400,episodic return 1343.4076868007978, reward_pressure: 0.0
Processed Iteration 1450,episodic return 1312.6940574858395, reward_pressure: 0.0
Processed Iteration 1500,episodic return 1342.3216319680373, reward_pressure: 0.0
Processed Iteration 1550,episodic return 1442.4474619170328, reward_pressure: 0.0
Processed Iteration 1600,episodic return 1366.679144392548, reward_pressure: 0.0
Processed Iteration 1650,episodic return 1433.8362197226693, reward_pressure: 0.0
Processed Iteration 1700,episodic return 1302.8772068281273, reward_pressure: 0.0
Processed Iteration 1750,episodic return 1426.257447947877, reward_pressure: 0.0
Processed Iteration 1800,episodic return 1362.4556735109104, reward_pressure: 0.0
Processed Iteration 1850,episodic return 1287.8500676723309, reward_pressure: 0.0
Processed Iteration 1900,episodic return 1226.5282956173824, reward_pressure: 0.0
Processed Iteration 1950,episodic return 1256.0325921192143, reward_pressure: 0.0
Processed Iteration 2000,episodic return 1271.347301829424, reward_pressure: 0.0
