Processed Iteration 50,episodic return 70.71045364857365, reward_pressure: 0.0
Processed Iteration 100,episodic return 207.37930442752761, reward_pressure: 0.0
Processed Iteration 150,episodic return 301.36447227172994, reward_pressure: 0.0
Processed Iteration 200,episodic return 339.4042877917825, reward_pressure: 0.0
Processed Iteration 250,episodic return 462.91351830638786, reward_pressure: 0.0
Processed Iteration 300,episodic return 820.5288535304832, reward_pressure: 0.0
Processed Iteration 350,episodic return 1530.781769973039, reward_pressure: 0.0
Processed Iteration 400,episodic return 1684.0394945322557, reward_pressure: 0.0
Processed Iteration 450,episodic return 1847.9430624203562, reward_pressure: 0.0
Processed Iteration 500,episodic return 1927.861622244311, reward_pressure: 0.0
Processed Iteration 550,episodic return 1828.2569544287016, reward_pressure: 0.0
Processed Iteration 600,episodic return 1839.6443203316073, reward_pressure: 0.0
Processed Iteration 650,episodic return 1882.6605677695102, reward_pressure: 0.0
Processed Iteration 700,episodic return 1952.1843251858136, reward_pressure: 0.0
Processed Iteration 750,episodic return 1599.6116300761091, reward_pressure: 0.0
Processed Iteration 800,episodic return 1333.5146369511522, reward_pressure: 0.0
Processed Iteration 850,episodic return 783.0383440616031, reward_pressure: 0.0
Processed Iteration 900,episodic return 1133.4755555453721, reward_pressure: 0.0
Processed Iteration 950,episodic return 688.1145437922479, reward_pressure: 0.0
Processed Iteration 1000,episodic return 580.5585311033079, reward_pressure: 0.0
Processed Iteration 1050,episodic return 620.4325244824744, reward_pressure: 0.0
Processed Iteration 1100,episodic return 1084.8722899749996, reward_pressure: 0.0
Processed Iteration 1150,episodic return 1322.7456682018355, reward_pressure: 0.0
Processed Iteration 1200,episodic return 1251.89758752058, reward_pressure: 0.0
Processed Iteration 1250,episodic return 1210.9493524967452, reward_pressure: 0.0
Processed Iteration 1300,episodic return 928.3910122331201, reward_pressure: 0.0
Processed Iteration 1350,episodic return 1266.6615194156252, reward_pressure: 0.0
Processed Iteration 1400,episodic return 1391.5450591896124, reward_pressure: 0.0
Processed Iteration 1450,episodic return 608.0268700791001, reward_pressure: 0.0
Processed Iteration 1500,episodic return 1223.9874862607885, reward_pressure: 0.0
Processed Iteration 1550,episodic return 1168.4322646054475, reward_pressure: 0.0
Processed Iteration 1600,episodic return 1578.2675142031546, reward_pressure: 0.0
Processed Iteration 1650,episodic return 1575.9131281559978, reward_pressure: 0.0
Processed Iteration 1700,episodic return 1580.825762409065, reward_pressure: 0.0
Processed Iteration 1750,episodic return 1887.5442518994369, reward_pressure: 0.0
Processed Iteration 1800,episodic return 1806.4283447315372, reward_pressure: 0.0
Processed Iteration 1850,episodic return 1137.5407905413394, reward_pressure: 0.0
Processed Iteration 1900,episodic return 1185.5876154722775, reward_pressure: 0.0
Processed Iteration 1950,episodic return 1693.3182915147572, reward_pressure: 0.0
Processed Iteration 2000,episodic return 1873.4333105391058, reward_pressure: 0.0
Processed Iteration 2050,episodic return 1896.9347742274726, reward_pressure: 0.0
Processed Iteration 2100,episodic return 1812.1342509080455, reward_pressure: 0.0
Processed Iteration 2150,episodic return 2008.9362780479505, reward_pressure: 0.0
Processed Iteration 2200,episodic return 2107.158775422349, reward_pressure: 0.0
Processed Iteration 2250,episodic return 2057.935560193753, reward_pressure: 0.0
Processed Iteration 2300,episodic return 2047.0997138612968, reward_pressure: 0.0
Processed Iteration 2350,episodic return 2125.7504682028257, reward_pressure: 0.0
Processed Iteration 2400,episodic return 2141.6188010724954, reward_pressure: 0.0
Processed Iteration 2450,episodic return 2036.3985932317923, reward_pressure: 0.0
Processed Iteration 2500,episodic return 2104.1689586450557, reward_pressure: 0.0
Processed Iteration 2550,episodic return 2009.2490046257562, reward_pressure: 0.0
Processed Iteration 2600,episodic return 1930.3527241506326, reward_pressure: 0.0
Processed Iteration 2650,episodic return 2048.5286566231084, reward_pressure: 0.0
Processed Iteration 2700,episodic return 2133.6084158299177, reward_pressure: 0.0
Processed Iteration 2750,episodic return 2133.268242839559, reward_pressure: 0.0
Processed Iteration 2800,episodic return 2161.3712664609357, reward_pressure: 0.0
Processed Iteration 2850,episodic return 2141.2406578455425, reward_pressure: 0.0
Processed Iteration 2900,episodic return 2165.244315790661, reward_pressure: 0.0
Processed Iteration 2950,episodic return 2068.4474252403716, reward_pressure: 0.0
Processed Iteration 3000,episodic return 2003.900660266279, reward_pressure: 0.0
