Processed Iteration 50,episodic return -200.18899482152455, reward_pressure: 0.0
Processed Iteration 100,episodic return 226.72057346754758, reward_pressure: 0.0
Processed Iteration 150,episodic return 500.59627639508136, reward_pressure: 0.0
Processed Iteration 200,episodic return 872.1597360980505, reward_pressure: 0.0
Processed Iteration 250,episodic return 1189.1940198341965, reward_pressure: 0.0
Processed Iteration 300,episodic return 1280.499296229375, reward_pressure: 0.0
Processed Iteration 350,episodic return 1574.4932877102826, reward_pressure: 0.0
Processed Iteration 400,episodic return 1757.2161902770904, reward_pressure: 0.0
Processed Iteration 450,episodic return 1829.825225334379, reward_pressure: 0.0
Processed Iteration 500,episodic return 2045.2937355111278, reward_pressure: 0.0
Processed Iteration 550,episodic return 2129.1387594630532, reward_pressure: 0.0
Processed Iteration 600,episodic return 2140.072131927634, reward_pressure: 0.0
Processed Iteration 650,episodic return 2292.5287929483293, reward_pressure: 0.0
Processed Iteration 700,episodic return 2432.0009137210554, reward_pressure: 0.0
Processed Iteration 750,episodic return 2585.932881158891, reward_pressure: 0.0
Processed Iteration 800,episodic return 2612.128778884542, reward_pressure: 0.0
Processed Iteration 850,episodic return 2622.1983470879863, reward_pressure: 0.0
Processed Iteration 900,episodic return 2684.904856837502, reward_pressure: 0.0
Processed Iteration 950,episodic return 2638.0941433559383, reward_pressure: 0.0
Processed Iteration 1000,episodic return 2712.4358297102945, reward_pressure: 0.0
Processed Iteration 1050,episodic return 2715.302108826799, reward_pressure: 0.0
Processed Iteration 1100,episodic return 2620.668543242746, reward_pressure: 0.0
Processed Iteration 1150,episodic return 2741.348376507941, reward_pressure: 0.0
Processed Iteration 1200,episodic return 2667.16144859521, reward_pressure: 0.0
Processed Iteration 1250,episodic return 2628.129358874041, reward_pressure: 0.0
Processed Iteration 1300,episodic return 2699.202298923016, reward_pressure: 0.0
Processed Iteration 1350,episodic return 2668.0579775507085, reward_pressure: 0.0
Processed Iteration 1400,episodic return 2678.09480607474, reward_pressure: 0.0
Processed Iteration 1450,episodic return 2636.396852649618, reward_pressure: 0.0
Processed Iteration 1500,episodic return 2656.489453297531, reward_pressure: 0.0
Processed Iteration 1550,episodic return 2514.759781759779, reward_pressure: 0.0
Processed Iteration 1600,episodic return 2679.1310378805374, reward_pressure: 0.0
Processed Iteration 1650,episodic return 2674.672627551144, reward_pressure: 0.0
Processed Iteration 1700,episodic return 2713.2954486298418, reward_pressure: 0.0
Processed Iteration 1750,episodic return 2703.507546381929, reward_pressure: 0.0
Processed Iteration 1800,episodic return 2766.3537177689686, reward_pressure: 0.0
Processed Iteration 1850,episodic return 2636.952942182821, reward_pressure: 0.0
Processed Iteration 1900,episodic return 2704.004392718719, reward_pressure: 0.0
Processed Iteration 1950,episodic return 2680.4996332035453, reward_pressure: 0.0
Processed Iteration 2000,episodic return 2635.1465108275834, reward_pressure: 0.0
