Processed Iteration 50,episodic return -254.31620474067967, reward_pressure: 0.0
Processed Iteration 100,episodic return 320.49946423456447, reward_pressure: 0.0
Processed Iteration 150,episodic return 1044.3131136573306, reward_pressure: 0.0
Processed Iteration 200,episodic return 1811.9868666283085, reward_pressure: 0.0
Processed Iteration 250,episodic return 1974.953707940901, reward_pressure: 0.0
Processed Iteration 300,episodic return 2076.8824608701466, reward_pressure: 0.0
Processed Iteration 350,episodic return 2115.82719311278, reward_pressure: 0.0
Processed Iteration 400,episodic return 1984.4493449611512, reward_pressure: 0.0
Processed Iteration 450,episodic return 2414.4766471107678, reward_pressure: 0.0
Processed Iteration 500,episodic return 2740.6721166825555, reward_pressure: 0.0
Processed Iteration 550,episodic return 2829.208157433679, reward_pressure: 0.0
Processed Iteration 600,episodic return 2868.5415264790804, reward_pressure: 0.0
Processed Iteration 650,episodic return 2992.5833873219617, reward_pressure: 0.0
Processed Iteration 700,episodic return 3023.1229762261537, reward_pressure: 0.0
Processed Iteration 750,episodic return 2982.564891657182, reward_pressure: 0.0
Processed Iteration 800,episodic return 3096.4231015861214, reward_pressure: 0.0
Processed Iteration 850,episodic return 3124.5593430001395, reward_pressure: 0.0
Processed Iteration 900,episodic return 3075.7693471997914, reward_pressure: 0.0
Processed Iteration 950,episodic return 3256.338112456376, reward_pressure: 0.0
Processed Iteration 1000,episodic return 3246.5399556992543, reward_pressure: 0.0
Processed Iteration 1050,episodic return 3230.3082929162456, reward_pressure: 0.0
Processed Iteration 1100,episodic return 3224.8392034816084, reward_pressure: 0.0
Processed Iteration 1150,episodic return 3139.5926593216345, reward_pressure: 0.0
Processed Iteration 1200,episodic return 3111.698461401232, reward_pressure: 0.0
Processed Iteration 1250,episodic return 3110.851981718921, reward_pressure: 0.0
Processed Iteration 1300,episodic return 3221.043271058661, reward_pressure: 0.0
Processed Iteration 1350,episodic return 3403.3612082431514, reward_pressure: 0.0
Processed Iteration 1400,episodic return 3478.5061272386597, reward_pressure: 0.0
Processed Iteration 1450,episodic return 3444.9493059608944, reward_pressure: 0.0
Processed Iteration 1500,episodic return 3459.6695420222463, reward_pressure: 0.0
Processed Iteration 1550,episodic return 3470.091947386139, reward_pressure: 0.0
Processed Iteration 1600,episodic return 3476.06442762114, reward_pressure: 0.0
Processed Iteration 1650,episodic return 3352.845584497085, reward_pressure: 0.0
Processed Iteration 1700,episodic return 3396.20601840213, reward_pressure: 0.0
Processed Iteration 1750,episodic return 3459.09349274543, reward_pressure: 0.0
Processed Iteration 1800,episodic return 3436.4693968781253, reward_pressure: 0.0
Processed Iteration 1850,episodic return 3537.9520454254393, reward_pressure: 0.0
Processed Iteration 1900,episodic return 3485.269430015887, reward_pressure: 0.0
Processed Iteration 1950,episodic return 3513.598747739416, reward_pressure: 0.0
Processed Iteration 2000,episodic return 3497.3870720260957, reward_pressure: 0.0
