Processed Iteration 50,episodic return 80.84006652047191, reward_pressure: 0.0
Processed Iteration 100,episodic return 212.3193430307406, reward_pressure: 0.0
Processed Iteration 150,episodic return 307.78928619692664, reward_pressure: 0.0
Processed Iteration 200,episodic return 361.16486205962923, reward_pressure: 0.0
Processed Iteration 250,episodic return 354.0932022645754, reward_pressure: 0.0
Processed Iteration 300,episodic return 370.48794520109755, reward_pressure: 0.0
Processed Iteration 350,episodic return 416.48172295067553, reward_pressure: 0.0
Processed Iteration 400,episodic return 536.26292228319, reward_pressure: 0.0
Processed Iteration 450,episodic return 624.9318769802021, reward_pressure: 0.0
Processed Iteration 500,episodic return 836.1647339484294, reward_pressure: 0.0
Processed Iteration 550,episodic return 798.9300627406062, reward_pressure: 0.0
Processed Iteration 600,episodic return 775.1665716974028, reward_pressure: 0.0
Processed Iteration 650,episodic return 894.3474010366422, reward_pressure: 0.0
Processed Iteration 700,episodic return 1358.522422361305, reward_pressure: 0.0
Processed Iteration 750,episodic return 1805.6501230434044, reward_pressure: 0.0
Processed Iteration 800,episodic return 1336.3867598896097, reward_pressure: 0.0
Processed Iteration 850,episodic return 1399.0092800519155, reward_pressure: 0.0
Processed Iteration 900,episodic return 1915.567780910612, reward_pressure: 0.0
Processed Iteration 950,episodic return 1907.3169141777225, reward_pressure: 0.0
Processed Iteration 1000,episodic return 1859.7315605040903, reward_pressure: 0.0
Processed Iteration 1050,episodic return 1873.5912599011726, reward_pressure: 0.0
Processed Iteration 1100,episodic return 1743.3939398356326, reward_pressure: 0.0
Processed Iteration 1150,episodic return 1650.688419617848, reward_pressure: 0.0
Processed Iteration 1200,episodic return 1601.9795825531348, reward_pressure: 0.0
Processed Iteration 1250,episodic return 1614.7633338579699, reward_pressure: 0.0
Processed Iteration 1300,episodic return 1848.5221980571532, reward_pressure: 0.0
Processed Iteration 1350,episodic return 1779.5459004484107, reward_pressure: 0.0
Processed Iteration 1400,episodic return 1774.4125055583731, reward_pressure: 0.0
Processed Iteration 1450,episodic return 1707.6778341342244, reward_pressure: 0.0
Processed Iteration 1500,episodic return 1469.2862479998037, reward_pressure: 0.0
Processed Iteration 1550,episodic return 1583.4929992513755, reward_pressure: 0.0
Processed Iteration 1600,episodic return 1583.8016949013086, reward_pressure: 0.0
Processed Iteration 1650,episodic return 1541.3002130474142, reward_pressure: 0.0
Processed Iteration 1700,episodic return 1695.0604756678724, reward_pressure: 0.0
Processed Iteration 1750,episodic return 1693.8471221564714, reward_pressure: 0.0
Processed Iteration 1800,episodic return 1461.3560431510182, reward_pressure: 0.0
Processed Iteration 1850,episodic return 1499.6684696265052, reward_pressure: 0.0
Processed Iteration 1900,episodic return 1511.3466247342117, reward_pressure: 0.0
Processed Iteration 1950,episodic return 1604.3080549409312, reward_pressure: 0.0
Processed Iteration 2000,episodic return 1565.077272269844, reward_pressure: 0.0
Processed Iteration 2050,episodic return 1441.9395834266813, reward_pressure: 0.0
Processed Iteration 2100,episodic return 1467.3715082202646, reward_pressure: 0.0
Processed Iteration 2150,episodic return 1485.3446725372858, reward_pressure: 0.0
Processed Iteration 2200,episodic return 1582.8501551965296, reward_pressure: 0.0
Processed Iteration 2250,episodic return 1595.6278671360394, reward_pressure: 0.0
Processed Iteration 2300,episodic return 1614.9124685372956, reward_pressure: 0.0
Processed Iteration 2350,episodic return 1570.8934114642957, reward_pressure: 0.0
Processed Iteration 2400,episodic return 1667.505712151603, reward_pressure: 0.0
Processed Iteration 2450,episodic return 1638.735036392787, reward_pressure: 0.0
Processed Iteration 2500,episodic return 1599.8461380195638, reward_pressure: 0.0
Processed Iteration 2550,episodic return 1454.0653286566164, reward_pressure: 0.0
Processed Iteration 2600,episodic return 1480.1545157632747, reward_pressure: 0.0
Processed Iteration 2650,episodic return 1536.426397245002, reward_pressure: 0.0
Processed Iteration 2700,episodic return 1567.1231385308397, reward_pressure: 0.0
Processed Iteration 2750,episodic return 1334.447709584536, reward_pressure: 0.0
Processed Iteration 2800,episodic return 1278.722771808233, reward_pressure: 0.0
Processed Iteration 2850,episodic return 917.0204257237248, reward_pressure: 0.0
Processed Iteration 2900,episodic return 1254.9286264087873, reward_pressure: 0.0
Processed Iteration 2950,episodic return 1436.4050148378988, reward_pressure: 0.0
Processed Iteration 3000,episodic return 1447.4747266552083, reward_pressure: 0.0
