Processed Iteration 50,episodic return 8.675433308563735, reward_pressure: 0.0
Processed Iteration 100,episodic return 10.809738344722195, reward_pressure: 0.0
Processed Iteration 150,episodic return 175.87956086651513, reward_pressure: 0.0
Processed Iteration 200,episodic return 325.7794244154626, reward_pressure: 0.0
Processed Iteration 250,episodic return 357.5452336185306, reward_pressure: 0.0
Processed Iteration 300,episodic return 351.54094679099893, reward_pressure: 0.0
Processed Iteration 350,episodic return 397.6842806043503, reward_pressure: 0.0
Processed Iteration 400,episodic return 636.0092651069403, reward_pressure: 0.0
Processed Iteration 450,episodic return 756.134594324878, reward_pressure: 0.0
Processed Iteration 500,episodic return 1403.8871774368267, reward_pressure: 0.0
Processed Iteration 550,episodic return 1403.1924012641089, reward_pressure: 0.0
Processed Iteration 600,episodic return 1409.0882776288388, reward_pressure: 0.0
Processed Iteration 650,episodic return 1613.7743158669907, reward_pressure: 0.0
Processed Iteration 700,episodic return 1744.592750418553, reward_pressure: 0.0
Processed Iteration 750,episodic return 1913.2209860693815, reward_pressure: 0.0
Processed Iteration 800,episodic return 2040.167449423238, reward_pressure: 0.0
Processed Iteration 850,episodic return 2067.2170118082086, reward_pressure: 0.0
Processed Iteration 900,episodic return 1899.7890728509938, reward_pressure: 0.0
Processed Iteration 950,episodic return 2045.0580547546715, reward_pressure: 0.0
Processed Iteration 1000,episodic return 2044.8004920487977, reward_pressure: 0.0
Processed Iteration 1050,episodic return 2018.7785458718809, reward_pressure: 0.0
Processed Iteration 1100,episodic return 1879.3635117902804, reward_pressure: 0.0
Processed Iteration 1150,episodic return 1500.6208315278022, reward_pressure: 0.0
Processed Iteration 1200,episodic return 1234.4860506869766, reward_pressure: 0.0
Processed Iteration 1250,episodic return 690.2801571679115, reward_pressure: 0.0
Processed Iteration 1300,episodic return 469.21164357793253, reward_pressure: 0.0
Processed Iteration 1350,episodic return 682.9289136874695, reward_pressure: 0.0
Processed Iteration 1400,episodic return 657.9115030611144, reward_pressure: 0.0
Processed Iteration 1450,episodic return 741.4728309589883, reward_pressure: 0.0
Processed Iteration 1500,episodic return 649.6634030844626, reward_pressure: 0.0
Processed Iteration 1550,episodic return 609.9864167581804, reward_pressure: 0.0
Processed Iteration 1600,episodic return 773.1013231471438, reward_pressure: 0.0
Processed Iteration 1650,episodic return 755.77252705831, reward_pressure: 0.0
Processed Iteration 1700,episodic return 705.1411211821485, reward_pressure: 0.0
Processed Iteration 1750,episodic return 570.7811942142541, reward_pressure: 0.0
Processed Iteration 1800,episodic return 712.7152852516559, reward_pressure: 0.0
Processed Iteration 1850,episodic return 714.913408419983, reward_pressure: 0.0
Processed Iteration 1900,episodic return 828.4701908236336, reward_pressure: 0.0
Processed Iteration 1950,episodic return 795.7558142012472, reward_pressure: 0.0
Processed Iteration 2000,episodic return 795.0993744393372, reward_pressure: 0.0
Processed Iteration 2050,episodic return 948.8758704758552, reward_pressure: 0.0
Processed Iteration 2100,episodic return 668.272531468156, reward_pressure: 0.0
Processed Iteration 2150,episodic return 830.7481383815605, reward_pressure: 0.0
Processed Iteration 2200,episodic return 1151.7512449369904, reward_pressure: 0.0
Processed Iteration 2250,episodic return 965.3048001737874, reward_pressure: 0.0
Processed Iteration 2300,episodic return 1054.7774652061512, reward_pressure: 0.0
Processed Iteration 2350,episodic return 1167.507231737987, reward_pressure: 0.0
Processed Iteration 2400,episodic return 1055.033779136615, reward_pressure: 0.0
Processed Iteration 2450,episodic return 1230.3040310273982, reward_pressure: 0.0
Processed Iteration 2500,episodic return 1228.3994184220373, reward_pressure: 0.0
Processed Iteration 2550,episodic return 1029.4428958020574, reward_pressure: 0.0
Processed Iteration 2600,episodic return 1177.6284606130698, reward_pressure: 0.0
Processed Iteration 2650,episodic return 1236.1054852158036, reward_pressure: 0.0
Processed Iteration 2700,episodic return 1301.180973631453, reward_pressure: 0.0
Processed Iteration 2750,episodic return 1465.1907657736924, reward_pressure: 0.0
Processed Iteration 2800,episodic return 1076.1947540435347, reward_pressure: 0.0
Processed Iteration 2850,episodic return 1065.871605167305, reward_pressure: 0.0
Processed Iteration 2900,episodic return 976.4653819400639, reward_pressure: 0.0
Processed Iteration 2950,episodic return 1012.6837560683883, reward_pressure: 0.0
Processed Iteration 3000,episodic return 1137.4655284787495, reward_pressure: 0.0
