Processed Iteration 50,episodic return -115.03203004672105, reward_pressure: 0.0
Processed Iteration 100,episodic return 688.9969581313792, reward_pressure: 0.0
Processed Iteration 150,episodic return 1143.889245312318, reward_pressure: 0.0
Processed Iteration 200,episodic return 1149.5808238752818, reward_pressure: 0.0
Processed Iteration 250,episodic return 1432.063291205488, reward_pressure: 0.0
Processed Iteration 300,episodic return 1773.4574672849726, reward_pressure: 0.0
Processed Iteration 350,episodic return 2038.8201266077847, reward_pressure: 0.0
Processed Iteration 400,episodic return 2116.3881378464885, reward_pressure: 0.0
Processed Iteration 450,episodic return 2003.7794729496247, reward_pressure: 0.0
Processed Iteration 500,episodic return 2070.798916470087, reward_pressure: 0.0
Processed Iteration 550,episodic return 2057.834418951076, reward_pressure: 0.0
Processed Iteration 600,episodic return 2028.376634693901, reward_pressure: 0.0
Processed Iteration 650,episodic return 2113.182035755146, reward_pressure: 0.0
Processed Iteration 700,episodic return 2107.816538238309, reward_pressure: 0.0
Processed Iteration 750,episodic return 2151.33677975105, reward_pressure: 0.0
Processed Iteration 800,episodic return 2035.3076209651322, reward_pressure: 0.0
Processed Iteration 850,episodic return 2241.81675486542, reward_pressure: 0.0
Processed Iteration 900,episodic return 2206.2713978146803, reward_pressure: 0.0
Processed Iteration 950,episodic return 2263.803665444407, reward_pressure: 0.0
Processed Iteration 1000,episodic return 2460.7351568886465, reward_pressure: 0.0
Processed Iteration 1050,episodic return 2609.4852456492235, reward_pressure: 0.0
Processed Iteration 1100,episodic return 2671.0641877757566, reward_pressure: 0.0
Processed Iteration 1150,episodic return 2637.0915549967294, reward_pressure: 0.0
Processed Iteration 1200,episodic return 2728.0212212053434, reward_pressure: 0.0
Processed Iteration 1250,episodic return 2707.886363669535, reward_pressure: 0.0
Processed Iteration 1300,episodic return 2824.4194939642302, reward_pressure: 0.0
Processed Iteration 1350,episodic return 2777.0206020938945, reward_pressure: 0.0
Processed Iteration 1400,episodic return 2704.6134161458535, reward_pressure: 0.0
Processed Iteration 1450,episodic return 2707.562853491312, reward_pressure: 0.0
Processed Iteration 1500,episodic return 2673.336637362708, reward_pressure: 0.0
Processed Iteration 1550,episodic return 2707.6910690469044, reward_pressure: 0.0
Processed Iteration 1600,episodic return 2868.5989227392715, reward_pressure: 0.0
Processed Iteration 1650,episodic return 2824.54398112002, reward_pressure: 0.0
Processed Iteration 1700,episodic return 2827.3426146590086, reward_pressure: 0.0
Processed Iteration 1750,episodic return 2871.479012964209, reward_pressure: 0.0
Processed Iteration 1800,episodic return 2859.3819982521545, reward_pressure: 0.0
Processed Iteration 1850,episodic return 2826.4847051661536, reward_pressure: 0.0
Processed Iteration 1900,episodic return 2865.4670643414493, reward_pressure: 0.0
Processed Iteration 1950,episodic return 2772.0665750072285, reward_pressure: 0.0
Processed Iteration 2000,episodic return 2841.2066876184026, reward_pressure: 0.0
