Processed Iteration 50,episodic return 4.244615924206477, reward_pressure: 0.0
Processed Iteration 100,episodic return 88.55109688317823, reward_pressure: 0.0
Processed Iteration 150,episodic return 325.9324028505842, reward_pressure: 0.0
Processed Iteration 200,episodic return 411.7056498126053, reward_pressure: 0.0
Processed Iteration 250,episodic return 560.1900966883344, reward_pressure: 0.0
Processed Iteration 300,episodic return 658.2805890768336, reward_pressure: 0.0
Processed Iteration 350,episodic return 873.1968848954411, reward_pressure: 0.0
Processed Iteration 400,episodic return 933.4335266194348, reward_pressure: 0.0
Processed Iteration 450,episodic return 888.3065432462813, reward_pressure: 0.0
Processed Iteration 500,episodic return 1020.9140385950222, reward_pressure: 0.0
Processed Iteration 550,episodic return 1024.1349151281047, reward_pressure: 0.0
Processed Iteration 600,episodic return 1189.841348524685, reward_pressure: 0.0
Processed Iteration 650,episodic return 1229.4443630796202, reward_pressure: 0.0
Processed Iteration 700,episodic return 1352.4278233481568, reward_pressure: 0.0
Processed Iteration 750,episodic return 1301.2612849761065, reward_pressure: 0.0
Processed Iteration 800,episodic return 1318.192262789645, reward_pressure: 0.0
Processed Iteration 850,episodic return 1210.8117266774507, reward_pressure: 0.0
Processed Iteration 900,episodic return 1332.4269218393276, reward_pressure: 0.0
Processed Iteration 950,episodic return 1366.768487259589, reward_pressure: 0.0
Processed Iteration 1000,episodic return 1357.104690194159, reward_pressure: 0.0
Processed Iteration 1050,episodic return 1382.6127564209214, reward_pressure: 0.0
Processed Iteration 1100,episodic return 1463.7244494228626, reward_pressure: 0.0
Processed Iteration 1150,episodic return 1442.3378467820971, reward_pressure: 0.0
Processed Iteration 1200,episodic return 1550.0356478432857, reward_pressure: 0.0
Processed Iteration 1250,episodic return 1469.5282769589935, reward_pressure: 0.0
Processed Iteration 1300,episodic return 1433.045850627512, reward_pressure: 0.0
Processed Iteration 1350,episodic return 1341.5050482978902, reward_pressure: 0.0
Processed Iteration 1400,episodic return 1344.1208505788602, reward_pressure: 0.0
Processed Iteration 1450,episodic return 1354.4260808897106, reward_pressure: 0.0
Processed Iteration 1500,episodic return 1390.459293495038, reward_pressure: 0.0
Processed Iteration 1550,episodic return 1209.4734618598184, reward_pressure: 0.0
Processed Iteration 1600,episodic return 1366.1606420803912, reward_pressure: 0.0
Processed Iteration 1650,episodic return 1301.0540269341593, reward_pressure: 0.0
Processed Iteration 1700,episodic return 1278.279304196424, reward_pressure: 0.0
Processed Iteration 1750,episodic return 1323.6892473206562, reward_pressure: 0.0
Processed Iteration 1800,episodic return 1302.1006291164792, reward_pressure: 0.0
Processed Iteration 1850,episodic return 1479.6433203778176, reward_pressure: 0.0
Processed Iteration 1900,episodic return 1322.9138156681258, reward_pressure: 0.0
Processed Iteration 1950,episodic return 1516.1493350109988, reward_pressure: 0.0
Processed Iteration 2000,episodic return 1373.7061024477514, reward_pressure: 0.0
