Processed Iteration 50,episodic return 7.920231925314374, reward_pressure: 0.0
Processed Iteration 100,episodic return 19.733838253110143, reward_pressure: 0.0
Processed Iteration 150,episodic return 180.76619419795003, reward_pressure: 0.0
Processed Iteration 200,episodic return 206.88783917264143, reward_pressure: 0.0
Processed Iteration 250,episodic return 226.97650808687962, reward_pressure: 0.0
Processed Iteration 300,episodic return 227.18575595231061, reward_pressure: 0.0
Processed Iteration 350,episodic return 226.99315696260305, reward_pressure: 0.0
Processed Iteration 400,episodic return 226.0774183774977, reward_pressure: 0.0
Processed Iteration 450,episodic return 255.01864033283215, reward_pressure: 0.0
Processed Iteration 500,episodic return 398.8742840101676, reward_pressure: 0.0
Processed Iteration 550,episodic return 640.1199664015144, reward_pressure: 0.0
Processed Iteration 600,episodic return 805.8966811686354, reward_pressure: 0.0
Processed Iteration 650,episodic return 1102.4917086119096, reward_pressure: 0.0
Processed Iteration 700,episodic return 1238.5148688939198, reward_pressure: 0.0
Processed Iteration 750,episodic return 1932.0366744409223, reward_pressure: 0.0
Processed Iteration 800,episodic return 1904.7648437155565, reward_pressure: 0.0
Processed Iteration 850,episodic return 1942.802292003124, reward_pressure: 0.0
Processed Iteration 900,episodic return 2053.4809200527116, reward_pressure: 0.0
Processed Iteration 950,episodic return 2008.6464088751736, reward_pressure: 0.0
Processed Iteration 1000,episodic return 1929.4929140290383, reward_pressure: 0.0
Processed Iteration 1050,episodic return 2035.4683406223826, reward_pressure: 0.0
Processed Iteration 1100,episodic return 1866.4123356669252, reward_pressure: 0.0
Processed Iteration 1150,episodic return 1610.418854615668, reward_pressure: 0.0
Processed Iteration 1200,episodic return 1603.9313571658117, reward_pressure: 0.0
Processed Iteration 1250,episodic return 1669.7924292631046, reward_pressure: 0.0
Processed Iteration 1300,episodic return 1544.9955894074449, reward_pressure: 0.0
Processed Iteration 1350,episodic return 1738.6585523993435, reward_pressure: 0.0
Processed Iteration 1400,episodic return 1833.3549239537656, reward_pressure: 0.0
Processed Iteration 1450,episodic return 1733.4357334331955, reward_pressure: 0.0
Processed Iteration 1500,episodic return 1862.325911746685, reward_pressure: 0.0
Processed Iteration 1550,episodic return 1973.749150949411, reward_pressure: 0.0
Processed Iteration 1600,episodic return 1956.8854697291526, reward_pressure: 0.0
Processed Iteration 1650,episodic return 1892.7294361928589, reward_pressure: 0.0
Processed Iteration 1700,episodic return 1887.7855122263716, reward_pressure: 0.0
Processed Iteration 1750,episodic return 1852.9140147296662, reward_pressure: 0.0
Processed Iteration 1800,episodic return 1932.6861057930766, reward_pressure: 0.0
Processed Iteration 1850,episodic return 1883.444387246, reward_pressure: 0.0
Processed Iteration 1900,episodic return 1882.6436194930516, reward_pressure: 0.0
Processed Iteration 1950,episodic return 1936.5751500827523, reward_pressure: 0.0
Processed Iteration 2000,episodic return 1810.5892177866422, reward_pressure: 0.0
Processed Iteration 2050,episodic return 1895.4377388197213, reward_pressure: 0.0
Processed Iteration 2100,episodic return 1812.8747716875491, reward_pressure: 0.0
Processed Iteration 2150,episodic return 1707.7742301745236, reward_pressure: 0.0
Processed Iteration 2200,episodic return 1910.1489854355098, reward_pressure: 0.0
Processed Iteration 2250,episodic return 1978.9030331062195, reward_pressure: 0.0
Processed Iteration 2300,episodic return 1924.3501363627322, reward_pressure: 0.0
Processed Iteration 2350,episodic return 2094.452932997135, reward_pressure: 0.0
Processed Iteration 2400,episodic return 2043.6778609392516, reward_pressure: 0.0
Processed Iteration 2450,episodic return 2068.857556853867, reward_pressure: 0.0
Processed Iteration 2500,episodic return 2155.266504971704, reward_pressure: 0.0
Processed Iteration 2550,episodic return 2197.7356839258878, reward_pressure: 0.0
Processed Iteration 2600,episodic return 2154.407336042551, reward_pressure: 0.0
Processed Iteration 2650,episodic return 1830.462245316699, reward_pressure: 0.0
Processed Iteration 2700,episodic return 1644.6102035821878, reward_pressure: 0.0
Processed Iteration 2750,episodic return 1800.4254709562813, reward_pressure: 0.0
Processed Iteration 2800,episodic return 1778.321553277988, reward_pressure: 0.0
Processed Iteration 2850,episodic return 2019.675107072203, reward_pressure: 0.0
Processed Iteration 2900,episodic return 1979.912425432075, reward_pressure: 0.0
Processed Iteration 2950,episodic return 2311.9400461995833, reward_pressure: 0.0
Processed Iteration 3000,episodic return 2300.647178000103, reward_pressure: 0.0
