Processed Iteration 50,episodic return 5.695214536471414, reward_pressure: 0.0
Processed Iteration 100,episodic return 31.0304716359783, reward_pressure: 0.0
Processed Iteration 150,episodic return 260.09652074592555, reward_pressure: 0.0
Processed Iteration 200,episodic return 372.9231226831937, reward_pressure: 0.0
Processed Iteration 250,episodic return 505.6259910459741, reward_pressure: 0.0
Processed Iteration 300,episodic return 618.7154675305277, reward_pressure: 0.0
Processed Iteration 350,episodic return 733.3545786062631, reward_pressure: 0.0
Processed Iteration 400,episodic return 731.534194927358, reward_pressure: 0.0
Processed Iteration 450,episodic return 1030.2891237388562, reward_pressure: 0.0
Processed Iteration 500,episodic return 1221.5856177031617, reward_pressure: 0.0
Processed Iteration 550,episodic return 1305.8825033533158, reward_pressure: 0.0
Processed Iteration 600,episodic return 1374.4141378294578, reward_pressure: 0.0
Processed Iteration 650,episodic return 1396.969846678976, reward_pressure: 0.0
Processed Iteration 700,episodic return 1335.7335081178683, reward_pressure: 0.0
Processed Iteration 750,episodic return 1446.5157041021725, reward_pressure: 0.0
Processed Iteration 800,episodic return 1431.640653625252, reward_pressure: 0.0
Processed Iteration 850,episodic return 1362.7324761709463, reward_pressure: 0.0
Processed Iteration 900,episodic return 1471.648828651256, reward_pressure: 0.0
Processed Iteration 950,episodic return 1499.7513376830334, reward_pressure: 0.0
Processed Iteration 1000,episodic return 1477.477571551617, reward_pressure: 0.0
Processed Iteration 1050,episodic return 1546.0187525568372, reward_pressure: 0.0
Processed Iteration 1100,episodic return 1428.2001495328507, reward_pressure: 0.0
Processed Iteration 1150,episodic return 1410.8501907759169, reward_pressure: 0.0
Processed Iteration 1200,episodic return 1533.5289636236278, reward_pressure: 0.0
Processed Iteration 1250,episodic return 1486.5791756955387, reward_pressure: 0.0
Processed Iteration 1300,episodic return 1487.7533343513442, reward_pressure: 0.0
Processed Iteration 1350,episodic return 1377.3434809045284, reward_pressure: 0.0
Processed Iteration 1400,episodic return 1496.10548145284, reward_pressure: 0.0
Processed Iteration 1450,episodic return 1434.097846093695, reward_pressure: 0.0
Processed Iteration 1500,episodic return 1420.088922991674, reward_pressure: 0.0
Processed Iteration 1550,episodic return 1502.5777432878413, reward_pressure: 0.0
Processed Iteration 1600,episodic return 1422.8176934159994, reward_pressure: 0.0
Processed Iteration 1650,episodic return 1459.3238068999087, reward_pressure: 0.0
Processed Iteration 1700,episodic return 1544.3010244367924, reward_pressure: 0.0
Processed Iteration 1750,episodic return 1391.0873491633754, reward_pressure: 0.0
Processed Iteration 1800,episodic return 1478.87822370497, reward_pressure: 0.0
Processed Iteration 1850,episodic return 1415.0099885106322, reward_pressure: 0.0
Processed Iteration 1900,episodic return 1298.4271286079895, reward_pressure: 0.0
Processed Iteration 1950,episodic return 1427.630509515107, reward_pressure: 0.0
Processed Iteration 2000,episodic return 1382.0254702544198, reward_pressure: 0.0
