Processed Iteration 50,episodic return -152.23211577681718, reward_pressure: 0.0
Processed Iteration 100,episodic return 303.6212264138348, reward_pressure: 0.0
Processed Iteration 150,episodic return 645.1651377361095, reward_pressure: 0.0
Processed Iteration 200,episodic return 1089.495118970529, reward_pressure: 0.0
Processed Iteration 250,episodic return 1349.9262924362622, reward_pressure: 0.0
Processed Iteration 300,episodic return 1431.6743625030517, reward_pressure: 0.0
Processed Iteration 350,episodic return 1443.1934295579954, reward_pressure: 0.0
Processed Iteration 400,episodic return 1623.0595509481072, reward_pressure: 0.0
Processed Iteration 450,episodic return 1553.0550278706794, reward_pressure: 0.0
Processed Iteration 500,episodic return 1633.13170400851, reward_pressure: 0.0
Processed Iteration 550,episodic return 2034.4924641058858, reward_pressure: 0.0
Processed Iteration 600,episodic return 2178.9465202687284, reward_pressure: 0.0
Processed Iteration 650,episodic return 2202.9535830199193, reward_pressure: 0.0
Processed Iteration 700,episodic return 2198.8161674214134, reward_pressure: 0.0
Processed Iteration 750,episodic return 2284.1997901533505, reward_pressure: 0.0
Processed Iteration 800,episodic return 2223.5284291977664, reward_pressure: 0.0
Processed Iteration 850,episodic return 2245.8327933491037, reward_pressure: 0.0
Processed Iteration 900,episodic return 2321.4054088939374, reward_pressure: 0.0
Processed Iteration 950,episodic return 2395.90990402076, reward_pressure: 0.0
Processed Iteration 1000,episodic return 2460.668464370316, reward_pressure: 0.0
Processed Iteration 1050,episodic return 2410.1008882840506, reward_pressure: 0.0
Processed Iteration 1100,episodic return 2469.379120208333, reward_pressure: 0.0
Processed Iteration 1150,episodic return 2200.022615951571, reward_pressure: 0.0
Processed Iteration 1200,episodic return 2349.891304510771, reward_pressure: 0.0
Processed Iteration 1250,episodic return 2425.376456281377, reward_pressure: 0.0
Processed Iteration 1300,episodic return 2415.5461405532424, reward_pressure: 0.0
Processed Iteration 1350,episodic return 2405.8231268027994, reward_pressure: 0.0
Processed Iteration 1400,episodic return 2390.647923261018, reward_pressure: 0.0
Processed Iteration 1450,episodic return 2492.5817268215997, reward_pressure: 0.0
Processed Iteration 1500,episodic return 2495.31784304355, reward_pressure: 0.0
Processed Iteration 1550,episodic return 2404.62805947404, reward_pressure: 0.0
Processed Iteration 1600,episodic return 2468.6595566282404, reward_pressure: 0.0
Processed Iteration 1650,episodic return 2429.741330404442, reward_pressure: 0.0
Processed Iteration 1700,episodic return 2437.398930120811, reward_pressure: 0.0
Processed Iteration 1750,episodic return 2513.121207868211, reward_pressure: 0.0
Processed Iteration 1800,episodic return 2512.4312749436026, reward_pressure: 0.0
Processed Iteration 1850,episodic return 2495.760151825664, reward_pressure: 0.0
Processed Iteration 1900,episodic return 2500.584666636021, reward_pressure: 0.0
Processed Iteration 1950,episodic return 2435.790893364491, reward_pressure: 0.0
Processed Iteration 2000,episodic return 2549.3251463054967, reward_pressure: 0.0
