Processed Iteration 50,episodic return -132.47698527806585, reward_pressure: 1.0
Processed Iteration 100,episodic return 324.96591323253114, reward_pressure: 1.0
Processed Iteration 150,episodic return 467.3736783306394, reward_pressure: 1.0
Processed Iteration 200,episodic return 550.0226430621465, reward_pressure: 1.0
Processed Iteration 250,episodic return 622.7221836342156, reward_pressure: 1.0
Processed Iteration 300,episodic return 802.05139347611, reward_pressure: 1.0
Processed Iteration 350,episodic return 858.2643753755651, reward_pressure: 1.0
Processed Iteration 400,episodic return 890.1457022727814, reward_pressure: 1.0
Processed Iteration 450,episodic return 959.5834208689703, reward_pressure: 1.0
Processed Iteration 500,episodic return 909.7910486252854, reward_pressure: 0.9630000000000005
Processed Iteration 550,episodic return 970.8162253382003, reward_pressure: 0.9990000000000001
Processed Iteration 600,episodic return 994.4655822241226, reward_pressure: 0.9490000000000005
Processed Iteration 650,episodic return 1011.4742769603237, reward_pressure: 0.8989999999999992
Processed Iteration 700,episodic return 992.837549759342, reward_pressure: 0.8490000000000006
Processed Iteration 750,episodic return 942.3174523182315, reward_pressure: 0.7989999999999998
Processed Iteration 800,episodic return 1010.9894986148644, reward_pressure: 0.7489999999999999
Processed Iteration 850,episodic return 896.3990911778404, reward_pressure: 0.6989999999999996
Processed Iteration 900,episodic return 956.4785118906465, reward_pressure: 0.6489999999999992
Processed Iteration 950,episodic return 971.7221198306702, reward_pressure: 0.5990000000000004
Processed Iteration 1000,episodic return 1009.133614269765, reward_pressure: 0.5579999999999999
Processed Iteration 1050,episodic return 1010.1177535953809, reward_pressure: 0.5920000000000003
Processed Iteration 1100,episodic return 941.7782278978041, reward_pressure: 0.5419999999999998
Processed Iteration 1150,episodic return 1006.3480998955398, reward_pressure: 0.4919999999999998
Processed Iteration 1200,episodic return 1005.9276490260908, reward_pressure: 0.4419999999999992
Processed Iteration 1250,episodic return 978.5829900072346, reward_pressure: 0.392
Processed Iteration 1300,episodic return 960.6585046818583, reward_pressure: 0.3419999999999997
Processed Iteration 1350,episodic return 960.0642051150816, reward_pressure: 0.29199999999999954
Processed Iteration 1400,episodic return 1006.5315234381401, reward_pressure: 0.24199999999999974
Processed Iteration 1450,episodic return 944.862536876494, reward_pressure: 0.19199999999999964
Processed Iteration 1500,episodic return 971.0802728733364, reward_pressure: 0.14199999999999957
Processed Iteration 1550,episodic return 938.5548941442213, reward_pressure: 0.0919999999999997
Processed Iteration 1600,episodic return 941.0642208625275, reward_pressure: 0.04199999999999971
Processed Iteration 1650,episodic return 939.5116266005773, reward_pressure: 0.0
Processed Iteration 1700,episodic return 920.4325977010158, reward_pressure: 0.0
Processed Iteration 1750,episodic return 919.0209305710309, reward_pressure: 0.0
Processed Iteration 1800,episodic return 903.8554748127466, reward_pressure: 0.0
Processed Iteration 1850,episodic return 872.4508744476718, reward_pressure: 0.0
Processed Iteration 1900,episodic return 931.366464340806, reward_pressure: 0.0
Processed Iteration 1950,episodic return 945.6440974329248, reward_pressure: 0.0
Processed Iteration 2000,episodic return 942.5253130268544, reward_pressure: 0.0
