Processed Iteration 50,episodic return 21.63707241609167, reward_pressure: 0.0
Processed Iteration 100,episodic return 216.78864087933337, reward_pressure: 0.0
Processed Iteration 150,episodic return 455.46543251230565, reward_pressure: 0.0
Processed Iteration 200,episodic return 552.793094217986, reward_pressure: 0.0
Processed Iteration 250,episodic return 766.2774068342993, reward_pressure: 0.0
Processed Iteration 300,episodic return 1052.5726056612182, reward_pressure: 0.0
Processed Iteration 350,episodic return 1108.3268077427572, reward_pressure: 0.0
Processed Iteration 400,episodic return 1135.7068629715075, reward_pressure: 0.0
Processed Iteration 450,episodic return 1271.7829581108017, reward_pressure: 0.0
Processed Iteration 500,episodic return 1163.7244883534552, reward_pressure: 0.0
Processed Iteration 550,episodic return 1291.4651380232272, reward_pressure: 0.0
Processed Iteration 600,episodic return 1241.6754908579812, reward_pressure: 0.0
Processed Iteration 650,episodic return 1179.038704090897, reward_pressure: 0.0
Processed Iteration 700,episodic return 1155.7582566028736, reward_pressure: 0.0
Processed Iteration 750,episodic return 1090.4849097800982, reward_pressure: 0.0
Processed Iteration 800,episodic return 1136.3900121580673, reward_pressure: 0.0
Processed Iteration 850,episodic return 1145.3166051329229, reward_pressure: 0.0
Processed Iteration 900,episodic return 1153.3860874761747, reward_pressure: 0.0
Processed Iteration 950,episodic return 1260.7817714731261, reward_pressure: 0.0
Processed Iteration 1000,episodic return 1158.373783627952, reward_pressure: 0.0
Processed Iteration 1050,episodic return 1184.8771889206942, reward_pressure: 0.0
Processed Iteration 1100,episodic return 1197.1566206938382, reward_pressure: 0.0
Processed Iteration 1150,episodic return 1217.2716817813662, reward_pressure: 0.0
Processed Iteration 1200,episodic return 1257.016522248439, reward_pressure: 0.0
Processed Iteration 1250,episodic return 1164.8822836939698, reward_pressure: 0.0
Processed Iteration 1300,episodic return 1212.8190589760118, reward_pressure: 0.0
Processed Iteration 1350,episodic return 1229.8078010338072, reward_pressure: 0.0
Processed Iteration 1400,episodic return 1254.6571631561947, reward_pressure: 0.0
Processed Iteration 1450,episodic return 1203.544260127648, reward_pressure: 0.0
Processed Iteration 1500,episodic return 1336.84881465778, reward_pressure: 0.0
Processed Iteration 1550,episodic return 1136.5881653257575, reward_pressure: 0.0
Processed Iteration 1600,episodic return 1317.079184585125, reward_pressure: 0.0
Processed Iteration 1650,episodic return 1275.4640351888988, reward_pressure: 0.0
Processed Iteration 1700,episodic return 1167.2948309041485, reward_pressure: 0.0
Processed Iteration 1750,episodic return 1243.0957359280685, reward_pressure: 0.0
Processed Iteration 1800,episodic return 1241.0229539698228, reward_pressure: 0.0
Processed Iteration 1850,episodic return 1251.2474485283142, reward_pressure: 0.0
Processed Iteration 1900,episodic return 1195.7714928589235, reward_pressure: 0.0
Processed Iteration 1950,episodic return 1231.0261259164065, reward_pressure: 0.0
Processed Iteration 2000,episodic return 1258.0205842166904, reward_pressure: 0.0
