Processed Iteration 50,episodic return -150.66710070415797, reward_pressure: 0.0
Processed Iteration 100,episodic return 447.46638146153396, reward_pressure: 0.0
Processed Iteration 150,episodic return 880.4813404677119, reward_pressure: 0.0
Processed Iteration 200,episodic return 1207.6897947146786, reward_pressure: 0.0
Processed Iteration 250,episodic return 1395.9275555547754, reward_pressure: 0.0
Processed Iteration 300,episodic return 1821.9871686106205, reward_pressure: 0.0
Processed Iteration 350,episodic return 2163.7703289353503, reward_pressure: 0.0
Processed Iteration 400,episodic return 2324.3368236448136, reward_pressure: 0.0
Processed Iteration 450,episodic return 2279.7755791801537, reward_pressure: 0.0
Processed Iteration 500,episodic return 2260.45152526239, reward_pressure: 0.0
Processed Iteration 550,episodic return 2323.166818200795, reward_pressure: 0.0
Processed Iteration 600,episodic return 2384.7843220512386, reward_pressure: 0.0
Processed Iteration 650,episodic return 2357.2541039195366, reward_pressure: 0.0
Processed Iteration 700,episodic return 2336.817646344412, reward_pressure: 0.0
Processed Iteration 750,episodic return 2539.0387988373755, reward_pressure: 0.0
Processed Iteration 800,episodic return 2572.959404634255, reward_pressure: 0.0
Processed Iteration 850,episodic return 2488.3383908457226, reward_pressure: 0.0
Processed Iteration 900,episodic return 2544.714970588484, reward_pressure: 0.0
Processed Iteration 950,episodic return 2413.874996413863, reward_pressure: 0.0
Processed Iteration 1000,episodic return 2431.1290487181877, reward_pressure: 0.0
Processed Iteration 1050,episodic return 2468.6852469953024, reward_pressure: 0.0
Processed Iteration 1100,episodic return 2522.1350051269405, reward_pressure: 0.0
Processed Iteration 1150,episodic return 2493.9529709339804, reward_pressure: 0.0
Processed Iteration 1200,episodic return 2494.776027014836, reward_pressure: 0.0
Processed Iteration 1250,episodic return 2441.5686585599196, reward_pressure: 0.0
Processed Iteration 1300,episodic return 2521.0556837165327, reward_pressure: 0.0
Processed Iteration 1350,episodic return 2478.530223340674, reward_pressure: 0.0
Processed Iteration 1400,episodic return 2384.7806754704543, reward_pressure: 0.0
Processed Iteration 1450,episodic return 2522.7664805676022, reward_pressure: 0.0
Processed Iteration 1500,episodic return 2463.2566889777063, reward_pressure: 0.0
Processed Iteration 1550,episodic return 2344.06728723777, reward_pressure: 0.0
Processed Iteration 1600,episodic return 2457.728953347149, reward_pressure: 0.0
Processed Iteration 1650,episodic return 2456.1318709274756, reward_pressure: 0.0
Processed Iteration 1700,episodic return 2474.5502218877573, reward_pressure: 0.0
Processed Iteration 1750,episodic return 2561.174658612652, reward_pressure: 0.0
Processed Iteration 1800,episodic return 2446.0087313687354, reward_pressure: 0.0
Processed Iteration 1850,episodic return 2481.162975567127, reward_pressure: 0.0
Processed Iteration 1900,episodic return 2425.2849633903784, reward_pressure: 0.0
Processed Iteration 1950,episodic return 2489.3367860223634, reward_pressure: 0.0
Processed Iteration 2000,episodic return 2457.076240087077, reward_pressure: 0.0
