Processed Iteration 50,episodic return -418.8558603722785, reward_pressure: 0.0
Processed Iteration 100,episodic return -1069.5532783649167, reward_pressure: 0.0
Processed Iteration 150,episodic return -1379.9520545811947, reward_pressure: 0.0
Processed Iteration 200,episodic return -1274.894976090682, reward_pressure: 0.0
Processed Iteration 250,episodic return -1264.3882006723006, reward_pressure: 0.0
Processed Iteration 300,episodic return -1354.7520846950079, reward_pressure: 0.0
Processed Iteration 350,episodic return -1068.4076058261383, reward_pressure: 0.0
Processed Iteration 400,episodic return -1251.6286104900908, reward_pressure: 0.0
Processed Iteration 450,episodic return -1475.7308198963824, reward_pressure: 0.0
Processed Iteration 500,episodic return -1651.9633827197615, reward_pressure: 0.0
Processed Iteration 550,episodic return -1856.3877145919416, reward_pressure: 0.0
Processed Iteration 600,episodic return -1829.048546631537, reward_pressure: 0.0
Processed Iteration 650,episodic return -1954.9205804550104, reward_pressure: 0.0
Processed Iteration 700,episodic return -1883.7363144716626, reward_pressure: 0.0
Processed Iteration 750,episodic return -2119.439953370055, reward_pressure: 0.0
Processed Iteration 800,episodic return -1973.133585262439, reward_pressure: 0.0
Processed Iteration 850,episodic return -1963.720220873989, reward_pressure: 0.0
Processed Iteration 900,episodic return -2168.8865483044106, reward_pressure: 0.0
Processed Iteration 950,episodic return -2037.147670596619, reward_pressure: 0.0
Processed Iteration 1000,episodic return -2077.569306101629, reward_pressure: 0.0
Processed Iteration 1050,episodic return -2020.2861768312441, reward_pressure: 0.0
Processed Iteration 1100,episodic return -1829.745277894715, reward_pressure: 0.0
Processed Iteration 1150,episodic return -1692.1421046755138, reward_pressure: 0.0
Processed Iteration 1200,episodic return -1677.5484474385457, reward_pressure: 0.0
Processed Iteration 1250,episodic return -1594.985529936973, reward_pressure: 0.0
Processed Iteration 1300,episodic return -1746.9543528223687, reward_pressure: 0.0
Processed Iteration 1350,episodic return -1743.287832407648, reward_pressure: 0.0
Processed Iteration 1400,episodic return -1714.1083718429884, reward_pressure: 0.0
Processed Iteration 1450,episodic return -1729.1702652296165, reward_pressure: 0.0
Processed Iteration 1500,episodic return -1636.0199741332722, reward_pressure: 0.0
Processed Iteration 1550,episodic return -1390.264953205119, reward_pressure: 0.0
Processed Iteration 1600,episodic return -1544.809354303578, reward_pressure: 0.0
Processed Iteration 1650,episodic return -1552.03166148414, reward_pressure: 0.0
Processed Iteration 1700,episodic return -1628.2043316236313, reward_pressure: 0.0
Processed Iteration 1750,episodic return -1610.998209205433, reward_pressure: 0.0
Processed Iteration 1800,episodic return -1820.6071084357457, reward_pressure: 0.0
Processed Iteration 1850,episodic return -1607.0169226401385, reward_pressure: 0.0
Processed Iteration 1900,episodic return -1599.2713140297526, reward_pressure: 0.0
Processed Iteration 1950,episodic return -1380.6709259178454, reward_pressure: 0.0
Processed Iteration 2000,episodic return -1587.1010100731662, reward_pressure: 0.0
