Processed Iteration 50,episodic return 86.8432875829355, reward_pressure: 0.0
Processed Iteration 100,episodic return 77.79463888602226, reward_pressure: 0.0
Processed Iteration 150,episodic return 56.76470110366618, reward_pressure: 0.0
Processed Iteration 200,episodic return 61.49300971183486, reward_pressure: 0.0
Processed Iteration 250,episodic return 38.56073105197368, reward_pressure: 0.0
Processed Iteration 300,episodic return 35.52058265754752, reward_pressure: 0.0
Processed Iteration 350,episodic return 37.08620496352492, reward_pressure: 0.0
Processed Iteration 400,episodic return 47.90183478016783, reward_pressure: 0.0
Processed Iteration 450,episodic return 44.175187526510214, reward_pressure: 0.0
Processed Iteration 500,episodic return 30.259824228443087, reward_pressure: 0.0
Processed Iteration 550,episodic return 31.353827486404917, reward_pressure: 0.0
Processed Iteration 600,episodic return 33.38955877724309, reward_pressure: 0.0
Processed Iteration 650,episodic return 36.684383747171104, reward_pressure: 0.0
Processed Iteration 700,episodic return 47.49527523870007, reward_pressure: 0.0
Processed Iteration 750,episodic return 57.731938361315706, reward_pressure: 0.0
Processed Iteration 800,episodic return 45.087812336879615, reward_pressure: 0.0
Processed Iteration 850,episodic return 48.78065015737755, reward_pressure: 0.0
Processed Iteration 900,episodic return 62.54268013108624, reward_pressure: 0.0
Processed Iteration 950,episodic return 58.697790984787844, reward_pressure: 0.0
Processed Iteration 1000,episodic return 47.78995498845805, reward_pressure: 0.0
Processed Iteration 1050,episodic return 64.4493352791516, reward_pressure: 0.0
Processed Iteration 1100,episodic return 53.47088417924478, reward_pressure: 0.0
Processed Iteration 1150,episodic return 55.02997946030571, reward_pressure: 0.0
Processed Iteration 1200,episodic return 54.26093181079594, reward_pressure: 0.0
Processed Iteration 1250,episodic return 68.51087079889604, reward_pressure: 0.0
Processed Iteration 1300,episodic return 69.18348626424908, reward_pressure: 0.0
Processed Iteration 1350,episodic return 70.46951902574871, reward_pressure: 0.0
Processed Iteration 1400,episodic return 73.08365834499608, reward_pressure: 0.0
Processed Iteration 1450,episodic return 65.24083078497719, reward_pressure: 0.0
Processed Iteration 1500,episodic return 63.9723120658135, reward_pressure: 0.0
Processed Iteration 1550,episodic return 70.91519195229931, reward_pressure: 0.0
Processed Iteration 1600,episodic return 73.1855371217737, reward_pressure: 0.0
Processed Iteration 1650,episodic return 76.79468325729576, reward_pressure: 0.0
Processed Iteration 1700,episodic return 85.5769958921072, reward_pressure: 0.0
Processed Iteration 1750,episodic return 94.26358816411508, reward_pressure: 0.0
Processed Iteration 1800,episodic return 93.19814251435525, reward_pressure: 0.0
Processed Iteration 1850,episodic return 93.7480536220303, reward_pressure: 0.0
Processed Iteration 1900,episodic return 68.63928948075835, reward_pressure: 0.0
Processed Iteration 1950,episodic return 50.91219782214914, reward_pressure: 0.0
Processed Iteration 2000,episodic return 51.5295509659662, reward_pressure: 0.0
