Processed Iteration 50,episodic return -204.31082622611183, reward_pressure: 0.0
Processed Iteration 100,episodic return 402.12129740242744, reward_pressure: 0.0
Processed Iteration 150,episodic return 1384.9457022145943, reward_pressure: 0.0
Processed Iteration 200,episodic return 1861.1819000391365, reward_pressure: 0.0
Processed Iteration 250,episodic return 2204.8819517121074, reward_pressure: 0.0
Processed Iteration 300,episodic return 2258.8433849563244, reward_pressure: 0.0
Processed Iteration 350,episodic return 2244.444431528333, reward_pressure: 0.0
Processed Iteration 400,episodic return 2504.574723579225, reward_pressure: 0.0
Processed Iteration 450,episodic return 2568.978760171388, reward_pressure: 0.0
Processed Iteration 500,episodic return 2571.646985599289, reward_pressure: 0.0
Processed Iteration 550,episodic return 2623.71097525817, reward_pressure: 0.0
Processed Iteration 600,episodic return 2585.036893794655, reward_pressure: 0.0
Processed Iteration 650,episodic return 2521.9121630998848, reward_pressure: 0.0
Processed Iteration 700,episodic return 2599.3338705869737, reward_pressure: 0.0
Processed Iteration 750,episodic return 2533.1067425543997, reward_pressure: 0.0
Processed Iteration 800,episodic return 2563.116516634639, reward_pressure: 0.0
Processed Iteration 850,episodic return 2611.1835967900715, reward_pressure: 0.0
Processed Iteration 900,episodic return 2635.464060139593, reward_pressure: 0.0
Processed Iteration 950,episodic return 2597.3169582257633, reward_pressure: 0.0
Processed Iteration 1000,episodic return 2629.788198338015, reward_pressure: 0.0
Processed Iteration 1050,episodic return 2613.5728224064546, reward_pressure: 0.0
Processed Iteration 1100,episodic return 2594.723882865809, reward_pressure: 0.0
Processed Iteration 1150,episodic return 2571.6389089947684, reward_pressure: 0.0
Processed Iteration 1200,episodic return 2504.9448838704934, reward_pressure: 0.0
Processed Iteration 1250,episodic return 2614.3137157943966, reward_pressure: 0.0
Processed Iteration 1300,episodic return 2615.2854056714064, reward_pressure: 0.0
Processed Iteration 1350,episodic return 2628.6138773410635, reward_pressure: 0.0
Processed Iteration 1400,episodic return 2612.2507432101866, reward_pressure: 0.0
Processed Iteration 1450,episodic return 2562.9462420192012, reward_pressure: 0.0
Processed Iteration 1500,episodic return 2599.725684320379, reward_pressure: 0.0
Processed Iteration 1550,episodic return 2588.6104675331353, reward_pressure: 0.0
Processed Iteration 1600,episodic return 2610.202443474856, reward_pressure: 0.0
Processed Iteration 1650,episodic return 2545.9143109879283, reward_pressure: 0.0
Processed Iteration 1700,episodic return 2582.821041464587, reward_pressure: 0.0
Processed Iteration 1750,episodic return 2632.828722939949, reward_pressure: 0.0
Processed Iteration 1800,episodic return 2768.365971782843, reward_pressure: 0.0
Processed Iteration 1850,episodic return 2803.233963059469, reward_pressure: 0.0
Processed Iteration 1900,episodic return 2807.61232811769, reward_pressure: 0.0
Processed Iteration 1950,episodic return 2822.0211896954233, reward_pressure: 0.0
Processed Iteration 2000,episodic return 2808.056859789821, reward_pressure: 0.0
