Processed Iteration 50,episodic return 71.95132744973277, reward_pressure: 0.0
Processed Iteration 100,episodic return 51.55508733900262, reward_pressure: 0.0
Processed Iteration 150,episodic return 50.97509442975961, reward_pressure: 0.0
Processed Iteration 200,episodic return 53.64979180916261, reward_pressure: 0.0
Processed Iteration 250,episodic return 49.914077637197636, reward_pressure: 0.0
Processed Iteration 300,episodic return 43.8391754535057, reward_pressure: 0.0
Processed Iteration 350,episodic return 48.44064647481542, reward_pressure: 0.0
Processed Iteration 400,episodic return 43.019261597799485, reward_pressure: 0.0
Processed Iteration 450,episodic return 48.27682139386306, reward_pressure: 0.0
Processed Iteration 500,episodic return 47.99728031805487, reward_pressure: 0.0
Processed Iteration 550,episodic return 43.87919183704896, reward_pressure: 0.0
Processed Iteration 600,episodic return 43.0130532673684, reward_pressure: 0.0
Processed Iteration 650,episodic return 43.50327082271002, reward_pressure: 0.0
Processed Iteration 700,episodic return 43.56649760653377, reward_pressure: 0.0
Processed Iteration 750,episodic return 45.764990993571054, reward_pressure: 0.0
Processed Iteration 800,episodic return 46.345260714267404, reward_pressure: 0.0
Processed Iteration 850,episodic return 43.873913888368854, reward_pressure: 0.0
Processed Iteration 900,episodic return 44.2441032486802, reward_pressure: 0.0
Processed Iteration 950,episodic return 43.999661728084426, reward_pressure: 0.0
Processed Iteration 1000,episodic return 44.79360141688043, reward_pressure: 0.0
Processed Iteration 1050,episodic return 44.53844528296934, reward_pressure: 0.0
Processed Iteration 1100,episodic return 43.677229538341535, reward_pressure: 0.0
Processed Iteration 1150,episodic return 47.79059351638357, reward_pressure: 0.0
Processed Iteration 1200,episodic return 51.222748965491164, reward_pressure: 0.0
Processed Iteration 1250,episodic return 60.194885922320246, reward_pressure: 0.0
Processed Iteration 1300,episodic return 55.88489292348816, reward_pressure: 0.0
Processed Iteration 1350,episodic return 56.24342978799555, reward_pressure: 0.0
Processed Iteration 1400,episodic return 53.09741325905056, reward_pressure: 0.0
Processed Iteration 1450,episodic return 45.381381212788604, reward_pressure: 0.0
Processed Iteration 1500,episodic return 43.24515503328302, reward_pressure: 0.0
Processed Iteration 1550,episodic return 43.65445956433724, reward_pressure: 0.0
Processed Iteration 1600,episodic return 44.42045934215608, reward_pressure: 0.0
Processed Iteration 1650,episodic return 46.07431750513033, reward_pressure: 0.0
Processed Iteration 1700,episodic return 48.2540168477642, reward_pressure: 0.0
Processed Iteration 1750,episodic return 47.729397135563346, reward_pressure: 0.0
Processed Iteration 1800,episodic return 47.54858378482328, reward_pressure: 0.0
Processed Iteration 1850,episodic return 47.52450974507315, reward_pressure: 0.0
Processed Iteration 1900,episodic return 46.95878622290293, reward_pressure: 0.0
Processed Iteration 1950,episodic return 48.67000523490178, reward_pressure: 0.0
Processed Iteration 2000,episodic return 46.735486199956775, reward_pressure: 0.0
