Processed Iteration 50,episodic return -60.73356335455557, reward_pressure: 0.0
Processed Iteration 100,episodic return 424.3765480543264, reward_pressure: 0.0
Processed Iteration 150,episodic return 954.9234488182057, reward_pressure: 0.0
Processed Iteration 200,episodic return 1314.2441111931732, reward_pressure: 0.0
Processed Iteration 250,episodic return 1508.1044415575557, reward_pressure: 0.0
Processed Iteration 300,episodic return 1270.658001960345, reward_pressure: 0.0
Processed Iteration 350,episodic return 1369.6528018382012, reward_pressure: 0.0
Processed Iteration 400,episodic return 1608.273095169934, reward_pressure: 0.0
Processed Iteration 450,episodic return 1524.239381584127, reward_pressure: 0.0
Processed Iteration 500,episodic return 1580.199444209019, reward_pressure: 0.0
Processed Iteration 550,episodic return 1671.923485413917, reward_pressure: 0.0
Processed Iteration 600,episodic return 1741.0740080035837, reward_pressure: 0.0
Processed Iteration 650,episodic return 1714.7455962194117, reward_pressure: 0.0
Processed Iteration 700,episodic return 1886.028080767164, reward_pressure: 0.0
Processed Iteration 750,episodic return 1764.0899361243487, reward_pressure: 0.0
Processed Iteration 800,episodic return 1746.6932142029225, reward_pressure: 0.0
Processed Iteration 850,episodic return 1781.4245656194598, reward_pressure: 0.0
Processed Iteration 900,episodic return 1659.6484135522974, reward_pressure: 0.0
Processed Iteration 950,episodic return 1649.245076610762, reward_pressure: 0.0
Processed Iteration 1000,episodic return 1542.8931375487687, reward_pressure: 0.0
Processed Iteration 1050,episodic return 1719.907993190614, reward_pressure: 0.0
Processed Iteration 1100,episodic return 1373.682015037853, reward_pressure: 0.0
Processed Iteration 1150,episodic return 1442.1010816496773, reward_pressure: 0.0
Processed Iteration 1200,episodic return 1437.5966086033225, reward_pressure: 0.0
Processed Iteration 1250,episodic return 1432.2860167907804, reward_pressure: 0.0
Processed Iteration 1300,episodic return 1829.6290549704174, reward_pressure: 0.0
Processed Iteration 1350,episodic return 1690.3350676096682, reward_pressure: 0.0
Processed Iteration 1400,episodic return 1720.5052225787122, reward_pressure: 0.0
Processed Iteration 1450,episodic return 1873.5806509101085, reward_pressure: 0.0
Processed Iteration 1500,episodic return 1724.955383170422, reward_pressure: 0.0
Processed Iteration 1550,episodic return 1473.3481838047176, reward_pressure: 0.0
Processed Iteration 1600,episodic return 1513.7598212241483, reward_pressure: 0.0
Processed Iteration 1650,episodic return 1925.5367940219178, reward_pressure: 0.0
Processed Iteration 1700,episodic return 1487.0618781076162, reward_pressure: 0.0
Processed Iteration 1750,episodic return 1787.7159824039204, reward_pressure: 0.0
Processed Iteration 1800,episodic return 1677.1218585332101, reward_pressure: 0.0
Processed Iteration 1850,episodic return 1805.669617100916, reward_pressure: 0.0
Processed Iteration 1900,episodic return 1805.4475640145629, reward_pressure: 0.0
Processed Iteration 1950,episodic return 1776.213823059783, reward_pressure: 0.0
Processed Iteration 2000,episodic return 1764.233083922236, reward_pressure: 0.0
