Processed Iteration 50,episodic return -62.98026999162246, reward_pressure: 0.0
Processed Iteration 100,episodic return 600.8692718036019, reward_pressure: 0.0
Processed Iteration 150,episodic return 1031.601524087941, reward_pressure: 0.0
Processed Iteration 200,episodic return 1389.7841349946134, reward_pressure: 0.0
Processed Iteration 250,episodic return 1722.336583923535, reward_pressure: 0.0
Processed Iteration 300,episodic return 1796.1638165501818, reward_pressure: 0.0
Processed Iteration 350,episodic return 1889.659823547889, reward_pressure: 0.0
Processed Iteration 400,episodic return 2063.764878338561, reward_pressure: 0.0
Processed Iteration 450,episodic return 1973.1070040156826, reward_pressure: 0.0
Processed Iteration 500,episodic return 2122.8236808936167, reward_pressure: 0.0
Processed Iteration 550,episodic return 2175.015938470163, reward_pressure: 0.0
Processed Iteration 600,episodic return 2161.224044796129, reward_pressure: 0.0
Processed Iteration 650,episodic return 2147.510128537995, reward_pressure: 0.0
Processed Iteration 700,episodic return 2291.7502901345897, reward_pressure: 0.0
Processed Iteration 750,episodic return 2201.721369508719, reward_pressure: 0.0
Processed Iteration 800,episodic return 2261.5308135186224, reward_pressure: 0.0
Processed Iteration 850,episodic return 2249.8358625870837, reward_pressure: 0.0
Processed Iteration 900,episodic return 2209.8835217770115, reward_pressure: 0.0
Processed Iteration 950,episodic return 2283.527589252885, reward_pressure: 0.0
Processed Iteration 1000,episodic return 2264.17196888981, reward_pressure: 0.0
Processed Iteration 1050,episodic return 2272.285463127199, reward_pressure: 0.0
Processed Iteration 1100,episodic return 2200.10893914605, reward_pressure: 0.0
Processed Iteration 1150,episodic return 2233.50846718163, reward_pressure: 0.0
Processed Iteration 1200,episodic return 2254.8711965973707, reward_pressure: 0.0
Processed Iteration 1250,episodic return 2159.4483326731875, reward_pressure: 0.0
Processed Iteration 1300,episodic return 2141.2737543248454, reward_pressure: 0.0
Processed Iteration 1350,episodic return 2197.562565872895, reward_pressure: 0.0
Processed Iteration 1400,episodic return 2179.493638880759, reward_pressure: 0.0
Processed Iteration 1450,episodic return 2226.9857068992187, reward_pressure: 0.0
Processed Iteration 1500,episodic return 2223.1561538321725, reward_pressure: 0.0
Processed Iteration 1550,episodic return 2176.243906565091, reward_pressure: 0.0
Processed Iteration 1600,episodic return 2340.304282913022, reward_pressure: 0.0
Processed Iteration 1650,episodic return 2383.8783446074863, reward_pressure: 0.0
Processed Iteration 1700,episodic return 2313.927262253916, reward_pressure: 0.0
Processed Iteration 1750,episodic return 2244.665309915898, reward_pressure: 0.0
Processed Iteration 1800,episodic return 2206.553128774772, reward_pressure: 0.0
Processed Iteration 1850,episodic return 2165.116347497949, reward_pressure: 0.0
Processed Iteration 1900,episodic return 2219.8049076125076, reward_pressure: 0.0
Processed Iteration 1950,episodic return 2276.244623483672, reward_pressure: 0.0
Processed Iteration 2000,episodic return 2258.2673943492937, reward_pressure: 0.0
