Processed Iteration 50,episodic return -23.349408546117616, reward_pressure: 0.0
Processed Iteration 100,episodic return 812.7766865803907, reward_pressure: 0.0
Processed Iteration 150,episodic return 1318.0131542508918, reward_pressure: 0.0
Processed Iteration 200,episodic return 1964.797512732315, reward_pressure: 0.0
Processed Iteration 250,episodic return 2273.9652318630906, reward_pressure: 0.0
Processed Iteration 300,episodic return 2916.491094719039, reward_pressure: 0.0
Processed Iteration 350,episodic return 3379.9833850954246, reward_pressure: 0.0
Processed Iteration 400,episodic return 2701.5456175200006, reward_pressure: 0.0
Processed Iteration 450,episodic return 3333.160306824918, reward_pressure: 0.0
Processed Iteration 500,episodic return 3384.835053589949, reward_pressure: 0.0
Processed Iteration 550,episodic return 3411.110960358717, reward_pressure: 0.0
Processed Iteration 600,episodic return 3559.5793895291467, reward_pressure: 0.0
Processed Iteration 650,episodic return 3537.4430146866025, reward_pressure: 0.0
Processed Iteration 700,episodic return 3547.2174650350794, reward_pressure: 0.0
Processed Iteration 750,episodic return 2787.038157008019, reward_pressure: 0.0
Processed Iteration 800,episodic return 3549.7810497192445, reward_pressure: 0.0
Processed Iteration 850,episodic return 4149.604062009014, reward_pressure: 0.0
Processed Iteration 900,episodic return 4324.903933343787, reward_pressure: 0.0
Processed Iteration 950,episodic return 4472.755421991433, reward_pressure: 0.0
Processed Iteration 1000,episodic return 4146.934510610641, reward_pressure: 0.0
Processed Iteration 1050,episodic return 4204.564303582997, reward_pressure: 0.0
Processed Iteration 1100,episodic return 4291.524723128474, reward_pressure: 0.0
Processed Iteration 1150,episodic return 4463.665560833851, reward_pressure: 0.0
Processed Iteration 1200,episodic return 4498.985280604036, reward_pressure: 0.0
Processed Iteration 1250,episodic return 4506.792893418495, reward_pressure: 0.0
Processed Iteration 1300,episodic return 4262.656787213533, reward_pressure: 0.0
Processed Iteration 1350,episodic return 4347.649643174063, reward_pressure: 0.0
Processed Iteration 1400,episodic return 4363.81095923464, reward_pressure: 0.0
Processed Iteration 1450,episodic return 4407.8556810918635, reward_pressure: 0.0
Processed Iteration 1500,episodic return 4385.480947216847, reward_pressure: 0.0
Processed Iteration 1550,episodic return 4227.9178449020355, reward_pressure: 0.0
Processed Iteration 1600,episodic return 4441.49297995379, reward_pressure: 0.0
Processed Iteration 1650,episodic return 4221.391446212931, reward_pressure: 0.0
Processed Iteration 1700,episodic return 4175.67671376914, reward_pressure: 0.0
Processed Iteration 1750,episodic return 4353.811612798526, reward_pressure: 0.0
Processed Iteration 1800,episodic return 4485.168736195726, reward_pressure: 0.0
Processed Iteration 1850,episodic return 4144.686513417807, reward_pressure: 0.0
Processed Iteration 1900,episodic return 4352.949154793323, reward_pressure: 0.0
Processed Iteration 1950,episodic return 4317.689710589946, reward_pressure: 0.0
Processed Iteration 2000,episodic return 4169.720939816889, reward_pressure: 0.0
