Processed Iteration 50,episodic return -37.02779784318373, reward_pressure: 0.0
Processed Iteration 100,episodic return 1026.5003018565212, reward_pressure: 0.0
Processed Iteration 150,episodic return 1591.2884119683597, reward_pressure: 0.0
Processed Iteration 200,episodic return 1828.3662320135877, reward_pressure: 0.0
Processed Iteration 250,episodic return 2017.6392935801973, reward_pressure: 0.0
Processed Iteration 300,episodic return 2129.0909856161093, reward_pressure: 0.0
Processed Iteration 350,episodic return 2232.694137443677, reward_pressure: 0.0
Processed Iteration 400,episodic return 2668.3177726512367, reward_pressure: 0.0
Processed Iteration 450,episodic return 2832.5435559243565, reward_pressure: 0.0
Processed Iteration 500,episodic return 2729.8973068609735, reward_pressure: 0.0
Processed Iteration 550,episodic return 2700.113959338945, reward_pressure: 0.0
Processed Iteration 600,episodic return 2820.5857979655334, reward_pressure: 0.0
Processed Iteration 650,episodic return 2867.4410593294533, reward_pressure: 0.0
Processed Iteration 700,episodic return 2829.035271514616, reward_pressure: 0.0
Processed Iteration 750,episodic return 2818.612256999702, reward_pressure: 0.0
Processed Iteration 800,episodic return 2749.0440880613223, reward_pressure: 0.0
Processed Iteration 850,episodic return 2821.5051285240775, reward_pressure: 0.0
Processed Iteration 900,episodic return 2725.980215313439, reward_pressure: 0.0
Processed Iteration 950,episodic return 2843.106353957481, reward_pressure: 0.0
Processed Iteration 1000,episodic return 2736.225410531818, reward_pressure: 0.0
Processed Iteration 1050,episodic return 2882.0618266517517, reward_pressure: 0.0
Processed Iteration 1100,episodic return 2866.36331447234, reward_pressure: 0.0
Processed Iteration 1150,episodic return 2846.2934073227957, reward_pressure: 0.0
Processed Iteration 1200,episodic return 2857.6688228723956, reward_pressure: 0.0
Processed Iteration 1250,episodic return 2885.2718756485447, reward_pressure: 0.0
Processed Iteration 1300,episodic return 2847.5292126369272, reward_pressure: 0.0
Processed Iteration 1350,episodic return 2814.951882500133, reward_pressure: 0.0
Processed Iteration 1400,episodic return 2753.816983661265, reward_pressure: 0.0
Processed Iteration 1450,episodic return 2777.8030963850183, reward_pressure: 0.0
Processed Iteration 1500,episodic return 2790.9275080186503, reward_pressure: 0.0
Processed Iteration 1550,episodic return 2727.0390498761244, reward_pressure: 0.0
Processed Iteration 1600,episodic return 2805.248492142608, reward_pressure: 0.0
Processed Iteration 1650,episodic return 2812.667038245326, reward_pressure: 0.0
Processed Iteration 1700,episodic return 2823.08758649379, reward_pressure: 0.0
Processed Iteration 1750,episodic return 2828.0474254534342, reward_pressure: 0.0
Processed Iteration 1800,episodic return 2815.521541090264, reward_pressure: 0.0
Processed Iteration 1850,episodic return 2694.763775689648, reward_pressure: 0.0
Processed Iteration 1900,episodic return 2761.3838932266053, reward_pressure: 0.0
Processed Iteration 1950,episodic return 2718.3590828824667, reward_pressure: 0.0
Processed Iteration 2000,episodic return 2690.089393284771, reward_pressure: 0.0
