Processed Iteration 50,episodic return 9.366971747890323, reward_pressure: 0.0
Processed Iteration 100,episodic return 8.518162377795925, reward_pressure: 0.0
Processed Iteration 150,episodic return 4.504382493409129, reward_pressure: 0.0
Processed Iteration 200,episodic return 5.770360259712145, reward_pressure: 0.0
Processed Iteration 250,episodic return 146.26609706206938, reward_pressure: 0.0
Processed Iteration 300,episodic return 298.9136929011453, reward_pressure: 0.0
Processed Iteration 350,episodic return 343.8462132408367, reward_pressure: 0.0
Processed Iteration 400,episodic return 346.30459500582253, reward_pressure: 0.0
Processed Iteration 450,episodic return 356.8567486822678, reward_pressure: 0.0
Processed Iteration 500,episodic return 406.04186399918666, reward_pressure: 0.0
Processed Iteration 550,episodic return 424.3060569477654, reward_pressure: 0.0
Processed Iteration 600,episodic return 466.40680529398713, reward_pressure: 0.0
Processed Iteration 650,episodic return 756.1243869819808, reward_pressure: 0.0
Processed Iteration 700,episodic return 1297.4532740627576, reward_pressure: 0.0
Processed Iteration 750,episodic return 1394.6160761782687, reward_pressure: 0.0
Processed Iteration 800,episodic return 1567.938996126285, reward_pressure: 0.0
Processed Iteration 850,episodic return 1443.8995014138604, reward_pressure: 0.0
Processed Iteration 900,episodic return 1745.0206984115218, reward_pressure: 0.0
Processed Iteration 950,episodic return 1655.928014997312, reward_pressure: 0.0
Processed Iteration 1000,episodic return 1719.0063219039264, reward_pressure: 0.0
Processed Iteration 1050,episodic return 1675.5387782600683, reward_pressure: 0.0
Processed Iteration 1100,episodic return 1071.180160604217, reward_pressure: 0.0
Processed Iteration 1150,episodic return 1393.2695708784058, reward_pressure: 0.0
Processed Iteration 1200,episodic return 1350.8384964735285, reward_pressure: 0.0
Processed Iteration 1250,episodic return 1403.6413456998894, reward_pressure: 0.0
Processed Iteration 1300,episodic return 1371.8837379737586, reward_pressure: 0.0
Processed Iteration 1350,episodic return 1041.8566603374884, reward_pressure: 0.0
Processed Iteration 1400,episodic return 1110.917549832006, reward_pressure: 0.0
Processed Iteration 1450,episodic return 1007.6499382060796, reward_pressure: 0.0
Processed Iteration 1500,episodic return 1092.339943640415, reward_pressure: 0.0
Processed Iteration 1550,episodic return 940.2930175831618, reward_pressure: 0.0
Processed Iteration 1600,episodic return 1401.3473873432695, reward_pressure: 0.0
Processed Iteration 1650,episodic return 1336.868461035357, reward_pressure: 0.0
Processed Iteration 1700,episodic return 1237.8194354582395, reward_pressure: 0.0
Processed Iteration 1750,episodic return 1171.2642820272804, reward_pressure: 0.0
Processed Iteration 1800,episodic return 1054.484578788993, reward_pressure: 0.0
Processed Iteration 1850,episodic return 1311.3617065115395, reward_pressure: 0.0
Processed Iteration 1900,episodic return 1532.61390561591, reward_pressure: 0.0
Processed Iteration 1950,episodic return 1318.0119043288241, reward_pressure: 0.0
Processed Iteration 2000,episodic return 1909.896791076471, reward_pressure: 0.0
Processed Iteration 2050,episodic return 1822.7001139913727, reward_pressure: 0.0
Processed Iteration 2100,episodic return 1346.0631151304776, reward_pressure: 0.0
Processed Iteration 2150,episodic return 1125.8662184552777, reward_pressure: 0.0
Processed Iteration 2200,episodic return 1481.075364030304, reward_pressure: 0.0
Processed Iteration 2250,episodic return 1989.362921368781, reward_pressure: 0.0
Processed Iteration 2300,episodic return 1969.6759572484057, reward_pressure: 0.0
Processed Iteration 2350,episodic return 1874.2277377323574, reward_pressure: 0.0
Processed Iteration 2400,episodic return 1427.3010637052873, reward_pressure: 0.0
Processed Iteration 2450,episodic return 1942.4420693546563, reward_pressure: 0.0
Processed Iteration 2500,episodic return 1911.613062064602, reward_pressure: 0.0
Processed Iteration 2550,episodic return 1812.8280969080442, reward_pressure: 0.0
Processed Iteration 2600,episodic return 1768.6082351062612, reward_pressure: 0.0
Processed Iteration 2650,episodic return 1709.171432526425, reward_pressure: 0.0
Processed Iteration 2700,episodic return 1847.5535642005427, reward_pressure: 0.0
Processed Iteration 2750,episodic return 1795.952083819885, reward_pressure: 0.0
Processed Iteration 2800,episodic return 1958.4483017634918, reward_pressure: 0.0
Processed Iteration 2850,episodic return 1859.0417814276748, reward_pressure: 0.0
Processed Iteration 2900,episodic return 1951.7146398177542, reward_pressure: 0.0
Processed Iteration 2950,episodic return 1849.3343227660669, reward_pressure: 0.0
Processed Iteration 3000,episodic return 1914.5219310370971, reward_pressure: 0.0
