Processed Iteration 50,episodic return -173.39834340731315, reward_pressure: 0.0
Processed Iteration 100,episodic return 211.11684151128992, reward_pressure: 0.0
Processed Iteration 150,episodic return 875.9054959569186, reward_pressure: 0.0
Processed Iteration 200,episodic return 1894.1599995576785, reward_pressure: 0.0
Processed Iteration 250,episodic return 3054.0883997602446, reward_pressure: 0.0
Processed Iteration 300,episodic return 3480.5473454625676, reward_pressure: 0.0
Processed Iteration 350,episodic return 3718.6920730706565, reward_pressure: 0.0
Processed Iteration 400,episodic return 3847.9179642984104, reward_pressure: 0.0
Processed Iteration 450,episodic return 3814.7676357299088, reward_pressure: 0.0
Processed Iteration 500,episodic return 3876.5613926314277, reward_pressure: 0.0
Processed Iteration 550,episodic return 3848.6581865118005, reward_pressure: 0.0
Processed Iteration 600,episodic return 3820.443609208415, reward_pressure: 0.0
Processed Iteration 650,episodic return 3792.341414746092, reward_pressure: 0.0
Processed Iteration 700,episodic return 3830.1211913838442, reward_pressure: 0.0
Processed Iteration 750,episodic return 3817.5195719773988, reward_pressure: 0.0
Processed Iteration 800,episodic return 3737.23087111371, reward_pressure: 0.0
Processed Iteration 850,episodic return 3867.6177242045364, reward_pressure: 0.0
Processed Iteration 900,episodic return 3669.997007901716, reward_pressure: 0.0
Processed Iteration 950,episodic return 3877.717532150608, reward_pressure: 0.0
Processed Iteration 1000,episodic return 3834.2456082678746, reward_pressure: 0.0
Processed Iteration 1050,episodic return 3887.6641977818617, reward_pressure: 0.0
Processed Iteration 1100,episodic return 3801.879798056864, reward_pressure: 0.0
Processed Iteration 1150,episodic return 3865.4964959590975, reward_pressure: 0.0
Processed Iteration 1200,episodic return 3859.513308775171, reward_pressure: 0.0
Processed Iteration 1250,episodic return 3835.1559120478323, reward_pressure: 0.0
Processed Iteration 1300,episodic return 3893.4122225215524, reward_pressure: 0.0
Processed Iteration 1350,episodic return 3854.5078458759153, reward_pressure: 0.0
Processed Iteration 1400,episodic return 3868.2916533512807, reward_pressure: 0.0
Processed Iteration 1450,episodic return 3852.4418845554983, reward_pressure: 0.0
Processed Iteration 1500,episodic return 3856.4823287466857, reward_pressure: 0.0
Processed Iteration 1550,episodic return 3893.3132714736194, reward_pressure: 0.0
Processed Iteration 1600,episodic return 3888.9015406424205, reward_pressure: 0.0
Processed Iteration 1650,episodic return 3941.1675216825806, reward_pressure: 0.0
Processed Iteration 1700,episodic return 4005.539770685864, reward_pressure: 0.0
Processed Iteration 1750,episodic return 3937.4500514138613, reward_pressure: 0.0
Processed Iteration 1800,episodic return 3990.649510177442, reward_pressure: 0.0
Processed Iteration 1850,episodic return 3885.0909593511183, reward_pressure: 0.0
Processed Iteration 1900,episodic return 4044.0591147402047, reward_pressure: 0.0
Processed Iteration 1950,episodic return 4040.6281843506717, reward_pressure: 0.0
Processed Iteration 2000,episodic return 4050.9158513234893, reward_pressure: 0.0
