Processed Iteration 50,episodic return -213.42674227706354, reward_pressure: 0.0
Processed Iteration 100,episodic return 171.1845353456727, reward_pressure: 0.0
Processed Iteration 150,episodic return 697.8370336338579, reward_pressure: 0.0
Processed Iteration 200,episodic return 716.2432595061234, reward_pressure: 0.0
Processed Iteration 250,episodic return 1176.2621531385291, reward_pressure: 0.0
Processed Iteration 300,episodic return 1323.0073182481358, reward_pressure: 0.0
Processed Iteration 350,episodic return 1458.674286224767, reward_pressure: 0.0
Processed Iteration 400,episodic return 1581.0162644942643, reward_pressure: 0.0
Processed Iteration 450,episodic return 1853.5085071115502, reward_pressure: 0.0
Processed Iteration 500,episodic return 2033.3908511399866, reward_pressure: 0.0
Processed Iteration 550,episodic return 2239.183237272994, reward_pressure: 0.0
Processed Iteration 600,episodic return 2247.0111412498536, reward_pressure: 0.0
Processed Iteration 650,episodic return 2290.7457246920508, reward_pressure: 0.0
Processed Iteration 700,episodic return 2047.8100034736885, reward_pressure: 0.0
Processed Iteration 750,episodic return 2202.8130798780917, reward_pressure: 0.0
Processed Iteration 800,episodic return 2312.517322050719, reward_pressure: 0.0
Processed Iteration 850,episodic return 2320.494008636257, reward_pressure: 0.0
Processed Iteration 900,episodic return 2277.2895534937775, reward_pressure: 0.0
Processed Iteration 950,episodic return 2328.0717463502388, reward_pressure: 0.0
Processed Iteration 1000,episodic return 2224.416514152232, reward_pressure: 0.0
Processed Iteration 1050,episodic return 2181.301147463063, reward_pressure: 0.0
Processed Iteration 1100,episodic return 2318.3876513722566, reward_pressure: 0.0
Processed Iteration 1150,episodic return 2342.401958067107, reward_pressure: 0.0
Processed Iteration 1200,episodic return 2071.6151997881225, reward_pressure: 0.0
Processed Iteration 1250,episodic return 1976.1693993051244, reward_pressure: 0.0
Processed Iteration 1300,episodic return 1956.2470384888272, reward_pressure: 0.0
Processed Iteration 1350,episodic return 2044.192670375221, reward_pressure: 0.0
Processed Iteration 1400,episodic return 2110.7748039042012, reward_pressure: 0.0
Processed Iteration 1450,episodic return 2138.2546761187195, reward_pressure: 0.0
Processed Iteration 1500,episodic return 2191.0152097438563, reward_pressure: 0.0
Processed Iteration 1550,episodic return 2252.613620683635, reward_pressure: 0.0
Processed Iteration 1600,episodic return 2286.7910306635617, reward_pressure: 0.0
Processed Iteration 1650,episodic return 2070.354147758136, reward_pressure: 0.0
Processed Iteration 1700,episodic return 2266.1774418827194, reward_pressure: 0.0
Processed Iteration 1750,episodic return 1933.7911941917669, reward_pressure: 0.0
Processed Iteration 1800,episodic return 1921.3392668506742, reward_pressure: 0.0
Processed Iteration 1850,episodic return 2325.0537613891725, reward_pressure: 0.0
Processed Iteration 1900,episodic return 2298.4634187069805, reward_pressure: 0.0
Processed Iteration 1950,episodic return 2434.782729179376, reward_pressure: 0.0
Processed Iteration 2000,episodic return 2376.928537646143, reward_pressure: 0.0
