Processed Iteration 50,episodic return 10.7, reward_pressure: 0.0
Processed Iteration 100,episodic return 19.32, reward_pressure: 0.0
Processed Iteration 150,episodic return 20.12, reward_pressure: 0.0
Processed Iteration 200,episodic return 54.1, reward_pressure: 0.0
Processed Iteration 250,episodic return 57.56, reward_pressure: 0.0
Processed Iteration 300,episodic return 52.22, reward_pressure: 0.0
Processed Iteration 350,episodic return 57.98, reward_pressure: 0.0
Processed Iteration 400,episodic return 71.22, reward_pressure: 0.0
Processed Iteration 450,episodic return 71.92, reward_pressure: 0.0
Processed Iteration 500,episodic return 70.34, reward_pressure: 0.0
Processed Iteration 550,episodic return 67.9, reward_pressure: 0.0
Processed Iteration 600,episodic return 68.28, reward_pressure: 0.0
Processed Iteration 650,episodic return 65.98, reward_pressure: 0.0
Processed Iteration 700,episodic return 65.92, reward_pressure: 0.0
Processed Iteration 750,episodic return 66.16, reward_pressure: 0.0
Processed Iteration 800,episodic return 65.76, reward_pressure: 0.0
Processed Iteration 850,episodic return 64.24, reward_pressure: 0.0
Processed Iteration 900,episodic return 62.72, reward_pressure: 0.0
Processed Iteration 950,episodic return 62.6, reward_pressure: 0.0
Processed Iteration 1000,episodic return 62.22, reward_pressure: 0.0
