Processed Iteration 50,episodic return -130.35889080578417, reward_pressure: 0.0
Processed Iteration 100,episodic return 667.835271505469, reward_pressure: 0.0
Processed Iteration 150,episodic return 1537.8610815746194, reward_pressure: 0.0
Processed Iteration 200,episodic return 1838.2076509509968, reward_pressure: 0.0
Processed Iteration 250,episodic return 2199.0626512394715, reward_pressure: 0.0
Processed Iteration 300,episodic return 2289.5225868605125, reward_pressure: 0.0
Processed Iteration 350,episodic return 2351.8669387070017, reward_pressure: 0.0
Processed Iteration 400,episodic return 2363.386425555817, reward_pressure: 0.0
Processed Iteration 450,episodic return 2286.703334309993, reward_pressure: 0.0
Processed Iteration 500,episodic return 2334.956180299002, reward_pressure: 0.0
Processed Iteration 550,episodic return 2280.406802862794, reward_pressure: 0.0
Processed Iteration 600,episodic return 2391.742325637194, reward_pressure: 0.0
Processed Iteration 650,episodic return 2302.245120389531, reward_pressure: 0.0
Processed Iteration 700,episodic return 2382.3391379787486, reward_pressure: 0.0
Processed Iteration 750,episodic return 2446.6926301011504, reward_pressure: 0.0
Processed Iteration 800,episodic return 2645.28271581317, reward_pressure: 0.0
Processed Iteration 850,episodic return 2595.145272746993, reward_pressure: 0.0
Processed Iteration 900,episodic return 2359.166069560894, reward_pressure: 0.0
Processed Iteration 950,episodic return 2462.6770456075715, reward_pressure: 0.0
Processed Iteration 1000,episodic return 2231.834840552733, reward_pressure: 0.0
Processed Iteration 1050,episodic return 2125.192203308541, reward_pressure: 0.0
Processed Iteration 1100,episodic return 2176.9420763153876, reward_pressure: 0.0
Processed Iteration 1150,episodic return 2120.655646200918, reward_pressure: 0.0
Processed Iteration 1200,episodic return 2236.7237553168743, reward_pressure: 0.0
Processed Iteration 1250,episodic return 2485.670281599339, reward_pressure: 0.0
Processed Iteration 1300,episodic return 2557.163957097704, reward_pressure: 0.0
Processed Iteration 1350,episodic return 2666.904835744707, reward_pressure: 0.0
Processed Iteration 1400,episodic return 2578.415546821577, reward_pressure: 0.0
Processed Iteration 1450,episodic return 2590.218632040454, reward_pressure: 0.0
Processed Iteration 1500,episodic return 2713.857918871169, reward_pressure: 0.0
Processed Iteration 1550,episodic return 2478.7840878829784, reward_pressure: 0.0
Processed Iteration 1600,episodic return 2749.1921021858657, reward_pressure: 0.0
Processed Iteration 1650,episodic return 2713.9555519973974, reward_pressure: 0.0
Processed Iteration 1700,episodic return 2689.280672929901, reward_pressure: 0.0
Processed Iteration 1750,episodic return 2664.8828409922407, reward_pressure: 0.0
Processed Iteration 1800,episodic return 2641.9374983485804, reward_pressure: 0.0
Processed Iteration 1850,episodic return 2533.12255790564, reward_pressure: 0.0
Processed Iteration 1900,episodic return 2626.10396867781, reward_pressure: 0.0
Processed Iteration 1950,episodic return 2706.8508096060023, reward_pressure: 0.0
Processed Iteration 2000,episodic return 2631.7224977093697, reward_pressure: 0.0
