Processed Iteration 50,episodic return 55.6027525440736, reward_pressure: 0.0
Processed Iteration 100,episodic return 186.34543576271136, reward_pressure: 0.0
Processed Iteration 150,episodic return 260.8529286997512, reward_pressure: 0.0
Processed Iteration 200,episodic return 341.5910275128318, reward_pressure: 0.0
Processed Iteration 250,episodic return 342.85287392268793, reward_pressure: 0.0
Processed Iteration 300,episodic return 453.4105330229463, reward_pressure: 0.0
Processed Iteration 350,episodic return 901.5765844249238, reward_pressure: 0.0
Processed Iteration 400,episodic return 1204.0878846429503, reward_pressure: 0.0
Processed Iteration 450,episodic return 1523.3241421096764, reward_pressure: 0.0
Processed Iteration 500,episodic return 1449.4389043002175, reward_pressure: 0.0
Processed Iteration 550,episodic return 1327.9289912028771, reward_pressure: 0.0
Processed Iteration 600,episodic return 1305.2342306996466, reward_pressure: 0.0
Processed Iteration 650,episodic return 1401.7521790970038, reward_pressure: 0.0
Processed Iteration 700,episodic return 1481.0151903902067, reward_pressure: 0.0
Processed Iteration 750,episodic return 1583.3647689798092, reward_pressure: 0.0
Processed Iteration 800,episodic return 1722.609141158188, reward_pressure: 0.0
Processed Iteration 850,episodic return 1631.6014397015047, reward_pressure: 0.0
Processed Iteration 900,episodic return 1458.927128949077, reward_pressure: 0.0
Processed Iteration 950,episodic return 1368.1314890942592, reward_pressure: 0.0
Processed Iteration 1000,episodic return 1225.3912884642837, reward_pressure: 0.0
Processed Iteration 1050,episodic return 1456.7162308738086, reward_pressure: 0.0
Processed Iteration 1100,episodic return 1486.025175347554, reward_pressure: 0.0
Processed Iteration 1150,episodic return 1470.1196438219445, reward_pressure: 0.0
Processed Iteration 1200,episodic return 1527.0977213716258, reward_pressure: 0.0
Processed Iteration 1250,episodic return 1353.9734901138045, reward_pressure: 0.0
Processed Iteration 1300,episodic return 1416.520004589711, reward_pressure: 0.0
Processed Iteration 1350,episodic return 1153.9613153621774, reward_pressure: 0.0
Processed Iteration 1400,episodic return 1163.7812556793936, reward_pressure: 0.0
Processed Iteration 1450,episodic return 994.9473988303025, reward_pressure: 0.0
Processed Iteration 1500,episodic return 1136.4744380939908, reward_pressure: 0.0
Processed Iteration 1550,episodic return 790.4461982747276, reward_pressure: 0.0
Processed Iteration 1600,episodic return 679.0752889198285, reward_pressure: 0.0
Processed Iteration 1650,episodic return 766.6248540813143, reward_pressure: 0.0
Processed Iteration 1700,episodic return 959.7476553119513, reward_pressure: 0.0
Processed Iteration 1750,episodic return 1426.2839516165625, reward_pressure: 0.0
Processed Iteration 1800,episodic return 867.7026719000127, reward_pressure: 0.0
Processed Iteration 1850,episodic return 1323.76610997772, reward_pressure: 0.0
Processed Iteration 1900,episodic return 1003.0394967783322, reward_pressure: 0.0
Processed Iteration 1950,episodic return 1258.7636827424558, reward_pressure: 0.0
Processed Iteration 2000,episodic return 1444.254424627157, reward_pressure: 0.0
Processed Iteration 2050,episodic return 1463.7360054910127, reward_pressure: 0.0
Processed Iteration 2100,episodic return 1628.0397654137719, reward_pressure: 0.0
Processed Iteration 2150,episodic return 1648.7203269138945, reward_pressure: 0.0
Processed Iteration 2200,episodic return 1565.5488576730845, reward_pressure: 0.0
Processed Iteration 2250,episodic return 1560.4717429484995, reward_pressure: 0.0
Processed Iteration 2300,episodic return 1673.705674783774, reward_pressure: 0.0
Processed Iteration 2350,episodic return 1717.606865436633, reward_pressure: 0.0
Processed Iteration 2400,episodic return 1771.4694140087063, reward_pressure: 0.0
Processed Iteration 2450,episodic return 1887.5758065924501, reward_pressure: 0.0
Processed Iteration 2500,episodic return 1948.4867701411213, reward_pressure: 0.0
Processed Iteration 2550,episodic return 2135.7064051227267, reward_pressure: 0.0
Processed Iteration 2600,episodic return 2097.0977387293738, reward_pressure: 0.0
Processed Iteration 2650,episodic return 2443.177670776576, reward_pressure: 0.0
Processed Iteration 2700,episodic return 2370.4572285559334, reward_pressure: 0.0
Processed Iteration 2750,episodic return 2449.6307179239902, reward_pressure: 0.0
Processed Iteration 2800,episodic return 2523.512329254454, reward_pressure: 0.0
Processed Iteration 2850,episodic return 2580.434384749685, reward_pressure: 0.0
Processed Iteration 2900,episodic return 2407.058847566193, reward_pressure: 0.0
Processed Iteration 2950,episodic return 2477.2750355785183, reward_pressure: 0.0
Processed Iteration 3000,episodic return 1273.1813611201128, reward_pressure: 0.0
