Processed Iteration 50,episodic return 59.700915287789904, reward_pressure: 0.0
Processed Iteration 100,episodic return 63.92272655365218, reward_pressure: 0.0
Processed Iteration 150,episodic return 50.796180676831426, reward_pressure: 0.0
Processed Iteration 200,episodic return 51.63948285543866, reward_pressure: 0.0
Processed Iteration 250,episodic return 51.085846684147185, reward_pressure: 0.0
Processed Iteration 300,episodic return 57.407817460731955, reward_pressure: 0.0
Processed Iteration 350,episodic return 54.77615607021822, reward_pressure: 0.0
Processed Iteration 400,episodic return 49.47143009647691, reward_pressure: 0.0
Processed Iteration 450,episodic return 50.168728738900015, reward_pressure: 0.0
Processed Iteration 500,episodic return 48.88734349387585, reward_pressure: 0.0
Processed Iteration 550,episodic return 50.75838374817421, reward_pressure: 0.0
Processed Iteration 600,episodic return 52.0294808149938, reward_pressure: 0.0
Processed Iteration 650,episodic return 52.591035623060996, reward_pressure: 0.0
Processed Iteration 700,episodic return 55.11044701875895, reward_pressure: 0.0
Processed Iteration 750,episodic return 56.687877552184815, reward_pressure: 0.0
Processed Iteration 800,episodic return 53.913636030591135, reward_pressure: 0.0
Processed Iteration 850,episodic return 50.93730411740773, reward_pressure: 0.0
Processed Iteration 900,episodic return 51.39258506728808, reward_pressure: 0.0
Processed Iteration 950,episodic return 51.32293019371189, reward_pressure: 0.0
Processed Iteration 1000,episodic return 53.83489341777957, reward_pressure: 0.0
Processed Iteration 1050,episodic return 58.70724569751562, reward_pressure: 0.0
Processed Iteration 1100,episodic return 60.194948671184505, reward_pressure: 0.0
Processed Iteration 1150,episodic return 96.6100490377772, reward_pressure: 0.0
Processed Iteration 1200,episodic return 202.96663588828687, reward_pressure: 0.0
Processed Iteration 1250,episodic return 222.7072192663544, reward_pressure: 0.0
Processed Iteration 1300,episodic return 230.29979800118417, reward_pressure: 0.0
Processed Iteration 1350,episodic return 257.17405693553167, reward_pressure: 0.0
Processed Iteration 1400,episodic return 304.57955149096176, reward_pressure: 0.0
Processed Iteration 1450,episodic return 317.8142981296614, reward_pressure: 0.0
Processed Iteration 1500,episodic return 414.55592389415193, reward_pressure: 0.0
Processed Iteration 1550,episodic return 466.86430695465424, reward_pressure: 0.0
Processed Iteration 1600,episodic return 407.11792486695776, reward_pressure: 0.0
Processed Iteration 1650,episodic return 433.384023537362, reward_pressure: 0.0
Processed Iteration 1700,episodic return 497.17577348937493, reward_pressure: 0.0
Processed Iteration 1750,episodic return 447.28336932718537, reward_pressure: 0.0
Processed Iteration 1800,episodic return 458.2088127283901, reward_pressure: 0.0
Processed Iteration 1850,episodic return 589.375481466472, reward_pressure: 0.0
Processed Iteration 1900,episodic return 398.88434229228136, reward_pressure: 0.0
Processed Iteration 1950,episodic return 449.70002338628836, reward_pressure: 0.0
Processed Iteration 2000,episodic return 411.19402777432094, reward_pressure: 0.0
