Processed Iteration 50,episodic return -158.44198759661631, reward_pressure: 0.0
Processed Iteration 100,episodic return 442.42339878375424, reward_pressure: 0.0
Processed Iteration 150,episodic return 1061.1687370018458, reward_pressure: 0.0
Processed Iteration 200,episodic return 1546.1064463370758, reward_pressure: 0.0
Processed Iteration 250,episodic return 1963.2229822186946, reward_pressure: 0.0
Processed Iteration 300,episodic return 2393.874075892154, reward_pressure: 0.0
Processed Iteration 350,episodic return 2604.4677165331495, reward_pressure: 0.0
Processed Iteration 400,episodic return 2916.896004896569, reward_pressure: 0.0
Processed Iteration 450,episodic return 3074.9843371638, reward_pressure: 0.0
Processed Iteration 500,episodic return 3101.620626256743, reward_pressure: 0.0
Processed Iteration 550,episodic return 3226.8147431588486, reward_pressure: 0.0
Processed Iteration 600,episodic return 3044.746867057635, reward_pressure: 0.0
Processed Iteration 650,episodic return 3023.6725358687127, reward_pressure: 0.0
Processed Iteration 700,episodic return 3098.6048682596966, reward_pressure: 0.0
Processed Iteration 750,episodic return 3160.089269119177, reward_pressure: 0.0
Processed Iteration 800,episodic return 3341.8594469449536, reward_pressure: 0.0
Processed Iteration 850,episodic return 3346.9690672195807, reward_pressure: 0.0
Processed Iteration 900,episodic return 3446.1095241043063, reward_pressure: 0.0
Processed Iteration 950,episodic return 3423.937061611426, reward_pressure: 0.0
Processed Iteration 1000,episodic return 3460.2906157197945, reward_pressure: 0.0
Processed Iteration 1050,episodic return 3348.8436461876163, reward_pressure: 0.0
Processed Iteration 1100,episodic return 3399.3197608932237, reward_pressure: 0.0
Processed Iteration 1150,episodic return 3335.0381649071396, reward_pressure: 0.0
Processed Iteration 1200,episodic return 3290.7466534580744, reward_pressure: 0.0
Processed Iteration 1250,episodic return 3250.18892884955, reward_pressure: 0.0
Processed Iteration 1300,episodic return 3448.023870764983, reward_pressure: 0.0
Processed Iteration 1350,episodic return 3270.942191993337, reward_pressure: 0.0
Processed Iteration 1400,episodic return 3426.9913394799228, reward_pressure: 0.0
Processed Iteration 1450,episodic return 3453.1317070856126, reward_pressure: 0.0
Processed Iteration 1500,episodic return 3407.0197091353534, reward_pressure: 0.0
Processed Iteration 1550,episodic return 3528.2482482332184, reward_pressure: 0.0
Processed Iteration 1600,episodic return 3478.586096536687, reward_pressure: 0.0
Processed Iteration 1650,episodic return 3467.1145917522895, reward_pressure: 0.0
Processed Iteration 1700,episodic return 3304.0344185140166, reward_pressure: 0.0
Processed Iteration 1750,episodic return 3419.003276351819, reward_pressure: 0.0
Processed Iteration 1800,episodic return 3418.3860022481385, reward_pressure: 0.0
Processed Iteration 1850,episodic return 3390.1991779400955, reward_pressure: 0.0
Processed Iteration 1900,episodic return 3308.964663410713, reward_pressure: 0.0
Processed Iteration 1950,episodic return 3290.9326552333882, reward_pressure: 0.0
Processed Iteration 2000,episodic return 3211.7464327637786, reward_pressure: 0.0
