Processed Iteration 50,episodic return 31.88412794422233, reward_pressure: 0.0
Processed Iteration 100,episodic return 196.72437915252496, reward_pressure: 0.0
Processed Iteration 150,episodic return 341.7056683914406, reward_pressure: 0.0
Processed Iteration 200,episodic return 412.6150329116701, reward_pressure: 0.0
Processed Iteration 250,episodic return 501.196610728939, reward_pressure: 0.0
Processed Iteration 300,episodic return 505.7435904496152, reward_pressure: 0.0
Processed Iteration 350,episodic return 703.4951663538518, reward_pressure: 0.0
Processed Iteration 400,episodic return 733.7471235455132, reward_pressure: 0.0
Processed Iteration 450,episodic return 915.0128049839437, reward_pressure: 0.0
Processed Iteration 500,episodic return 1250.0912741945526, reward_pressure: 0.0
Processed Iteration 550,episodic return 1423.3797657320083, reward_pressure: 0.0
Processed Iteration 600,episodic return 1344.4978925116882, reward_pressure: 0.0
Processed Iteration 650,episodic return 1616.433753445633, reward_pressure: 0.0
Processed Iteration 700,episodic return 1875.0277823606457, reward_pressure: 0.0
Processed Iteration 750,episodic return 1629.5480914584757, reward_pressure: 0.0
Processed Iteration 800,episodic return 1646.8868834600996, reward_pressure: 0.0
Processed Iteration 850,episodic return 1881.5772658157193, reward_pressure: 0.0
Processed Iteration 900,episodic return 1747.8743156591333, reward_pressure: 0.0
Processed Iteration 950,episodic return 1833.297995142525, reward_pressure: 0.0
Processed Iteration 1000,episodic return 1409.2143827690325, reward_pressure: 0.0
Processed Iteration 1050,episodic return 1853.7553084871563, reward_pressure: 0.0
Processed Iteration 1100,episodic return 1286.1753822031244, reward_pressure: 0.0
Processed Iteration 1150,episodic return 1205.4120652135646, reward_pressure: 0.0
Processed Iteration 1200,episodic return 1227.261190539559, reward_pressure: 0.0
Processed Iteration 1250,episodic return 1006.7713618366621, reward_pressure: 0.0
Processed Iteration 1300,episodic return 1322.5158969946733, reward_pressure: 0.0
Processed Iteration 1350,episodic return 982.5150809933548, reward_pressure: 0.0
Processed Iteration 1400,episodic return 910.354848400629, reward_pressure: 0.0
Processed Iteration 1450,episodic return 1274.9464858983447, reward_pressure: 0.0
Processed Iteration 1500,episodic return 1694.1684563800306, reward_pressure: 0.0
Processed Iteration 1550,episodic return 1473.1014241785576, reward_pressure: 0.0
Processed Iteration 1600,episodic return 1516.2194515912895, reward_pressure: 0.0
Processed Iteration 1650,episodic return 1816.5900244040738, reward_pressure: 0.0
Processed Iteration 1700,episodic return 1856.2503242501937, reward_pressure: 0.0
Processed Iteration 1750,episodic return 2088.7737403839405, reward_pressure: 0.0
Processed Iteration 1800,episodic return 2078.676048603355, reward_pressure: 0.0
Processed Iteration 1850,episodic return 2119.4541358341635, reward_pressure: 0.0
Processed Iteration 1900,episodic return 1820.6095660997016, reward_pressure: 0.0
Processed Iteration 1950,episodic return 1954.3582637062736, reward_pressure: 0.0
Processed Iteration 2000,episodic return 2027.922214492037, reward_pressure: 0.0
Processed Iteration 2050,episodic return 2081.8254196621187, reward_pressure: 0.0
Processed Iteration 2100,episodic return 1852.1368185364463, reward_pressure: 0.0
Processed Iteration 2150,episodic return 2083.686922481624, reward_pressure: 0.0
Processed Iteration 2200,episodic return 2110.6816754667834, reward_pressure: 0.0
Processed Iteration 2250,episodic return 2019.2364857198586, reward_pressure: 0.0
Processed Iteration 2300,episodic return 1945.1280151465949, reward_pressure: 0.0
Processed Iteration 2350,episodic return 1875.148345265884, reward_pressure: 0.0
Processed Iteration 2400,episodic return 2078.972554086807, reward_pressure: 0.0
Processed Iteration 2450,episodic return 2173.5013952410727, reward_pressure: 0.0
Processed Iteration 2500,episodic return 2265.454191449412, reward_pressure: 0.0
Processed Iteration 2550,episodic return 2125.8234586110866, reward_pressure: 0.0
Processed Iteration 2600,episodic return 2123.236098831344, reward_pressure: 0.0
Processed Iteration 2650,episodic return 2145.3550259506687, reward_pressure: 0.0
Processed Iteration 2700,episodic return 2095.3100220113233, reward_pressure: 0.0
Processed Iteration 2750,episodic return 2101.6463758523296, reward_pressure: 0.0
Processed Iteration 2800,episodic return 2123.563128225483, reward_pressure: 0.0
Processed Iteration 2850,episodic return 2174.107398454208, reward_pressure: 0.0
Processed Iteration 2900,episodic return 2142.453308383429, reward_pressure: 0.0
Processed Iteration 2950,episodic return 2206.209502718306, reward_pressure: 0.0
Processed Iteration 3000,episodic return 2190.175708072506, reward_pressure: 0.0
