Processed Iteration 50,episodic return -187.08694288404163, reward_pressure: 0.0
Processed Iteration 100,episodic return 545.6328652844953, reward_pressure: 0.0
Processed Iteration 150,episodic return 1369.8991405605498, reward_pressure: 0.0
Processed Iteration 200,episodic return 1772.1606936216244, reward_pressure: 0.0
Processed Iteration 250,episodic return 2559.9160339338096, reward_pressure: 0.0
Processed Iteration 300,episodic return 2837.7574504632316, reward_pressure: 0.0
Processed Iteration 350,episodic return 2646.324878425063, reward_pressure: 0.0
Processed Iteration 400,episodic return 3519.2058333827567, reward_pressure: 0.0
Processed Iteration 450,episodic return 4118.611351703592, reward_pressure: 0.0
Processed Iteration 500,episodic return 4050.6789125029063, reward_pressure: 0.0
Processed Iteration 550,episodic return 3986.4741278732445, reward_pressure: 0.0
Processed Iteration 600,episodic return 4152.021682633408, reward_pressure: 0.0
Processed Iteration 650,episodic return 4554.148952482528, reward_pressure: 0.0
Processed Iteration 700,episodic return 4511.418025046851, reward_pressure: 0.0
Processed Iteration 750,episodic return 4647.133228342983, reward_pressure: 0.0
Processed Iteration 800,episodic return 4537.832982946033, reward_pressure: 0.0
Processed Iteration 850,episodic return 4567.751297729102, reward_pressure: 0.0
Processed Iteration 900,episodic return 4521.761345916697, reward_pressure: 0.0
Processed Iteration 950,episodic return 4573.720173379734, reward_pressure: 0.0
Processed Iteration 1000,episodic return 4465.499754978538, reward_pressure: 0.0
Processed Iteration 1050,episodic return 4474.457458895521, reward_pressure: 0.0
Processed Iteration 1100,episodic return 4366.4810547335355, reward_pressure: 0.0
Processed Iteration 1150,episodic return 4560.550360689708, reward_pressure: 0.0
Processed Iteration 1200,episodic return 4489.025003542906, reward_pressure: 0.0
Processed Iteration 1250,episodic return 4406.2013245523995, reward_pressure: 0.0
Processed Iteration 1300,episodic return 4295.351712031072, reward_pressure: 0.0
Processed Iteration 1350,episodic return 4569.1753751110045, reward_pressure: 0.0
Processed Iteration 1400,episodic return 4584.439559523512, reward_pressure: 0.0
Processed Iteration 1450,episodic return 4638.991111135748, reward_pressure: 0.0
Processed Iteration 1500,episodic return 4653.572136095074, reward_pressure: 0.0
Processed Iteration 1550,episodic return 4421.026271272634, reward_pressure: 0.0
Processed Iteration 1600,episodic return 4575.738488387165, reward_pressure: 0.0
Processed Iteration 1650,episodic return 4416.050826432925, reward_pressure: 0.0
Processed Iteration 1700,episodic return 4670.12607376473, reward_pressure: 0.0
Processed Iteration 1750,episodic return 4525.317138585406, reward_pressure: 0.0
Processed Iteration 1800,episodic return 4202.4559947175885, reward_pressure: 0.0
Processed Iteration 1850,episodic return 4530.149364195769, reward_pressure: 0.0
Processed Iteration 1900,episodic return 4492.839630191979, reward_pressure: 0.0
Processed Iteration 1950,episodic return 4286.307271496866, reward_pressure: 0.0
Processed Iteration 2000,episodic return 4469.3465518387775, reward_pressure: 0.0
