Processed Iteration 50,episodic return 10.142380317872679, reward_pressure: 0.0
Processed Iteration 100,episodic return 6.065494705699203, reward_pressure: 0.0
Processed Iteration 150,episodic return 1.704660981427625, reward_pressure: 0.0
Processed Iteration 200,episodic return 3.5015473112179283, reward_pressure: 0.0
Processed Iteration 250,episodic return 9.345373291532422, reward_pressure: 0.0
Processed Iteration 300,episodic return 9.944257527397216, reward_pressure: 0.0
Processed Iteration 350,episodic return 192.5428533445069, reward_pressure: 0.0
Processed Iteration 400,episodic return 359.56708252535753, reward_pressure: 0.0
Processed Iteration 450,episodic return 372.7173907318087, reward_pressure: 0.0
Processed Iteration 500,episodic return 418.57076712032415, reward_pressure: 0.0
Processed Iteration 550,episodic return 712.7147390878912, reward_pressure: 0.0
Processed Iteration 600,episodic return 966.7856391140334, reward_pressure: 0.0
Processed Iteration 650,episodic return 1229.784168077063, reward_pressure: 0.0
Processed Iteration 700,episodic return 1565.8393328670606, reward_pressure: 0.0
Processed Iteration 750,episodic return 1674.325790768293, reward_pressure: 0.0
Processed Iteration 800,episodic return 1551.7254288881295, reward_pressure: 0.0
Processed Iteration 850,episodic return 1658.7854789505773, reward_pressure: 0.0
Processed Iteration 900,episodic return 1639.3446644405071, reward_pressure: 0.0
Processed Iteration 950,episodic return 1583.5684376821062, reward_pressure: 0.0
Processed Iteration 1000,episodic return 1699.5201587326246, reward_pressure: 0.0
Processed Iteration 1050,episodic return 1730.2097792549146, reward_pressure: 0.0
Processed Iteration 1100,episodic return 1670.2173668207884, reward_pressure: 0.0
Processed Iteration 1150,episodic return 1750.4812157932383, reward_pressure: 0.0
Processed Iteration 1200,episodic return 1561.0044338522462, reward_pressure: 0.0
Processed Iteration 1250,episodic return 1890.7577964937386, reward_pressure: 0.0
Processed Iteration 1300,episodic return 2121.2475900523696, reward_pressure: 0.0
Processed Iteration 1350,episodic return 2160.19543433165, reward_pressure: 0.0
Processed Iteration 1400,episodic return 1953.3010201722918, reward_pressure: 0.0
Processed Iteration 1450,episodic return 2100.8684277221123, reward_pressure: 0.0
Processed Iteration 1500,episodic return 1973.1127865313258, reward_pressure: 0.0
Processed Iteration 1550,episodic return 1881.9539642606667, reward_pressure: 0.0
Processed Iteration 1600,episodic return 1746.5512930159343, reward_pressure: 0.0
Processed Iteration 1650,episodic return 1059.9576199171327, reward_pressure: 0.0
Processed Iteration 1700,episodic return 1245.556217031285, reward_pressure: 0.0
Processed Iteration 1750,episodic return 1279.4769409130133, reward_pressure: 0.0
Processed Iteration 1800,episodic return 1439.7950424253002, reward_pressure: 0.0
Processed Iteration 1850,episodic return 1251.0227047335843, reward_pressure: 0.0
Processed Iteration 1900,episodic return 1185.5023243835892, reward_pressure: 0.0
Processed Iteration 1950,episodic return 943.4190560669107, reward_pressure: 0.0
Processed Iteration 2000,episodic return 1154.1987569044659, reward_pressure: 0.0
Processed Iteration 2050,episodic return 1512.096752836782, reward_pressure: 0.0
Processed Iteration 2100,episodic return 1695.8949720494847, reward_pressure: 0.0
Processed Iteration 2150,episodic return 1711.8252348202795, reward_pressure: 0.0
Processed Iteration 2200,episodic return 1420.678730079786, reward_pressure: 0.0
Processed Iteration 2250,episodic return 1712.9600626546026, reward_pressure: 0.0
Processed Iteration 2300,episodic return 1828.384588032421, reward_pressure: 0.0
Processed Iteration 2350,episodic return 1926.5504466862958, reward_pressure: 0.0
Processed Iteration 2400,episodic return 1893.639477295643, reward_pressure: 0.0
Processed Iteration 2450,episodic return 1902.5190227482415, reward_pressure: 0.0
Processed Iteration 2500,episodic return 1959.3942856889228, reward_pressure: 0.0
Processed Iteration 2550,episodic return 1810.7593150536804, reward_pressure: 0.0
Processed Iteration 2600,episodic return 1690.9400235724968, reward_pressure: 0.0
Processed Iteration 2650,episodic return 1341.3470346935223, reward_pressure: 0.0
Processed Iteration 2700,episodic return 1484.2362625160467, reward_pressure: 0.0
Processed Iteration 2750,episodic return 1384.5567651509564, reward_pressure: 0.0
Processed Iteration 2800,episodic return 1526.711375795517, reward_pressure: 0.0
Processed Iteration 2850,episodic return 1320.4006735209573, reward_pressure: 0.0
Processed Iteration 2900,episodic return 1428.649566006854, reward_pressure: 0.0
Processed Iteration 2950,episodic return 1501.2140966991253, reward_pressure: 0.0
Processed Iteration 3000,episodic return 1529.3292365300981, reward_pressure: 0.0
