Processed Iteration 50,episodic return 43.42576336105902, reward_pressure: 0.0
Processed Iteration 100,episodic return 31.618678792941655, reward_pressure: 0.0
Processed Iteration 150,episodic return 27.278843486467196, reward_pressure: 0.0
Processed Iteration 200,episodic return 27.779109661878508, reward_pressure: 0.0
Processed Iteration 250,episodic return 30.19792094514313, reward_pressure: 0.0
Processed Iteration 300,episodic return 38.050844892974766, reward_pressure: 0.0
Processed Iteration 350,episodic return 50.81477897373888, reward_pressure: 0.0
Processed Iteration 400,episodic return 32.134125250780386, reward_pressure: 0.0
Processed Iteration 450,episodic return 40.244538655823, reward_pressure: 0.0
Processed Iteration 500,episodic return 38.800937595555126, reward_pressure: 0.0
Processed Iteration 550,episodic return 29.615485203899834, reward_pressure: 0.0
Processed Iteration 600,episodic return 27.286840431589194, reward_pressure: 0.0
Processed Iteration 650,episodic return 28.418772976716514, reward_pressure: 0.0
Processed Iteration 700,episodic return 31.96502137640599, reward_pressure: 0.0
Processed Iteration 750,episodic return 99.33446322035351, reward_pressure: 0.0
Processed Iteration 800,episodic return 120.84604314480839, reward_pressure: 0.0
Processed Iteration 850,episodic return 110.66445119327936, reward_pressure: 0.0
Processed Iteration 900,episodic return 105.38536783321302, reward_pressure: 0.0
Processed Iteration 950,episodic return 120.73862805414947, reward_pressure: 0.0
Processed Iteration 1000,episodic return 107.60501783801438, reward_pressure: 0.0
Processed Iteration 1050,episodic return 127.86913615440471, reward_pressure: 0.0
Processed Iteration 1100,episodic return 117.22139672957955, reward_pressure: 0.0
Processed Iteration 1150,episodic return 125.98996503954035, reward_pressure: 0.0
Processed Iteration 1200,episodic return 124.9100693883405, reward_pressure: 0.0
Processed Iteration 1250,episodic return 114.04232863525885, reward_pressure: 0.0
Processed Iteration 1300,episodic return 116.74353024687514, reward_pressure: 0.0
Processed Iteration 1350,episodic return 121.50378551836249, reward_pressure: 0.0
Processed Iteration 1400,episodic return 123.18355604596537, reward_pressure: 0.0
Processed Iteration 1450,episodic return 126.25627138778793, reward_pressure: 0.0
Processed Iteration 1500,episodic return 130.41411619173812, reward_pressure: 0.0
Processed Iteration 1550,episodic return 154.21815905435673, reward_pressure: 0.0
Processed Iteration 1600,episodic return 151.0087078049208, reward_pressure: 0.0
Processed Iteration 1650,episodic return 162.05740033690122, reward_pressure: 0.0
Processed Iteration 1700,episodic return 165.1579131776124, reward_pressure: 0.0
Processed Iteration 1750,episodic return 178.59357031202117, reward_pressure: 0.0
Processed Iteration 1800,episodic return 183.32888202697058, reward_pressure: 0.0
Processed Iteration 1850,episodic return 190.35877149937113, reward_pressure: 0.0
Processed Iteration 1900,episodic return 184.1230717282973, reward_pressure: 0.0
Processed Iteration 1950,episodic return 199.86688555777542, reward_pressure: 0.0
Processed Iteration 2000,episodic return 231.85862271839522, reward_pressure: 0.0
