Processed Iteration 50,episodic return -154.67523190710455, reward_pressure: 0.0
Processed Iteration 100,episodic return 872.2955910267783, reward_pressure: 0.0
Processed Iteration 150,episodic return 1668.135394162894, reward_pressure: 0.0
Processed Iteration 200,episodic return 2102.201873180543, reward_pressure: 0.0
Processed Iteration 250,episodic return 2160.5522992055476, reward_pressure: 0.0
Processed Iteration 300,episodic return 2212.0763931607244, reward_pressure: 0.0
Processed Iteration 350,episodic return 2265.8317646976907, reward_pressure: 0.0
Processed Iteration 400,episodic return 2213.6212588804196, reward_pressure: 0.0
Processed Iteration 450,episodic return 2357.1831607106587, reward_pressure: 0.0
Processed Iteration 500,episodic return 2423.773391211021, reward_pressure: 0.0
Processed Iteration 550,episodic return 2470.5523336537462, reward_pressure: 0.0
Processed Iteration 600,episodic return 2533.193497472598, reward_pressure: 0.0
Processed Iteration 650,episodic return 2627.6899091994815, reward_pressure: 0.0
Processed Iteration 700,episodic return 2520.12384396382, reward_pressure: 0.0
Processed Iteration 750,episodic return 2539.349678543707, reward_pressure: 0.0
Processed Iteration 800,episodic return 2633.1074812637085, reward_pressure: 0.0
Processed Iteration 850,episodic return 2629.214043096762, reward_pressure: 0.0
Processed Iteration 900,episodic return 2673.230413275253, reward_pressure: 0.0
Processed Iteration 950,episodic return 2533.3284857134477, reward_pressure: 0.0
Processed Iteration 1000,episodic return 2399.4327291381514, reward_pressure: 0.0
Processed Iteration 1050,episodic return 2323.9550132157137, reward_pressure: 0.0
Processed Iteration 1100,episodic return 2392.264620471684, reward_pressure: 0.0
Processed Iteration 1150,episodic return 2308.590589840819, reward_pressure: 0.0
Processed Iteration 1200,episodic return 2413.8725346904157, reward_pressure: 0.0
Processed Iteration 1250,episodic return 2614.106520462758, reward_pressure: 0.0
Processed Iteration 1300,episodic return 2563.5489979059125, reward_pressure: 0.0
Processed Iteration 1350,episodic return 2525.4393780452065, reward_pressure: 0.0
Processed Iteration 1400,episodic return 2563.613684642304, reward_pressure: 0.0
Processed Iteration 1450,episodic return 2478.463007603401, reward_pressure: 0.0
Processed Iteration 1500,episodic return 2489.5007261117034, reward_pressure: 0.0
Processed Iteration 1550,episodic return 2372.2214234519774, reward_pressure: 0.0
Processed Iteration 1600,episodic return 2363.692370505078, reward_pressure: 0.0
Processed Iteration 1650,episodic return 2222.141005845277, reward_pressure: 0.0
Processed Iteration 1700,episodic return 2189.4112444795346, reward_pressure: 0.0
Processed Iteration 1750,episodic return 2431.3210228626367, reward_pressure: 0.0
Processed Iteration 1800,episodic return 2542.0306617999927, reward_pressure: 0.0
Processed Iteration 1850,episodic return 2473.826130570784, reward_pressure: 0.0
Processed Iteration 1900,episodic return 2374.244213015526, reward_pressure: 0.0
Processed Iteration 1950,episodic return 2378.751055566234, reward_pressure: 0.0
Processed Iteration 2000,episodic return 2444.7276988975764, reward_pressure: 0.0
