Processed Iteration 50,episodic return -40.218977693029004, reward_pressure: 0.0
Processed Iteration 100,episodic return 628.8533239956716, reward_pressure: 0.0
Processed Iteration 150,episodic return 1329.2850796981077, reward_pressure: 0.0
Processed Iteration 200,episodic return 1727.7436615131983, reward_pressure: 0.0
Processed Iteration 250,episodic return 2151.4205930747203, reward_pressure: 0.0
Processed Iteration 300,episodic return 2221.7174937546397, reward_pressure: 0.0
Processed Iteration 350,episodic return 2389.498722897416, reward_pressure: 0.0
Processed Iteration 400,episodic return 2346.317548278659, reward_pressure: 0.0
Processed Iteration 450,episodic return 2379.881796631523, reward_pressure: 0.0
Processed Iteration 500,episodic return 2403.3356154366506, reward_pressure: 0.0
Processed Iteration 550,episodic return 2418.9654540622614, reward_pressure: 0.0
Processed Iteration 600,episodic return 2332.796818908843, reward_pressure: 0.0
Processed Iteration 650,episodic return 2344.7348067812522, reward_pressure: 0.0
Processed Iteration 700,episodic return 2343.862456858449, reward_pressure: 0.0
Processed Iteration 750,episodic return 2257.3562406120323, reward_pressure: 0.0
Processed Iteration 800,episodic return 2452.2129330159028, reward_pressure: 0.0
Processed Iteration 850,episodic return 2458.483870353111, reward_pressure: 0.0
Processed Iteration 900,episodic return 2712.411895975548, reward_pressure: 0.0
Processed Iteration 950,episodic return 2780.1678422786076, reward_pressure: 0.0
Processed Iteration 1000,episodic return 2838.05713777647, reward_pressure: 0.0
Processed Iteration 1050,episodic return 2906.4897741485347, reward_pressure: 0.0
Processed Iteration 1100,episodic return 2890.7103353978837, reward_pressure: 0.0
Processed Iteration 1150,episodic return 2824.076473736333, reward_pressure: 0.0
Processed Iteration 1200,episodic return 2791.142234746966, reward_pressure: 0.0
Processed Iteration 1250,episodic return 2857.9861423309676, reward_pressure: 0.0
Processed Iteration 1300,episodic return 2881.034824608488, reward_pressure: 0.0
Processed Iteration 1350,episodic return 2810.515033311187, reward_pressure: 0.0
Processed Iteration 1400,episodic return 2868.131716517334, reward_pressure: 0.0
Processed Iteration 1450,episodic return 2674.9668103865515, reward_pressure: 0.0
Processed Iteration 1500,episodic return 2750.041757927362, reward_pressure: 0.0
Processed Iteration 1550,episodic return 2831.102181941779, reward_pressure: 0.0
Processed Iteration 1600,episodic return 2837.55250523513, reward_pressure: 0.0
Processed Iteration 1650,episodic return 2717.396344433848, reward_pressure: 0.0
Processed Iteration 1700,episodic return 2768.9830334104167, reward_pressure: 0.0
Processed Iteration 1750,episodic return 2749.9822513078716, reward_pressure: 0.0
Processed Iteration 1800,episodic return 2760.8262512826227, reward_pressure: 0.0
Processed Iteration 1850,episodic return 2770.42615138524, reward_pressure: 0.0
Processed Iteration 1900,episodic return 2809.975113394754, reward_pressure: 0.0
Processed Iteration 1950,episodic return 2752.498049656011, reward_pressure: 0.0
Processed Iteration 2000,episodic return 2757.4420977331342, reward_pressure: 0.0
