Processed Iteration 50,episodic return -169.68540719508198, reward_pressure: 0.0
Processed Iteration 100,episodic return 385.227872974271, reward_pressure: 0.0
Processed Iteration 150,episodic return 857.108746525199, reward_pressure: 0.0
Processed Iteration 200,episodic return 1351.5597300820323, reward_pressure: 0.0
Processed Iteration 250,episodic return 1884.4267088453887, reward_pressure: 0.0
Processed Iteration 300,episodic return 1974.0594886934423, reward_pressure: 0.0
Processed Iteration 350,episodic return 2160.1964563550964, reward_pressure: 0.0
Processed Iteration 400,episodic return 2415.7300636184373, reward_pressure: 0.0
Processed Iteration 450,episodic return 2339.9121420846536, reward_pressure: 0.0
Processed Iteration 500,episodic return 2459.2875376700117, reward_pressure: 0.0
Processed Iteration 550,episodic return 2414.7061967993955, reward_pressure: 0.0
Processed Iteration 600,episodic return 2584.1773339908227, reward_pressure: 0.0
Processed Iteration 650,episodic return 2645.6354966843705, reward_pressure: 0.0
Processed Iteration 700,episodic return 2533.4911709733765, reward_pressure: 0.0
Processed Iteration 750,episodic return 2598.1756557914605, reward_pressure: 0.0
Processed Iteration 800,episodic return 2650.2653925991162, reward_pressure: 0.0
Processed Iteration 850,episodic return 2684.1940134100173, reward_pressure: 0.0
Processed Iteration 900,episodic return 2680.042844263982, reward_pressure: 0.0
Processed Iteration 950,episodic return 2682.891418894974, reward_pressure: 0.0
Processed Iteration 1000,episodic return 2641.3236529967708, reward_pressure: 0.0
Processed Iteration 1050,episodic return 2679.579017271286, reward_pressure: 0.0
Processed Iteration 1100,episodic return 2693.882986987332, reward_pressure: 0.0
Processed Iteration 1150,episodic return 2737.6702966339494, reward_pressure: 0.0
Processed Iteration 1200,episodic return 2748.9818848233976, reward_pressure: 0.0
Processed Iteration 1250,episodic return 2805.809730854983, reward_pressure: 0.0
Processed Iteration 1300,episodic return 2770.412828288203, reward_pressure: 0.0
Processed Iteration 1350,episodic return 2812.3204352314374, reward_pressure: 0.0
Processed Iteration 1400,episodic return 2773.529602265479, reward_pressure: 0.0
Processed Iteration 1450,episodic return 2767.117352720109, reward_pressure: 0.0
Processed Iteration 1500,episodic return 2860.1009072571987, reward_pressure: 0.0
Processed Iteration 1550,episodic return 2742.904036735465, reward_pressure: 0.0
Processed Iteration 1600,episodic return 2789.2131410966495, reward_pressure: 0.0
Processed Iteration 1650,episodic return 2810.037271968104, reward_pressure: 0.0
Processed Iteration 1700,episodic return 2772.6117273496384, reward_pressure: 0.0
Processed Iteration 1750,episodic return 2857.435746532172, reward_pressure: 0.0
Processed Iteration 1800,episodic return 2811.057613786378, reward_pressure: 0.0
Processed Iteration 1850,episodic return 2872.997239039523, reward_pressure: 0.0
Processed Iteration 1900,episodic return 2816.8581153681207, reward_pressure: 0.0
Processed Iteration 1950,episodic return 2850.0317695379863, reward_pressure: 0.0
Processed Iteration 2000,episodic return 2773.9842914827814, reward_pressure: 0.0
