Processed Iteration 50,episodic return -61.91752849841425, reward_pressure: 0.0
Processed Iteration 100,episodic return 950.8758140118443, reward_pressure: 0.0
Processed Iteration 150,episodic return 1687.8404205008014, reward_pressure: 0.0
Processed Iteration 200,episodic return 1907.427266713761, reward_pressure: 0.0
Processed Iteration 250,episodic return 1977.233581716183, reward_pressure: 0.0
Processed Iteration 300,episodic return 2053.0081421425893, reward_pressure: 0.0
Processed Iteration 350,episodic return 2216.439276538159, reward_pressure: 0.0
Processed Iteration 400,episodic return 2446.9618542998205, reward_pressure: 0.0
Processed Iteration 450,episodic return 2470.833599898507, reward_pressure: 0.0
Processed Iteration 500,episodic return 2526.214422573737, reward_pressure: 0.0
Processed Iteration 550,episodic return 2321.669870874878, reward_pressure: 0.0
Processed Iteration 600,episodic return 2374.493177977132, reward_pressure: 0.0
Processed Iteration 650,episodic return 2360.496284485757, reward_pressure: 0.0
Processed Iteration 700,episodic return 2390.662938406269, reward_pressure: 0.0
Processed Iteration 750,episodic return 2592.696356193679, reward_pressure: 0.0
Processed Iteration 800,episodic return 2629.9022502806783, reward_pressure: 0.0
Processed Iteration 850,episodic return 2633.947298854781, reward_pressure: 0.0
Processed Iteration 900,episodic return 2659.0313287893246, reward_pressure: 0.0
Processed Iteration 950,episodic return 2821.8028373235597, reward_pressure: 0.0
Processed Iteration 1000,episodic return 2744.101933833064, reward_pressure: 0.0
Processed Iteration 1050,episodic return 2666.617000936471, reward_pressure: 0.0
Processed Iteration 1100,episodic return 2740.2089847229304, reward_pressure: 0.0
Processed Iteration 1150,episodic return 2775.723411080218, reward_pressure: 0.0
Processed Iteration 1200,episodic return 2776.510814947525, reward_pressure: 0.0
Processed Iteration 1250,episodic return 2663.1664445214356, reward_pressure: 0.0
Processed Iteration 1300,episodic return 2805.92304236671, reward_pressure: 0.0
Processed Iteration 1350,episodic return 2748.621823127662, reward_pressure: 0.0
Processed Iteration 1400,episodic return 2684.32006150582, reward_pressure: 0.0
Processed Iteration 1450,episodic return 2832.9286849643627, reward_pressure: 0.0
Processed Iteration 1500,episodic return 2824.4949292116294, reward_pressure: 0.0
Processed Iteration 1550,episodic return 2742.765527794362, reward_pressure: 0.0
Processed Iteration 1600,episodic return 2841.3994261620765, reward_pressure: 0.0
Processed Iteration 1650,episodic return 2841.708799061841, reward_pressure: 0.0
Processed Iteration 1700,episodic return 2833.4804300226588, reward_pressure: 0.0
Processed Iteration 1750,episodic return 2962.893663196773, reward_pressure: 0.0
Processed Iteration 1800,episodic return 2783.060811700487, reward_pressure: 0.0
Processed Iteration 1850,episodic return 2933.307443340082, reward_pressure: 0.0
Processed Iteration 1900,episodic return 2679.6080620338707, reward_pressure: 0.0
Processed Iteration 1950,episodic return 2664.717472960507, reward_pressure: 0.0
Processed Iteration 2000,episodic return 2581.1149845835776, reward_pressure: 0.0
