Processed Iteration 50,episodic return 83.57529792914929, reward_pressure: 0.0
Processed Iteration 100,episodic return 93.19740186904392, reward_pressure: 0.0
Processed Iteration 150,episodic return 68.5801705974839, reward_pressure: 0.0
Processed Iteration 200,episodic return 50.97201072485275, reward_pressure: 0.0
Processed Iteration 250,episodic return 47.5762739001115, reward_pressure: 0.0
Processed Iteration 300,episodic return 63.423490767890954, reward_pressure: 0.0
Processed Iteration 350,episodic return 57.22807670268131, reward_pressure: 0.0
Processed Iteration 400,episodic return 48.80841640471292, reward_pressure: 0.0
Processed Iteration 450,episodic return 39.30207559960899, reward_pressure: 0.0
Processed Iteration 500,episodic return 35.18062486935866, reward_pressure: 0.0
Processed Iteration 550,episodic return 35.635168442750384, reward_pressure: 0.0
Processed Iteration 600,episodic return 35.37021685424362, reward_pressure: 0.0
Processed Iteration 650,episodic return 35.5296364916092, reward_pressure: 0.0
Processed Iteration 700,episodic return 45.199025196581225, reward_pressure: 0.0
Processed Iteration 750,episodic return 49.270615908431736, reward_pressure: 0.0
Processed Iteration 800,episodic return 45.37101969987189, reward_pressure: 0.0
Processed Iteration 850,episodic return 42.749958476871996, reward_pressure: 0.0
Processed Iteration 900,episodic return 40.102361320863395, reward_pressure: 0.0
Processed Iteration 950,episodic return 41.14643866162147, reward_pressure: 0.0
Processed Iteration 1000,episodic return 45.36850870907787, reward_pressure: 0.0
Processed Iteration 1050,episodic return 47.33216901664641, reward_pressure: 0.0
Processed Iteration 1100,episodic return 49.85412300278566, reward_pressure: 0.0
Processed Iteration 1150,episodic return 52.23175060349725, reward_pressure: 0.0
Processed Iteration 1200,episodic return 55.68318010593702, reward_pressure: 0.0
Processed Iteration 1250,episodic return 49.931128991933804, reward_pressure: 0.0
Processed Iteration 1300,episodic return 47.63011518789429, reward_pressure: 0.0
Processed Iteration 1350,episodic return 48.143886706891735, reward_pressure: 0.0
Processed Iteration 1400,episodic return 47.45750527041957, reward_pressure: 0.0
Processed Iteration 1450,episodic return 50.5295009911314, reward_pressure: 0.0
Processed Iteration 1500,episodic return 53.10435952070065, reward_pressure: 0.0
Processed Iteration 1550,episodic return 53.08610360367061, reward_pressure: 0.0
Processed Iteration 1600,episodic return 47.48431579879996, reward_pressure: 0.0
Processed Iteration 1650,episodic return 53.87819367123699, reward_pressure: 0.0
Processed Iteration 1700,episodic return 55.99430307921033, reward_pressure: 0.0
Processed Iteration 1750,episodic return 56.481672344739316, reward_pressure: 0.0
Processed Iteration 1800,episodic return 62.20799482248568, reward_pressure: 0.0
Processed Iteration 1850,episodic return 61.74504515172817, reward_pressure: 0.0
Processed Iteration 1900,episodic return 43.898771626104974, reward_pressure: 0.0
Processed Iteration 1950,episodic return 51.33002954882036, reward_pressure: 0.0
Processed Iteration 2000,episodic return 61.196198467839906, reward_pressure: 0.0
