Processed Iteration 50,episodic return 42.184412170714765, reward_pressure: 0.0
Processed Iteration 100,episodic return 52.64239366214904, reward_pressure: 0.0
Processed Iteration 150,episodic return 196.31016515358584, reward_pressure: 0.0
Processed Iteration 200,episodic return 224.82750433134518, reward_pressure: 0.0
Processed Iteration 250,episodic return 278.19763497758777, reward_pressure: 0.0
Processed Iteration 300,episodic return 334.8962972419767, reward_pressure: 0.0
Processed Iteration 350,episodic return 355.31222376811036, reward_pressure: 0.0
Processed Iteration 400,episodic return 484.7727492455126, reward_pressure: 0.0
Processed Iteration 450,episodic return 788.4650254868748, reward_pressure: 0.0
Processed Iteration 500,episodic return 778.4332819548814, reward_pressure: 0.0
Processed Iteration 550,episodic return 723.302678630553, reward_pressure: 0.0
Processed Iteration 600,episodic return 654.5056589290787, reward_pressure: 0.0
Processed Iteration 650,episodic return 794.9055442667051, reward_pressure: 0.0
Processed Iteration 700,episodic return 777.8282427859845, reward_pressure: 0.0
Processed Iteration 750,episodic return 712.0572528699553, reward_pressure: 0.0
Processed Iteration 800,episodic return 703.33892599646, reward_pressure: 0.0
Processed Iteration 850,episodic return 940.2109279091992, reward_pressure: 0.0
Processed Iteration 900,episodic return 972.1463175315018, reward_pressure: 0.0
Processed Iteration 950,episodic return 839.5480433818514, reward_pressure: 0.0
Processed Iteration 1000,episodic return 973.3730649139782, reward_pressure: 0.0
Processed Iteration 1050,episodic return 1197.0275795321627, reward_pressure: 0.0
Processed Iteration 1100,episodic return 1271.760230659186, reward_pressure: 0.0
Processed Iteration 1150,episodic return 1513.3314604162742, reward_pressure: 0.0
Processed Iteration 1200,episodic return 1668.5358789875434, reward_pressure: 0.0
Processed Iteration 1250,episodic return 1254.747341144037, reward_pressure: 0.0
Processed Iteration 1300,episodic return 1329.7748933493258, reward_pressure: 0.0
Processed Iteration 1350,episodic return 1330.9313686290247, reward_pressure: 0.0
Processed Iteration 1400,episodic return 1686.588158595718, reward_pressure: 0.0
Processed Iteration 1450,episodic return 1828.2306562852361, reward_pressure: 0.0
Processed Iteration 1500,episodic return 1861.7795016409204, reward_pressure: 0.0
Processed Iteration 1550,episodic return 1655.2057097633303, reward_pressure: 0.0
Processed Iteration 1600,episodic return 1856.6424057411562, reward_pressure: 0.0
Processed Iteration 1650,episodic return 1666.4001701651414, reward_pressure: 0.0
Processed Iteration 1700,episodic return 1914.588893654516, reward_pressure: 0.0
Processed Iteration 1750,episodic return 1828.7584796754306, reward_pressure: 0.0
Processed Iteration 1800,episodic return 2035.3460485314438, reward_pressure: 0.0
Processed Iteration 1850,episodic return 1952.7539170544353, reward_pressure: 0.0
Processed Iteration 1900,episodic return 2024.9809649808835, reward_pressure: 0.0
Processed Iteration 1950,episodic return 2060.4501123018704, reward_pressure: 0.0
Processed Iteration 2000,episodic return 1996.7371486570964, reward_pressure: 0.0
Processed Iteration 2050,episodic return 2049.150476641027, reward_pressure: 0.0
Processed Iteration 2100,episodic return 2224.5821526586424, reward_pressure: 0.0
Processed Iteration 2150,episodic return 2068.645058182522, reward_pressure: 0.0
Processed Iteration 2200,episodic return 1868.7995290646722, reward_pressure: 0.0
Processed Iteration 2250,episodic return 1761.3353427274767, reward_pressure: 0.0
Processed Iteration 2300,episodic return 1440.0809981910043, reward_pressure: 0.0
Processed Iteration 2350,episodic return 1518.354672675601, reward_pressure: 0.0
Processed Iteration 2400,episodic return 1689.6489033595176, reward_pressure: 0.0
Processed Iteration 2450,episodic return 2178.035421060165, reward_pressure: 0.0
Processed Iteration 2500,episodic return 2150.649922725449, reward_pressure: 0.0
Processed Iteration 2550,episodic return 1850.1198983292898, reward_pressure: 0.0
Processed Iteration 2600,episodic return 2360.27329863208, reward_pressure: 0.0
Processed Iteration 2650,episodic return 2255.488507607539, reward_pressure: 0.0
Processed Iteration 2700,episodic return 1941.2311573899567, reward_pressure: 0.0
Processed Iteration 2750,episodic return 2029.547990690446, reward_pressure: 0.0
Processed Iteration 2800,episodic return 2139.167785333074, reward_pressure: 0.0
Processed Iteration 2850,episodic return 2331.590582019552, reward_pressure: 0.0
Processed Iteration 2900,episodic return 2160.8023563700904, reward_pressure: 0.0
Processed Iteration 2950,episodic return 2307.528786941204, reward_pressure: 0.0
Processed Iteration 3000,episodic return 2471.23257923611, reward_pressure: 0.0
