Processed Iteration 50,episodic return 100.36789088016535, reward_pressure: 0.0
Processed Iteration 100,episodic return 115.07633622744355, reward_pressure: 0.0
Processed Iteration 150,episodic return 131.74622900589793, reward_pressure: 0.0
Processed Iteration 200,episodic return 127.00971976006218, reward_pressure: 0.0
Processed Iteration 250,episodic return 120.90476865921127, reward_pressure: 0.0
Processed Iteration 300,episodic return 235.02909595486474, reward_pressure: 0.0
Processed Iteration 350,episodic return 292.4383374287188, reward_pressure: 0.0
Processed Iteration 400,episodic return 297.76042764579375, reward_pressure: 0.0
Processed Iteration 450,episodic return 279.77158589982065, reward_pressure: 0.0
Processed Iteration 500,episodic return 281.4815773609123, reward_pressure: 0.0
Processed Iteration 550,episodic return 278.92634371444166, reward_pressure: 0.0
Processed Iteration 600,episodic return 315.386424922564, reward_pressure: 0.0
Processed Iteration 650,episodic return 281.93652320353607, reward_pressure: 0.0
Processed Iteration 700,episodic return 271.56902631286874, reward_pressure: 0.0
Processed Iteration 750,episodic return 266.1462929510517, reward_pressure: 0.0
Processed Iteration 800,episodic return 266.83978209720283, reward_pressure: 0.0
Processed Iteration 850,episodic return 237.08391967951005, reward_pressure: 0.0
Processed Iteration 900,episodic return 218.8522452531353, reward_pressure: 0.0
Processed Iteration 950,episodic return 230.73718466792485, reward_pressure: 0.0
Processed Iteration 1000,episodic return 209.20775634627313, reward_pressure: 0.0
Processed Iteration 1050,episodic return 185.30673715858268, reward_pressure: 0.0
Processed Iteration 1100,episodic return 213.3937259135491, reward_pressure: 0.0
Processed Iteration 1150,episodic return 212.14133313822367, reward_pressure: 0.0
Processed Iteration 1200,episodic return 223.8279550145195, reward_pressure: 0.0
Processed Iteration 1250,episodic return 215.97015203388787, reward_pressure: 0.0
Processed Iteration 1300,episodic return 238.86819232712477, reward_pressure: 0.0
Processed Iteration 1350,episodic return 233.65163031997366, reward_pressure: 0.0
Processed Iteration 1400,episodic return 198.55391565314585, reward_pressure: 0.0
Processed Iteration 1450,episodic return 219.9516135041754, reward_pressure: 0.0
Processed Iteration 1500,episodic return 219.52549620221873, reward_pressure: 0.0
Processed Iteration 1550,episodic return 205.01606314224452, reward_pressure: 0.0
Processed Iteration 1600,episodic return 246.88392715950806, reward_pressure: 0.0
Processed Iteration 1650,episodic return 221.36121581794768, reward_pressure: 0.0
Processed Iteration 1700,episodic return 236.91380105128542, reward_pressure: 0.0
Processed Iteration 1750,episodic return 210.2217017728878, reward_pressure: 0.0
Processed Iteration 1800,episodic return 234.46371153087327, reward_pressure: 0.0
Processed Iteration 1850,episodic return 259.0401167602473, reward_pressure: 0.0
Processed Iteration 1900,episodic return 265.27048605657075, reward_pressure: 0.0
Processed Iteration 1950,episodic return 284.165472761962, reward_pressure: 0.0
Processed Iteration 2000,episodic return 249.75772117132436, reward_pressure: 0.0
