Processed Iteration 50,episodic return 2.5915422118132416, reward_pressure: 0.0
Processed Iteration 100,episodic return 2.748213930834743, reward_pressure: 0.0
Processed Iteration 150,episodic return 1.305480410301306, reward_pressure: 0.0
Processed Iteration 200,episodic return 42.95858440029096, reward_pressure: 0.0
Processed Iteration 250,episodic return 281.89027698657503, reward_pressure: 0.0
Processed Iteration 300,episodic return 385.7962327584553, reward_pressure: 0.0
Processed Iteration 350,episodic return 388.12140880645563, reward_pressure: 0.0
Processed Iteration 400,episodic return 450.38588949377464, reward_pressure: 0.0
Processed Iteration 450,episodic return 544.7607793881789, reward_pressure: 0.0
Processed Iteration 500,episodic return 671.2657502455893, reward_pressure: 0.0
Processed Iteration 550,episodic return 544.3174205834371, reward_pressure: 0.0
Processed Iteration 600,episodic return 835.316980346636, reward_pressure: 0.0
Processed Iteration 650,episodic return 965.2025477350211, reward_pressure: 0.0
Processed Iteration 700,episodic return 1136.056658847028, reward_pressure: 0.0
Processed Iteration 750,episodic return 1161.0035706038916, reward_pressure: 0.0
Processed Iteration 800,episodic return 1319.1033962933031, reward_pressure: 0.0
Processed Iteration 850,episodic return 1371.2806921115955, reward_pressure: 0.0
Processed Iteration 900,episodic return 1346.9855320252684, reward_pressure: 0.0
Processed Iteration 950,episodic return 1553.3327308752962, reward_pressure: 0.0
Processed Iteration 1000,episodic return 1651.9294197132272, reward_pressure: 0.0
Processed Iteration 1050,episodic return 1610.963365099521, reward_pressure: 0.0
Processed Iteration 1100,episodic return 1816.2840850945513, reward_pressure: 0.0
Processed Iteration 1150,episodic return 1901.1940161930356, reward_pressure: 0.0
Processed Iteration 1200,episodic return 2064.737625020166, reward_pressure: 0.0
Processed Iteration 1250,episodic return 2193.4571339622034, reward_pressure: 0.0
Processed Iteration 1300,episodic return 2242.279332940162, reward_pressure: 0.0
Processed Iteration 1350,episodic return 2271.2113853944597, reward_pressure: 0.0
Processed Iteration 1400,episodic return 2297.4064035828483, reward_pressure: 0.0
Processed Iteration 1450,episodic return 2332.578389435564, reward_pressure: 0.0
Processed Iteration 1500,episodic return 2331.1642767796448, reward_pressure: 0.0
Processed Iteration 1550,episodic return 2420.2376452583553, reward_pressure: 0.0
Processed Iteration 1600,episodic return 2434.434142087301, reward_pressure: 0.0
Processed Iteration 1650,episodic return 2440.7013386933263, reward_pressure: 0.0
Processed Iteration 1700,episodic return 2224.6959551241034, reward_pressure: 0.0
Processed Iteration 1750,episodic return 2343.4336179528573, reward_pressure: 0.0
Processed Iteration 1800,episodic return 2383.0529721291027, reward_pressure: 0.0
Processed Iteration 1850,episodic return 2383.1724252368613, reward_pressure: 0.0
Processed Iteration 1900,episodic return 2326.1971687607784, reward_pressure: 0.0
Processed Iteration 1950,episodic return 2386.743978696675, reward_pressure: 0.0
Processed Iteration 2000,episodic return 2263.820729880986, reward_pressure: 0.0
