Processed Iteration 50,episodic return 3.8128112900202056, reward_pressure: 0.0
Processed Iteration 100,episodic return 338.97301828148426, reward_pressure: 0.0
Processed Iteration 150,episodic return 899.5572206826786, reward_pressure: 0.0
Processed Iteration 200,episodic return 994.1582750366847, reward_pressure: 0.0
Processed Iteration 250,episodic return 956.9189209136183, reward_pressure: 0.0
Processed Iteration 300,episodic return 1056.7039653597749, reward_pressure: 0.0
Processed Iteration 350,episodic return 1084.5684632341924, reward_pressure: 0.0
Processed Iteration 400,episodic return 1253.3112373955948, reward_pressure: 0.0
Processed Iteration 450,episodic return 1334.5986862644966, reward_pressure: 0.0
Processed Iteration 500,episodic return 1367.9056111428656, reward_pressure: 0.0
Processed Iteration 550,episodic return 1429.5308352833706, reward_pressure: 0.0
Processed Iteration 600,episodic return 1417.8450136352212, reward_pressure: 0.0
Processed Iteration 650,episodic return 1325.3514646727524, reward_pressure: 0.0
Processed Iteration 700,episodic return 1369.6326802413942, reward_pressure: 0.0
Processed Iteration 750,episodic return 1468.6711504368486, reward_pressure: 0.0
Processed Iteration 800,episodic return 1378.2599251577624, reward_pressure: 0.0
Processed Iteration 850,episodic return 1443.0167820381157, reward_pressure: 0.0
Processed Iteration 900,episodic return 1392.3138818844652, reward_pressure: 0.0
Processed Iteration 950,episodic return 1397.4627757641254, reward_pressure: 0.0
Processed Iteration 1000,episodic return 1476.3677948993886, reward_pressure: 0.0
Processed Iteration 1050,episodic return 1499.0890018334112, reward_pressure: 0.0
Processed Iteration 1100,episodic return 1417.909259651431, reward_pressure: 0.0
Processed Iteration 1150,episodic return 1415.806064655527, reward_pressure: 0.0
Processed Iteration 1200,episodic return 1443.9881131384263, reward_pressure: 0.0
Processed Iteration 1250,episodic return 1348.0768699770838, reward_pressure: 0.0
Processed Iteration 1300,episodic return 1427.7050224174704, reward_pressure: 0.0
Processed Iteration 1350,episodic return 1489.6017362815985, reward_pressure: 0.0
Processed Iteration 1400,episodic return 1384.597501139495, reward_pressure: 0.0
Processed Iteration 1450,episodic return 1411.043602597641, reward_pressure: 0.0
Processed Iteration 1500,episodic return 1408.3613648809196, reward_pressure: 0.0
Processed Iteration 1550,episodic return 1428.925490639867, reward_pressure: 0.0
Processed Iteration 1600,episodic return 1446.6292142142358, reward_pressure: 0.0
Processed Iteration 1650,episodic return 1346.935727337579, reward_pressure: 0.0
Processed Iteration 1700,episodic return 1283.0497878936023, reward_pressure: 0.0
Processed Iteration 1750,episodic return 1325.1585060904983, reward_pressure: 0.0
Processed Iteration 1800,episodic return 1360.4312797798211, reward_pressure: 0.0
Processed Iteration 1850,episodic return 1441.3104686256495, reward_pressure: 0.0
Processed Iteration 1900,episodic return 1320.0208525546543, reward_pressure: 0.0
Processed Iteration 1950,episodic return 1350.8589012175853, reward_pressure: 0.0
Processed Iteration 2000,episodic return 1321.222344445207, reward_pressure: 0.0
