Processed Iteration 50,episodic return 6.221974145335228, reward_pressure: 0.0
Processed Iteration 100,episodic return 123.52546396051201, reward_pressure: 0.0
Processed Iteration 150,episodic return 442.99372967824354, reward_pressure: 0.0
Processed Iteration 200,episodic return 903.7632879007238, reward_pressure: 0.0
Processed Iteration 250,episodic return 850.3853648418557, reward_pressure: 0.0
Processed Iteration 300,episodic return 801.2674703920462, reward_pressure: 0.0
Processed Iteration 350,episodic return 997.3381710717766, reward_pressure: 0.0
Processed Iteration 400,episodic return 979.3046906328736, reward_pressure: 0.0
Processed Iteration 450,episodic return 968.6969828399546, reward_pressure: 0.0
Processed Iteration 500,episodic return 1058.9971977786488, reward_pressure: 0.0
Processed Iteration 550,episodic return 1146.3417487252282, reward_pressure: 0.0
Processed Iteration 600,episodic return 1067.0218898702071, reward_pressure: 0.0
Processed Iteration 650,episodic return 1137.0135568207606, reward_pressure: 0.0
Processed Iteration 700,episodic return 1171.9713952375723, reward_pressure: 0.0
Processed Iteration 750,episodic return 1180.5822862343002, reward_pressure: 0.0
Processed Iteration 800,episodic return 1212.1415208722976, reward_pressure: 0.0
Processed Iteration 850,episodic return 1265.6949370493649, reward_pressure: 0.0
Processed Iteration 900,episodic return 1283.2368521404878, reward_pressure: 0.0
Processed Iteration 950,episodic return 1308.9210058732115, reward_pressure: 0.0
Processed Iteration 1000,episodic return 1336.1707108245018, reward_pressure: 0.0
Processed Iteration 1050,episodic return 1244.2153636153485, reward_pressure: 0.0
Processed Iteration 1100,episodic return 1264.7773693502033, reward_pressure: 0.0
Processed Iteration 1150,episodic return 1333.937200492307, reward_pressure: 0.0
Processed Iteration 1200,episodic return 1363.2207761972832, reward_pressure: 0.0
Processed Iteration 1250,episodic return 1346.372059512472, reward_pressure: 0.0
Processed Iteration 1300,episodic return 1369.8876837719467, reward_pressure: 0.0
Processed Iteration 1350,episodic return 1366.2388047906072, reward_pressure: 0.0
Processed Iteration 1400,episodic return 1461.2827224374776, reward_pressure: 0.0
Processed Iteration 1450,episodic return 1403.1144439304667, reward_pressure: 0.0
Processed Iteration 1500,episodic return 1396.792607528508, reward_pressure: 0.0
Processed Iteration 1550,episodic return 1397.495900842671, reward_pressure: 0.0
Processed Iteration 1600,episodic return 1316.1445188723746, reward_pressure: 0.0
Processed Iteration 1650,episodic return 1324.5671349173656, reward_pressure: 0.0
Processed Iteration 1700,episodic return 1331.4341608425423, reward_pressure: 0.0
Processed Iteration 1750,episodic return 1357.9419901460892, reward_pressure: 0.0
Processed Iteration 1800,episodic return 1338.190552789042, reward_pressure: 0.0
Processed Iteration 1850,episodic return 1243.8282426527142, reward_pressure: 0.0
Processed Iteration 1900,episodic return 1337.111308067827, reward_pressure: 0.0
Processed Iteration 1950,episodic return 1332.5590260540891, reward_pressure: 0.0
Processed Iteration 2000,episodic return 1279.5833742037485, reward_pressure: 0.0
