Processed Iteration 50,episodic return 12.92, reward_pressure: 0.0
Processed Iteration 100,episodic return 19.68, reward_pressure: 0.0
Processed Iteration 150,episodic return 32.36, reward_pressure: 0.0
Processed Iteration 200,episodic return 60.82, reward_pressure: 0.0
Processed Iteration 250,episodic return 47.72, reward_pressure: 0.0
Processed Iteration 300,episodic return 47.3, reward_pressure: 0.0
Processed Iteration 350,episodic return 47.16, reward_pressure: 0.0
Processed Iteration 400,episodic return 44.68, reward_pressure: 0.0
Processed Iteration 450,episodic return 44.04, reward_pressure: 0.0
Processed Iteration 500,episodic return 44.0, reward_pressure: 0.0
Processed Iteration 550,episodic return 43.68, reward_pressure: 0.0
Processed Iteration 600,episodic return 41.3, reward_pressure: 0.0
Processed Iteration 650,episodic return 40.52, reward_pressure: 0.0
Processed Iteration 700,episodic return 40.18, reward_pressure: 0.0
Processed Iteration 750,episodic return 40.04, reward_pressure: 0.0
Processed Iteration 800,episodic return 42.08, reward_pressure: 0.0
Processed Iteration 850,episodic return 42.0, reward_pressure: 0.0
Processed Iteration 900,episodic return 40.88, reward_pressure: 0.0
Processed Iteration 950,episodic return 42.82, reward_pressure: 0.0
Processed Iteration 1000,episodic return 47.52, reward_pressure: 0.0
