Processed Iteration 50,episodic return 100.94158982751969, reward_pressure: 0.0
Processed Iteration 100,episodic return 131.03251439809327, reward_pressure: 0.0
Processed Iteration 150,episodic return 168.22829679043562, reward_pressure: 0.0
Processed Iteration 200,episodic return 209.51092891854452, reward_pressure: 0.0
Processed Iteration 250,episodic return 250.52761632276568, reward_pressure: 0.0
Processed Iteration 300,episodic return 279.4774726824424, reward_pressure: 0.0
Processed Iteration 350,episodic return 260.73156255093113, reward_pressure: 0.0
Processed Iteration 400,episodic return 276.4899805931639, reward_pressure: 0.0
Processed Iteration 450,episodic return 234.99817194145703, reward_pressure: 0.0
Processed Iteration 500,episodic return 273.1688016573617, reward_pressure: 0.0
Processed Iteration 550,episodic return 225.26426129626896, reward_pressure: 0.0
Processed Iteration 600,episodic return 250.4713529357553, reward_pressure: 0.0
Processed Iteration 650,episodic return 210.56909235514246, reward_pressure: 0.0
Processed Iteration 700,episodic return 182.94735879007203, reward_pressure: 0.0
Processed Iteration 750,episodic return 187.28207745916342, reward_pressure: 0.0
Processed Iteration 800,episodic return 195.71471978875886, reward_pressure: 0.0
Processed Iteration 850,episodic return 210.49619688536694, reward_pressure: 0.0
Processed Iteration 900,episodic return 203.15524542988624, reward_pressure: 0.0
Processed Iteration 950,episodic return 281.71178732900285, reward_pressure: 0.0
Processed Iteration 1000,episodic return 266.66402652457055, reward_pressure: 0.0
Processed Iteration 1050,episodic return 225.88923493597358, reward_pressure: 0.0
Processed Iteration 1100,episodic return 202.81043421805342, reward_pressure: 0.0
Processed Iteration 1150,episodic return 217.68969074407144, reward_pressure: 0.0
Processed Iteration 1200,episodic return 248.3291905065238, reward_pressure: 0.0
Processed Iteration 1250,episodic return 279.35772470407295, reward_pressure: 0.0
Processed Iteration 1300,episodic return 315.33057523870485, reward_pressure: 0.0
Processed Iteration 1350,episodic return 275.6960400249536, reward_pressure: 0.0
Processed Iteration 1400,episodic return 204.41917641219857, reward_pressure: 0.0
Processed Iteration 1450,episodic return 236.74215100311457, reward_pressure: 0.0
Processed Iteration 1500,episodic return 173.47016842019158, reward_pressure: 0.0
Processed Iteration 1550,episodic return 182.44676543616478, reward_pressure: 0.0
Processed Iteration 1600,episodic return 169.06104102287057, reward_pressure: 0.0
Processed Iteration 1650,episodic return 187.7230710018983, reward_pressure: 0.0
Processed Iteration 1700,episodic return 181.94153795384398, reward_pressure: 0.0
Processed Iteration 1750,episodic return 184.0196310575069, reward_pressure: 0.0
Processed Iteration 1800,episodic return 143.6557189248002, reward_pressure: 0.0
Processed Iteration 1850,episodic return 138.23102921879783, reward_pressure: 0.0
Processed Iteration 1900,episodic return 152.7461470326656, reward_pressure: 0.0
Processed Iteration 1950,episodic return 156.1107629179434, reward_pressure: 0.0
Processed Iteration 2000,episodic return 158.63859845871448, reward_pressure: 0.0
