Processed Iteration 50,episodic return 9.06, reward_pressure: 0.0
Processed Iteration 100,episodic return 14.54, reward_pressure: 0.0
Processed Iteration 150,episodic return 31.7, reward_pressure: 0.0
Processed Iteration 200,episodic return 66.8, reward_pressure: 0.0
Processed Iteration 250,episodic return 190.52, reward_pressure: 0.0
Processed Iteration 300,episodic return 133.1, reward_pressure: 0.0
Processed Iteration 350,episodic return 205.72, reward_pressure: 0.0
Processed Iteration 400,episodic return 3068.12, reward_pressure: 0.0
Processed Iteration 450,episodic return 5000.0, reward_pressure: 0.0
Processed Iteration 500,episodic return 5000.0, reward_pressure: 0.0
Processed Iteration 550,episodic return 5000.0, reward_pressure: 0.0
Processed Iteration 600,episodic return 5000.0, reward_pressure: 0.0
Processed Iteration 650,episodic return 5000.0, reward_pressure: 0.0
Processed Iteration 700,episodic return 5000.0, reward_pressure: 0.0
Processed Iteration 750,episodic return 5000.0, reward_pressure: 0.0
Processed Iteration 800,episodic return 4241.38, reward_pressure: 0.0
Processed Iteration 850,episodic return 3411.78, reward_pressure: 0.0
Processed Iteration 900,episodic return 424.82, reward_pressure: 0.0
Processed Iteration 950,episodic return 181.24, reward_pressure: 0.0
Processed Iteration 1000,episodic return 160.8, reward_pressure: 0.0
