Processed Iteration 50,episodic return -113.75685740143722, reward_pressure: 0.0
Processed Iteration 100,episodic return 526.0188192303541, reward_pressure: 0.0
Processed Iteration 150,episodic return 1488.9220383333363, reward_pressure: 0.0
Processed Iteration 200,episodic return 2915.25125164063, reward_pressure: 0.0
Processed Iteration 250,episodic return 3226.3899811022584, reward_pressure: 0.0
Processed Iteration 300,episodic return 3283.443850400561, reward_pressure: 0.0
Processed Iteration 350,episodic return 3198.993235291535, reward_pressure: 0.0
Processed Iteration 400,episodic return 3178.5624807864892, reward_pressure: 0.0
Processed Iteration 450,episodic return 3295.5904362207702, reward_pressure: 0.0
Processed Iteration 500,episodic return 3296.3225135238886, reward_pressure: 0.0
Processed Iteration 550,episodic return 3334.6259480965405, reward_pressure: 0.0
Processed Iteration 600,episodic return 3299.9325157226813, reward_pressure: 0.0
Processed Iteration 650,episodic return 3418.615169603534, reward_pressure: 0.0
Processed Iteration 700,episodic return 3431.567649557343, reward_pressure: 0.0
Processed Iteration 750,episodic return 3275.86276920288, reward_pressure: 0.0
Processed Iteration 800,episodic return 3397.5404662980245, reward_pressure: 0.0
Processed Iteration 850,episodic return 3474.3751048318636, reward_pressure: 0.0
Processed Iteration 900,episodic return 3206.154145098903, reward_pressure: 0.0
Processed Iteration 950,episodic return 3396.395352873363, reward_pressure: 0.0
Processed Iteration 1000,episodic return 3483.891524522929, reward_pressure: 0.0
Processed Iteration 1050,episodic return 3498.2338584868344, reward_pressure: 0.0
Processed Iteration 1100,episodic return 3507.829126054667, reward_pressure: 0.0
Processed Iteration 1150,episodic return 3397.3028732934154, reward_pressure: 0.0
Processed Iteration 1200,episodic return 3436.6372908054414, reward_pressure: 0.0
Processed Iteration 1250,episodic return 3417.935230340609, reward_pressure: 0.0
Processed Iteration 1300,episodic return 3415.6800180468445, reward_pressure: 0.0
Processed Iteration 1350,episodic return 3433.2820071544866, reward_pressure: 0.0
Processed Iteration 1400,episodic return 3449.824991803639, reward_pressure: 0.0
Processed Iteration 1450,episodic return 3353.780013406323, reward_pressure: 0.0
Processed Iteration 1500,episodic return 3363.009680079165, reward_pressure: 0.0
Processed Iteration 1550,episodic return 3434.79551467108, reward_pressure: 0.0
Processed Iteration 1600,episodic return 3388.1515443651456, reward_pressure: 0.0
Processed Iteration 1650,episodic return 3451.1076789017966, reward_pressure: 0.0
Processed Iteration 1700,episodic return 3452.0862257198473, reward_pressure: 0.0
Processed Iteration 1750,episodic return 3482.2717421276107, reward_pressure: 0.0
Processed Iteration 1800,episodic return 3392.808734418479, reward_pressure: 0.0
Processed Iteration 1850,episodic return 3457.4083190251067, reward_pressure: 0.0
Processed Iteration 1900,episodic return 3456.8856174852467, reward_pressure: 0.0
Processed Iteration 1950,episodic return 3427.5833648255043, reward_pressure: 0.0
Processed Iteration 2000,episodic return 3343.261648032292, reward_pressure: 0.0
