Processed Iteration 50,episodic return 7.936381415635254, reward_pressure: 0.0
Processed Iteration 100,episodic return 17.61307915954649, reward_pressure: 0.0
Processed Iteration 150,episodic return 159.82198791650552, reward_pressure: 0.0
Processed Iteration 200,episodic return 313.1579572242662, reward_pressure: 0.0
Processed Iteration 250,episodic return 354.2168646644727, reward_pressure: 0.0
Processed Iteration 300,episodic return 452.9182793689708, reward_pressure: 0.0
Processed Iteration 350,episodic return 728.1516877877709, reward_pressure: 0.0
Processed Iteration 400,episodic return 945.6414140222722, reward_pressure: 0.0
Processed Iteration 450,episodic return 1078.4806586179873, reward_pressure: 0.0
Processed Iteration 500,episodic return 946.3865978776574, reward_pressure: 0.0
Processed Iteration 550,episodic return 1054.1322345874134, reward_pressure: 0.0
Processed Iteration 600,episodic return 965.2778850250938, reward_pressure: 0.0
Processed Iteration 650,episodic return 1228.8380773676588, reward_pressure: 0.0
Processed Iteration 700,episodic return 1173.4949947041061, reward_pressure: 0.0
Processed Iteration 750,episodic return 1359.0836993196303, reward_pressure: 0.0
Processed Iteration 800,episodic return 1794.0519132874483, reward_pressure: 0.0
Processed Iteration 850,episodic return 1469.1867690375752, reward_pressure: 0.0
Processed Iteration 900,episodic return 1729.215951039997, reward_pressure: 0.0
Processed Iteration 950,episodic return 1734.1014607620084, reward_pressure: 0.0
Processed Iteration 1000,episodic return 1595.0962372733993, reward_pressure: 0.0
Processed Iteration 1050,episodic return 1776.173036700833, reward_pressure: 0.0
Processed Iteration 1100,episodic return 1847.480109782832, reward_pressure: 0.0
Processed Iteration 1150,episodic return 2184.0770562085895, reward_pressure: 0.0
Processed Iteration 1200,episodic return 2171.1759174825893, reward_pressure: 0.0
Processed Iteration 1250,episodic return 2083.8912876526474, reward_pressure: 0.0
Processed Iteration 1300,episodic return 1836.0693130046345, reward_pressure: 0.0
Processed Iteration 1350,episodic return 1456.0864415850979, reward_pressure: 0.0
Processed Iteration 1400,episodic return 1995.0774262102734, reward_pressure: 0.0
Processed Iteration 1450,episodic return 1213.1983994389723, reward_pressure: 0.0
Processed Iteration 1500,episodic return 1605.037793058052, reward_pressure: 0.0
Processed Iteration 1550,episodic return 1446.763585568931, reward_pressure: 0.0
Processed Iteration 1600,episodic return 1470.5522243923024, reward_pressure: 0.0
Processed Iteration 1650,episodic return 1663.4806536801404, reward_pressure: 0.0
Processed Iteration 1700,episodic return 1894.4956629795786, reward_pressure: 0.0
Processed Iteration 1750,episodic return 1975.2969811929956, reward_pressure: 0.0
Processed Iteration 1800,episodic return 1702.4535175835003, reward_pressure: 0.0
Processed Iteration 1850,episodic return 1896.8449346320585, reward_pressure: 0.0
Processed Iteration 1900,episodic return 2126.308310036549, reward_pressure: 0.0
Processed Iteration 1950,episodic return 2189.283492927735, reward_pressure: 0.0
Processed Iteration 2000,episodic return 2070.090002504469, reward_pressure: 0.0
Processed Iteration 2050,episodic return 2112.904471923913, reward_pressure: 0.0
Processed Iteration 2100,episodic return 2218.5806166035372, reward_pressure: 0.0
Processed Iteration 2150,episodic return 2223.2566500067114, reward_pressure: 0.0
Processed Iteration 2200,episodic return 2139.601785663018, reward_pressure: 0.0
Processed Iteration 2250,episodic return 1991.4466623658675, reward_pressure: 0.0
Processed Iteration 2300,episodic return 2032.903533994072, reward_pressure: 0.0
Processed Iteration 2350,episodic return 2135.7744951144878, reward_pressure: 0.0
Processed Iteration 2400,episodic return 2138.531215580847, reward_pressure: 0.0
Processed Iteration 2450,episodic return 2217.000905969012, reward_pressure: 0.0
Processed Iteration 2500,episodic return 2227.6161766387177, reward_pressure: 0.0
Processed Iteration 2550,episodic return 2213.5637332363444, reward_pressure: 0.0
Processed Iteration 2600,episodic return 2370.3388867896465, reward_pressure: 0.0
Processed Iteration 2650,episodic return 2373.9644689793295, reward_pressure: 0.0
Processed Iteration 2700,episodic return 2436.947950264969, reward_pressure: 0.0
Processed Iteration 2750,episodic return 2624.7294373551867, reward_pressure: 0.0
Processed Iteration 2800,episodic return 2660.1662123534875, reward_pressure: 0.0
Processed Iteration 2850,episodic return 2695.9342120015995, reward_pressure: 0.0
Processed Iteration 2900,episodic return 2584.903161455173, reward_pressure: 0.0
Processed Iteration 2950,episodic return 2572.4147727471845, reward_pressure: 0.0
Processed Iteration 3000,episodic return 2531.911470931075, reward_pressure: 0.0
