Processed Iteration 50,episodic return 11.988742492137016, reward_pressure: 0.0
Processed Iteration 100,episodic return 5.230222415222508, reward_pressure: 0.0
Processed Iteration 150,episodic return 5.017814952087911, reward_pressure: 0.0
Processed Iteration 200,episodic return 4.704761639390482, reward_pressure: 0.0
Processed Iteration 250,episodic return 4.496220136313178, reward_pressure: 0.0
Processed Iteration 300,episodic return 4.509035385106691, reward_pressure: 0.0
Processed Iteration 350,episodic return 3.9056070266335663, reward_pressure: 0.0
Processed Iteration 400,episodic return 3.3824118984762714, reward_pressure: 0.0
Processed Iteration 450,episodic return 3.225079966877804, reward_pressure: 0.0
Processed Iteration 500,episodic return 2.4181961523116207, reward_pressure: 0.0
Processed Iteration 550,episodic return 2.2687741056682986, reward_pressure: 0.0
Processed Iteration 600,episodic return 2.0973170429973913, reward_pressure: 0.0
Processed Iteration 650,episodic return 2.085111178894161, reward_pressure: 0.0
Processed Iteration 700,episodic return 2.3927801403403883, reward_pressure: 0.0
Processed Iteration 750,episodic return 2.600804976855909, reward_pressure: 0.0
Processed Iteration 800,episodic return 2.589383210440752, reward_pressure: 0.0
Processed Iteration 850,episodic return 2.3677411972515667, reward_pressure: 0.0
Processed Iteration 900,episodic return 3.013983349075756, reward_pressure: 0.0
Processed Iteration 950,episodic return 3.462735657416577, reward_pressure: 0.0
Processed Iteration 1000,episodic return 3.048339951463456, reward_pressure: 0.0
Processed Iteration 1050,episodic return 2.828165237370312, reward_pressure: 0.0
Processed Iteration 1100,episodic return 2.8955421412359943, reward_pressure: 0.0
Processed Iteration 1150,episodic return 3.4301220199260594, reward_pressure: 0.0
Processed Iteration 1200,episodic return 4.422563004788491, reward_pressure: 0.0
Processed Iteration 1250,episodic return 4.257320793148893, reward_pressure: 0.0
Processed Iteration 1300,episodic return 4.113955414736352, reward_pressure: 0.0
Processed Iteration 1350,episodic return 4.229976553589285, reward_pressure: 0.0
Processed Iteration 1400,episodic return 4.853377294067431, reward_pressure: 0.0
Processed Iteration 1450,episodic return 4.672313971665555, reward_pressure: 0.0
Processed Iteration 1500,episodic return 3.714331885858542, reward_pressure: 0.0
Processed Iteration 1550,episodic return 3.5074938872166466, reward_pressure: 0.0
Processed Iteration 1600,episodic return 3.2067534358831944, reward_pressure: 0.0
Processed Iteration 1650,episodic return 4.046925738309775, reward_pressure: 0.0
Processed Iteration 1700,episodic return 3.719341814534193, reward_pressure: 0.0
Processed Iteration 1750,episodic return 3.7023911094493216, reward_pressure: 0.0
Processed Iteration 1800,episodic return 3.0718311910023215, reward_pressure: 0.0
Processed Iteration 1850,episodic return 3.9321072304011198, reward_pressure: 0.0
Processed Iteration 1900,episodic return 3.032618931196437, reward_pressure: 0.0
Processed Iteration 1950,episodic return 3.2119998578929523, reward_pressure: 0.0
Processed Iteration 2000,episodic return 3.059615396512973, reward_pressure: 0.0
Processed Iteration 2050,episodic return 3.1398088168566365, reward_pressure: 0.0
Processed Iteration 2100,episodic return 3.1262607962590705, reward_pressure: 0.0
Processed Iteration 2150,episodic return 3.3279699598351344, reward_pressure: 0.0
Processed Iteration 2200,episodic return 3.307165641678945, reward_pressure: 0.0
Processed Iteration 2250,episodic return 2.813371165397717, reward_pressure: 0.0
Processed Iteration 2300,episodic return 2.9950563921965556, reward_pressure: 0.0
Processed Iteration 2350,episodic return 3.0784670271300274, reward_pressure: 0.0
Processed Iteration 2400,episodic return 3.4701022650065476, reward_pressure: 0.0
Processed Iteration 2450,episodic return 3.775224780987685, reward_pressure: 0.0
Processed Iteration 2500,episodic return 3.962936828271977, reward_pressure: 0.0
Processed Iteration 2550,episodic return 4.449009351989202, reward_pressure: 0.0
Processed Iteration 2600,episodic return 4.5663392891035155, reward_pressure: 0.0
Processed Iteration 2650,episodic return 4.843128939397938, reward_pressure: 0.0
Processed Iteration 2700,episodic return 4.4512428593977535, reward_pressure: 0.0
Processed Iteration 2750,episodic return 3.8146658681189236, reward_pressure: 0.0
Processed Iteration 2800,episodic return 3.6740111549484986, reward_pressure: 0.0
Processed Iteration 2850,episodic return 4.0325674466820765, reward_pressure: 0.0
Processed Iteration 2900,episodic return 4.3771627549135, reward_pressure: 0.0
Processed Iteration 2950,episodic return 4.441144585777553, reward_pressure: 0.0
Processed Iteration 3000,episodic return 5.782114102064689, reward_pressure: 0.0
