Processed Iteration 50,episodic return 68.70988876937113, reward_pressure: 0.0
Processed Iteration 100,episodic return 54.43714058934445, reward_pressure: 0.0
Processed Iteration 150,episodic return 39.843446181661214, reward_pressure: 0.0
Processed Iteration 200,episodic return 29.48536657468929, reward_pressure: 0.0
Processed Iteration 250,episodic return 30.424118260552238, reward_pressure: 0.0
Processed Iteration 300,episodic return 31.11243965875208, reward_pressure: 0.0
Processed Iteration 350,episodic return 29.889717540094622, reward_pressure: 0.0
Processed Iteration 400,episodic return 31.983718457388417, reward_pressure: 0.0
Processed Iteration 450,episodic return 30.211705461406567, reward_pressure: 0.0
Processed Iteration 500,episodic return 31.04443652755289, reward_pressure: 0.0
Processed Iteration 550,episodic return 33.48417008732636, reward_pressure: 0.0
Processed Iteration 600,episodic return 32.91343335015985, reward_pressure: 0.0
Processed Iteration 650,episodic return 32.97985165557534, reward_pressure: 0.0
Processed Iteration 700,episodic return 31.469278254254036, reward_pressure: 0.0
Processed Iteration 750,episodic return 31.497315136691117, reward_pressure: 0.0
Processed Iteration 800,episodic return 30.43508073284916, reward_pressure: 0.0
Processed Iteration 850,episodic return 31.002447599957012, reward_pressure: 0.0
Processed Iteration 900,episodic return 30.792992548783687, reward_pressure: 0.0
Processed Iteration 950,episodic return 32.961708888913776, reward_pressure: 0.0
Processed Iteration 1000,episodic return 32.94906970312555, reward_pressure: 0.0
Processed Iteration 1050,episodic return 31.104542239711165, reward_pressure: 0.0
Processed Iteration 1100,episodic return 28.094812782055122, reward_pressure: 0.0
Processed Iteration 1150,episodic return 28.7565108010009, reward_pressure: 0.0
Processed Iteration 1200,episodic return 28.442961654627712, reward_pressure: 0.0
Processed Iteration 1250,episodic return 28.263705222439725, reward_pressure: 0.0
Processed Iteration 1300,episodic return 28.260806136246515, reward_pressure: 0.0
Processed Iteration 1350,episodic return 28.090702174237844, reward_pressure: 0.0
Processed Iteration 1400,episodic return 29.28202105974282, reward_pressure: 0.0
Processed Iteration 1450,episodic return 28.584107475707853, reward_pressure: 0.0
Processed Iteration 1500,episodic return 27.782579798805976, reward_pressure: 0.0
Processed Iteration 1550,episodic return 28.114223688765957, reward_pressure: 0.0
Processed Iteration 1600,episodic return 27.804071426311324, reward_pressure: 0.0
Processed Iteration 1650,episodic return 27.976527196764113, reward_pressure: 0.0
Processed Iteration 1700,episodic return 30.77754336049739, reward_pressure: 0.0
Processed Iteration 1750,episodic return 32.18965985681415, reward_pressure: 0.0
Processed Iteration 1800,episodic return 31.832943552568505, reward_pressure: 0.0
Processed Iteration 1850,episodic return 32.53762145809999, reward_pressure: 0.0
Processed Iteration 1900,episodic return 32.88082784004327, reward_pressure: 0.0
Processed Iteration 1950,episodic return 31.824876580623446, reward_pressure: 0.0
Processed Iteration 2000,episodic return 31.67818368846942, reward_pressure: 0.0
