Processed Iteration 50,episodic return -238.20829987248402, reward_pressure: 0.0
Processed Iteration 100,episodic return 173.28510816947593, reward_pressure: 0.0
Processed Iteration 150,episodic return 1198.1170684376173, reward_pressure: 0.0
Processed Iteration 200,episodic return 1982.6639872347298, reward_pressure: 0.0
Processed Iteration 250,episodic return 2230.644024674254, reward_pressure: 0.0
Processed Iteration 300,episodic return 2438.6559797612704, reward_pressure: 0.0
Processed Iteration 350,episodic return 2648.5108367540706, reward_pressure: 0.0
Processed Iteration 400,episodic return 2658.7689697555634, reward_pressure: 0.0
Processed Iteration 450,episodic return 2703.5402091186597, reward_pressure: 0.0
Processed Iteration 500,episodic return 3153.161218588939, reward_pressure: 0.0
Processed Iteration 550,episodic return 3247.3294811371725, reward_pressure: 0.0
Processed Iteration 600,episodic return 3858.7601473883283, reward_pressure: 0.0
Processed Iteration 650,episodic return 3739.7849179550526, reward_pressure: 0.0
Processed Iteration 700,episodic return 3936.5701724573564, reward_pressure: 0.0
Processed Iteration 750,episodic return 4117.976665297406, reward_pressure: 0.0
Processed Iteration 800,episodic return 4079.28815918668, reward_pressure: 0.0
Processed Iteration 850,episodic return 4289.530852883575, reward_pressure: 0.0
Processed Iteration 900,episodic return 4351.8228796348785, reward_pressure: 0.0
Processed Iteration 950,episodic return 3898.115789398636, reward_pressure: 0.0
Processed Iteration 1000,episodic return 4120.594370835755, reward_pressure: 0.0
Processed Iteration 1050,episodic return 4094.2101251345143, reward_pressure: 0.0
Processed Iteration 1100,episodic return 4057.7081713963357, reward_pressure: 0.0
Processed Iteration 1150,episodic return 3997.402138009996, reward_pressure: 0.0
Processed Iteration 1200,episodic return 4211.55483427, reward_pressure: 0.0
Processed Iteration 1250,episodic return 4180.364403435825, reward_pressure: 0.0
Processed Iteration 1300,episodic return 4272.872396477967, reward_pressure: 0.0
Processed Iteration 1350,episodic return 4166.678756865693, reward_pressure: 0.0
Processed Iteration 1400,episodic return 4109.2909509746505, reward_pressure: 0.0
Processed Iteration 1450,episodic return 4060.0845440796693, reward_pressure: 0.0
Processed Iteration 1500,episodic return 4152.45993435019, reward_pressure: 0.0
Processed Iteration 1550,episodic return 4174.536965350202, reward_pressure: 0.0
Processed Iteration 1600,episodic return 3850.9881197292098, reward_pressure: 0.0
Processed Iteration 1650,episodic return 4028.45982515293, reward_pressure: 0.0
Processed Iteration 1700,episodic return 4055.8084671115676, reward_pressure: 0.0
Processed Iteration 1750,episodic return 4176.697898365982, reward_pressure: 0.0
Processed Iteration 1800,episodic return 4327.9804312350425, reward_pressure: 0.0
Processed Iteration 1850,episodic return 3895.0782849130733, reward_pressure: 0.0
Processed Iteration 1900,episodic return 3921.804700799461, reward_pressure: 0.0
Processed Iteration 1950,episodic return 3760.2363741173835, reward_pressure: 0.0
Processed Iteration 2000,episodic return 4048.751404573085, reward_pressure: 0.0
