Processed Iteration 50,episodic return 22.5, reward_pressure: 0.0
Processed Iteration 100,episodic return 61.24, reward_pressure: 0.0
Processed Iteration 150,episodic return 148.48, reward_pressure: 0.0
Processed Iteration 200,episodic return 594.72, reward_pressure: 0.0
Processed Iteration 250,episodic return 2095.88, reward_pressure: 0.0
Processed Iteration 300,episodic return 2143.36, reward_pressure: 0.0
Processed Iteration 350,episodic return 2468.84, reward_pressure: 0.0
Processed Iteration 400,episodic return 2614.02, reward_pressure: 0.0
Processed Iteration 450,episodic return 2645.3, reward_pressure: 0.0
Processed Iteration 500,episodic return 2928.14, reward_pressure: 0.0
Processed Iteration 550,episodic return 2105.8, reward_pressure: 0.0
Processed Iteration 600,episodic return 3027.66, reward_pressure: 0.0
Processed Iteration 650,episodic return 2254.92, reward_pressure: 0.0
Processed Iteration 700,episodic return 3019.44, reward_pressure: 0.0
Processed Iteration 750,episodic return 2632.86, reward_pressure: 0.0
Processed Iteration 800,episodic return 4396.88, reward_pressure: 0.0
Processed Iteration 850,episodic return 5000.0, reward_pressure: 0.0
Processed Iteration 900,episodic return 5000.0, reward_pressure: 0.0
Processed Iteration 950,episodic return 5000.0, reward_pressure: 0.0
Processed Iteration 1000,episodic return 5000.0, reward_pressure: 0.0
