Processed Iteration 50,episodic return -18.793562791849286, reward_pressure: 0.0
Processed Iteration 100,episodic return 521.9298156644575, reward_pressure: 0.0
Processed Iteration 150,episodic return 1278.8429383002656, reward_pressure: 0.0
Processed Iteration 200,episodic return 1929.5833321832781, reward_pressure: 0.0
Processed Iteration 250,episodic return 2524.8763553246326, reward_pressure: 0.0
Processed Iteration 300,episodic return 2904.9775335920917, reward_pressure: 0.0
Processed Iteration 350,episodic return 3302.639400370205, reward_pressure: 0.0
Processed Iteration 400,episodic return 3420.537199285113, reward_pressure: 0.0
Processed Iteration 450,episodic return 3530.267040224482, reward_pressure: 0.0
Processed Iteration 500,episodic return 3424.4341874036686, reward_pressure: 0.0
Processed Iteration 550,episodic return 3415.0455195785694, reward_pressure: 0.0
Processed Iteration 600,episodic return 3490.403742807593, reward_pressure: 0.0
Processed Iteration 650,episodic return 3342.1946696078953, reward_pressure: 0.0
Processed Iteration 700,episodic return 3443.90565767945, reward_pressure: 0.0
Processed Iteration 750,episodic return 3438.5135724531674, reward_pressure: 0.0
Processed Iteration 800,episodic return 3436.284061825953, reward_pressure: 0.0
Processed Iteration 850,episodic return 3412.4845620402334, reward_pressure: 0.0
Processed Iteration 900,episodic return 3466.6034034594854, reward_pressure: 0.0
Processed Iteration 950,episodic return 3325.1547801815987, reward_pressure: 0.0
Processed Iteration 1000,episodic return 3392.257959109211, reward_pressure: 0.0
Processed Iteration 1050,episodic return 3415.676395427968, reward_pressure: 0.0
Processed Iteration 1100,episodic return 3461.1456062643033, reward_pressure: 0.0
Processed Iteration 1150,episodic return 3447.5595676969187, reward_pressure: 0.0
Processed Iteration 1200,episodic return 3465.700108372371, reward_pressure: 0.0
Processed Iteration 1250,episodic return 3471.4764251270662, reward_pressure: 0.0
Processed Iteration 1300,episodic return 3504.5831704743487, reward_pressure: 0.0
Processed Iteration 1350,episodic return 3544.9751037711226, reward_pressure: 0.0
Processed Iteration 1400,episodic return 3576.715556258013, reward_pressure: 0.0
Processed Iteration 1450,episodic return 3602.2694357893265, reward_pressure: 0.0
Processed Iteration 1500,episodic return 3593.2182257834183, reward_pressure: 0.0
Processed Iteration 1550,episodic return 3573.635786057631, reward_pressure: 0.0
Processed Iteration 1600,episodic return 3585.1759538851516, reward_pressure: 0.0
Processed Iteration 1650,episodic return 3550.0095774963324, reward_pressure: 0.0
Processed Iteration 1700,episodic return 3487.228740465036, reward_pressure: 0.0
Processed Iteration 1750,episodic return 3460.4834492760433, reward_pressure: 0.0
Processed Iteration 1800,episodic return 3478.5302597789605, reward_pressure: 0.0
Processed Iteration 1850,episodic return 3573.686919425851, reward_pressure: 0.0
Processed Iteration 1900,episodic return 3504.163843520316, reward_pressure: 0.0
Processed Iteration 1950,episodic return 3560.847439829936, reward_pressure: 0.0
Processed Iteration 2000,episodic return 3467.970905346947, reward_pressure: 0.0
