Processed Iteration 50,episodic return -139.73228329216778, reward_pressure: 0.0
Processed Iteration 100,episodic return 668.0422245776234, reward_pressure: 0.0
Processed Iteration 150,episodic return 1797.0561275283617, reward_pressure: 0.0
Processed Iteration 200,episodic return 2280.841407388681, reward_pressure: 0.0
Processed Iteration 250,episodic return 2476.9916986641947, reward_pressure: 0.0
Processed Iteration 300,episodic return 2496.8906771268503, reward_pressure: 0.0
Processed Iteration 350,episodic return 2686.32333050789, reward_pressure: 0.0
Processed Iteration 400,episodic return 2631.4723347737295, reward_pressure: 0.0
Processed Iteration 450,episodic return 2692.6847453228133, reward_pressure: 0.0
Processed Iteration 500,episodic return 2606.281224116202, reward_pressure: 0.0
Processed Iteration 550,episodic return 2717.0305904430757, reward_pressure: 0.0
Processed Iteration 600,episodic return 2737.9274684469674, reward_pressure: 0.0
Processed Iteration 650,episodic return 2776.8138023541496, reward_pressure: 0.0
Processed Iteration 700,episodic return 2843.265540066006, reward_pressure: 0.0
Processed Iteration 750,episodic return 2863.4728065877343, reward_pressure: 0.0
Processed Iteration 800,episodic return 2843.2056445650496, reward_pressure: 0.0
Processed Iteration 850,episodic return 2712.3369709167296, reward_pressure: 0.0
Processed Iteration 900,episodic return 2909.0396584768355, reward_pressure: 0.0
Processed Iteration 950,episodic return 2971.555632971629, reward_pressure: 0.0
Processed Iteration 1000,episodic return 2995.556065623694, reward_pressure: 0.0
Processed Iteration 1050,episodic return 3107.889952568589, reward_pressure: 0.0
Processed Iteration 1100,episodic return 3146.8156816670685, reward_pressure: 0.0
Processed Iteration 1150,episodic return 3132.136342143461, reward_pressure: 0.0
Processed Iteration 1200,episodic return 3096.1364679669186, reward_pressure: 0.0
Processed Iteration 1250,episodic return 3047.000103893185, reward_pressure: 0.0
Processed Iteration 1300,episodic return 3076.732167307393, reward_pressure: 0.0
Processed Iteration 1350,episodic return 3028.9247981044186, reward_pressure: 0.0
Processed Iteration 1400,episodic return 3090.954294366504, reward_pressure: 0.0
Processed Iteration 1450,episodic return 3228.1036755047967, reward_pressure: 0.0
Processed Iteration 1500,episodic return 3160.845358330599, reward_pressure: 0.0
Processed Iteration 1550,episodic return 3183.9929005214335, reward_pressure: 0.0
Processed Iteration 1600,episodic return 3265.7223384719982, reward_pressure: 0.0
Processed Iteration 1650,episodic return 3232.186396429606, reward_pressure: 0.0
Processed Iteration 1700,episodic return 3269.3214142836664, reward_pressure: 0.0
Processed Iteration 1750,episodic return 3166.3092759181104, reward_pressure: 0.0
Processed Iteration 1800,episodic return 3188.1141501323036, reward_pressure: 0.0
Processed Iteration 1850,episodic return 3202.6686352677234, reward_pressure: 0.0
Processed Iteration 1900,episodic return 3177.9270354061723, reward_pressure: 0.0
Processed Iteration 1950,episodic return 3173.4768096886487, reward_pressure: 0.0
Processed Iteration 2000,episodic return 3184.49266289029, reward_pressure: 0.0
