Processed Iteration 50,episodic return -128.59846886707194, reward_pressure: 0.0
Processed Iteration 100,episodic return 259.2535334692608, reward_pressure: 0.0
Processed Iteration 150,episodic return 741.1954144443172, reward_pressure: 0.0
Processed Iteration 200,episodic return 1198.7833494252193, reward_pressure: 0.0
Processed Iteration 250,episodic return 1605.1234479901018, reward_pressure: 0.0
Processed Iteration 300,episodic return 1659.6926321898893, reward_pressure: 0.0
Processed Iteration 350,episodic return 1752.2089628121998, reward_pressure: 0.0
Processed Iteration 400,episodic return 1913.2365768600869, reward_pressure: 0.0
Processed Iteration 450,episodic return 1859.4299548539896, reward_pressure: 0.0
Processed Iteration 500,episodic return 1970.1274288858403, reward_pressure: 0.0
Processed Iteration 550,episodic return 2194.287424441775, reward_pressure: 0.0
Processed Iteration 600,episodic return 2086.2616565372045, reward_pressure: 0.0
Processed Iteration 650,episodic return 2237.8337798785224, reward_pressure: 0.0
Processed Iteration 700,episodic return 2258.337163366441, reward_pressure: 0.0
Processed Iteration 750,episodic return 2212.0100285190247, reward_pressure: 0.0
Processed Iteration 800,episodic return 2070.6445920824954, reward_pressure: 0.0
Processed Iteration 850,episodic return 2287.674285978869, reward_pressure: 0.0
Processed Iteration 900,episodic return 2048.369461204664, reward_pressure: 0.0
Processed Iteration 950,episodic return 2252.963630278173, reward_pressure: 0.0
Processed Iteration 1000,episodic return 2195.8348227198, reward_pressure: 0.0
Processed Iteration 1050,episodic return 2177.318527807381, reward_pressure: 0.0
Processed Iteration 1100,episodic return 2132.7342375144553, reward_pressure: 0.0
Processed Iteration 1150,episodic return 2208.6646766686663, reward_pressure: 0.0
Processed Iteration 1200,episodic return 2174.850358675435, reward_pressure: 0.0
Processed Iteration 1250,episodic return 2061.8191542601976, reward_pressure: 0.0
Processed Iteration 1300,episodic return 2166.2504105084836, reward_pressure: 0.0
Processed Iteration 1350,episodic return 2299.6743013811397, reward_pressure: 0.0
Processed Iteration 1400,episodic return 2028.8439397914567, reward_pressure: 0.0
Processed Iteration 1450,episodic return 2110.508836552204, reward_pressure: 0.0
Processed Iteration 1500,episodic return 2227.6447824971574, reward_pressure: 0.0
Processed Iteration 1550,episodic return 2292.518672311098, reward_pressure: 0.0
Processed Iteration 1600,episodic return 2331.433306405572, reward_pressure: 0.0
Processed Iteration 1650,episodic return 2273.0086775612763, reward_pressure: 0.0
Processed Iteration 1700,episodic return 2373.849480194604, reward_pressure: 0.0
Processed Iteration 1750,episodic return 2258.0077178228867, reward_pressure: 0.0
Processed Iteration 1800,episodic return 2150.3574559571025, reward_pressure: 0.0
Processed Iteration 1850,episodic return 2161.476647048604, reward_pressure: 0.0
Processed Iteration 1900,episodic return 2141.462466270247, reward_pressure: 0.0
Processed Iteration 1950,episodic return 2248.2013274954606, reward_pressure: 0.0
Processed Iteration 2000,episodic return 2130.154369439972, reward_pressure: 0.0
