Processed Iteration 50,episodic return -121.31315827997754, reward_pressure: 0.0
Processed Iteration 100,episodic return 596.3875743594426, reward_pressure: 0.0
Processed Iteration 150,episodic return 1334.976863769191, reward_pressure: 0.0
Processed Iteration 200,episodic return 1876.3065677883642, reward_pressure: 0.0
Processed Iteration 250,episodic return 2319.961855988835, reward_pressure: 0.0
Processed Iteration 300,episodic return 2420.947764050258, reward_pressure: 0.0
Processed Iteration 350,episodic return 2649.978024864234, reward_pressure: 0.0
Processed Iteration 400,episodic return 2758.7204353540064, reward_pressure: 0.0
Processed Iteration 450,episodic return 3231.7372716647064, reward_pressure: 0.0
Processed Iteration 500,episodic return 3443.42847308791, reward_pressure: 0.0
Processed Iteration 550,episodic return 3506.639106193736, reward_pressure: 0.0
Processed Iteration 600,episodic return 3463.0465578350977, reward_pressure: 0.0
Processed Iteration 650,episodic return 3410.9653910649135, reward_pressure: 0.0
Processed Iteration 700,episodic return 3533.1415433951397, reward_pressure: 0.0
Processed Iteration 750,episodic return 3423.8955244700865, reward_pressure: 0.0
Processed Iteration 800,episodic return 3425.3408500776604, reward_pressure: 0.0
Processed Iteration 850,episodic return 3429.951440807656, reward_pressure: 0.0
Processed Iteration 900,episodic return 3452.882073705947, reward_pressure: 0.0
Processed Iteration 950,episodic return 3478.5135836782424, reward_pressure: 0.0
Processed Iteration 1000,episodic return 3446.174354620542, reward_pressure: 0.0
Processed Iteration 1050,episodic return 3374.7827330071054, reward_pressure: 0.0
Processed Iteration 1100,episodic return 3422.452745681562, reward_pressure: 0.0
Processed Iteration 1150,episodic return 3488.8317434346595, reward_pressure: 0.0
Processed Iteration 1200,episodic return 3423.592931763552, reward_pressure: 0.0
Processed Iteration 1250,episodic return 3366.0926934790755, reward_pressure: 0.0
Processed Iteration 1300,episodic return 3298.466717129694, reward_pressure: 0.0
Processed Iteration 1350,episodic return 3375.028595819279, reward_pressure: 0.0
Processed Iteration 1400,episodic return 3297.435716118435, reward_pressure: 0.0
Processed Iteration 1450,episodic return 3367.846673509829, reward_pressure: 0.0
Processed Iteration 1500,episodic return 3353.0324726912077, reward_pressure: 0.0
Processed Iteration 1550,episodic return 3440.5921604395, reward_pressure: 0.0
Processed Iteration 1600,episodic return 3344.194750945279, reward_pressure: 0.0
Processed Iteration 1650,episodic return 3463.0277249080495, reward_pressure: 0.0
Processed Iteration 1700,episodic return 3423.4808804813365, reward_pressure: 0.0
Processed Iteration 1750,episodic return 3537.461475591548, reward_pressure: 0.0
Processed Iteration 1800,episodic return 3591.9461394281825, reward_pressure: 0.0
Processed Iteration 1850,episodic return 3533.1098425509185, reward_pressure: 0.0
Processed Iteration 1900,episodic return 3521.2229704864603, reward_pressure: 0.0
Processed Iteration 1950,episodic return 3489.48275174162, reward_pressure: 0.0
Processed Iteration 2000,episodic return 3580.383797575082, reward_pressure: 0.0
