Processed Iteration 50,episodic return 114.91340311868929, reward_pressure: 0.0
Processed Iteration 100,episodic return 109.86270440127917, reward_pressure: 0.0
Processed Iteration 150,episodic return 112.87302552954026, reward_pressure: 0.0
Processed Iteration 200,episodic return 118.20837935949277, reward_pressure: 0.0
Processed Iteration 250,episodic return 170.60534554326176, reward_pressure: 0.0
Processed Iteration 300,episodic return 213.57524776539663, reward_pressure: 0.0
Processed Iteration 350,episodic return 219.34838017405352, reward_pressure: 0.0
Processed Iteration 400,episodic return 226.3171132125014, reward_pressure: 0.0
Processed Iteration 450,episodic return 264.93723874086425, reward_pressure: 0.0
Processed Iteration 500,episodic return 288.954267687528, reward_pressure: 0.0
Processed Iteration 550,episodic return 247.37509930657623, reward_pressure: 0.0
Processed Iteration 600,episodic return 238.08472924379998, reward_pressure: 0.0
Processed Iteration 650,episodic return 260.57785812660984, reward_pressure: 0.0
Processed Iteration 700,episodic return 294.37178415233814, reward_pressure: 0.0
Processed Iteration 750,episodic return 279.66180540597094, reward_pressure: 0.0
Processed Iteration 800,episodic return 265.3462679504128, reward_pressure: 0.0
Processed Iteration 850,episodic return 224.6315202195575, reward_pressure: 0.0
Processed Iteration 900,episodic return 254.6303388919757, reward_pressure: 0.0
Processed Iteration 950,episodic return 273.35218909688274, reward_pressure: 0.0
Processed Iteration 1000,episodic return 272.82380698922077, reward_pressure: 0.0
Processed Iteration 1050,episodic return 294.99361740126585, reward_pressure: 0.0
Processed Iteration 1100,episodic return 271.20246046169484, reward_pressure: 0.0
Processed Iteration 1150,episodic return 326.20948059163874, reward_pressure: 0.0
Processed Iteration 1200,episodic return 370.19319021768223, reward_pressure: 0.0
Processed Iteration 1250,episodic return 367.43585638218997, reward_pressure: 0.0
Processed Iteration 1300,episodic return 414.8537658335997, reward_pressure: 0.0
Processed Iteration 1350,episodic return 501.96317113034274, reward_pressure: 0.0
Processed Iteration 1400,episodic return 484.4313584735271, reward_pressure: 0.0
Processed Iteration 1450,episodic return 459.2165264582638, reward_pressure: 0.0
Processed Iteration 1500,episodic return 752.3010767082862, reward_pressure: 0.0
Processed Iteration 1550,episodic return 661.7644984152545, reward_pressure: 0.0
Processed Iteration 1600,episodic return 584.2433759279531, reward_pressure: 0.0
Processed Iteration 1650,episodic return 856.5416498264431, reward_pressure: 0.0
Processed Iteration 1700,episodic return 579.4375609920762, reward_pressure: 0.0
Processed Iteration 1750,episodic return 518.7849908164166, reward_pressure: 0.0
Processed Iteration 1800,episodic return 503.46009645288717, reward_pressure: 0.0
Processed Iteration 1850,episodic return 682.1857437405233, reward_pressure: 0.0
Processed Iteration 1900,episodic return 553.8030039454292, reward_pressure: 0.0
Processed Iteration 1950,episodic return 561.0290037575259, reward_pressure: 0.0
Processed Iteration 2000,episodic return 598.0791184193245, reward_pressure: 0.0
