Processed Iteration 50,episodic return -171.36427842546985, reward_pressure: 0.0
Processed Iteration 100,episodic return 185.43011805991708, reward_pressure: 0.0
Processed Iteration 150,episodic return 225.17522680495065, reward_pressure: 0.0
Processed Iteration 200,episodic return 310.62492210289173, reward_pressure: 0.0
Processed Iteration 250,episodic return 351.710506129783, reward_pressure: 0.0
Processed Iteration 300,episodic return 528.1606038355116, reward_pressure: 0.0
Processed Iteration 350,episodic return 753.9307332084826, reward_pressure: 0.0
Processed Iteration 400,episodic return 1157.3640869116552, reward_pressure: 0.0
Processed Iteration 450,episodic return 1194.6047678882312, reward_pressure: 0.0
Processed Iteration 500,episodic return 1351.704918570957, reward_pressure: 0.0
Processed Iteration 550,episodic return 1448.4748901922683, reward_pressure: 0.0
Processed Iteration 600,episodic return 1354.1162966782679, reward_pressure: 0.0
Processed Iteration 650,episodic return 1387.6339503912704, reward_pressure: 0.0
Processed Iteration 700,episodic return 1368.4820712540031, reward_pressure: 0.0
Processed Iteration 750,episodic return 1636.3224243450773, reward_pressure: 0.0
Processed Iteration 800,episodic return 1581.857167327949, reward_pressure: 0.0
Processed Iteration 850,episodic return 1834.7853465677626, reward_pressure: 0.0
Processed Iteration 900,episodic return 1967.9284526032632, reward_pressure: 0.0
Processed Iteration 950,episodic return 2031.3338159725145, reward_pressure: 0.0
Processed Iteration 1000,episodic return 2347.9036033338994, reward_pressure: 0.0
Processed Iteration 1050,episodic return 2516.991775845, reward_pressure: 0.0
Processed Iteration 1100,episodic return 2616.6558736324764, reward_pressure: 0.0
Processed Iteration 1150,episodic return 2386.764011981592, reward_pressure: 0.0
Processed Iteration 1200,episodic return 2358.21654122702, reward_pressure: 0.0
Processed Iteration 1250,episodic return 2512.7936518044185, reward_pressure: 0.0
Processed Iteration 1300,episodic return 2556.0728495838894, reward_pressure: 0.0
Processed Iteration 1350,episodic return 2550.719964581757, reward_pressure: 0.0
Processed Iteration 1400,episodic return 2545.5635066919654, reward_pressure: 0.0
Processed Iteration 1450,episodic return 2419.793919259025, reward_pressure: 0.0
Processed Iteration 1500,episodic return 2555.200469759489, reward_pressure: 0.0
Processed Iteration 1550,episodic return 2613.6956232652124, reward_pressure: 0.0
Processed Iteration 1600,episodic return 2647.191032004565, reward_pressure: 0.0
Processed Iteration 1650,episodic return 2664.2731421943563, reward_pressure: 0.0
Processed Iteration 1700,episodic return 2662.1719615647394, reward_pressure: 0.0
Processed Iteration 1750,episodic return 2592.40192520916, reward_pressure: 0.0
Processed Iteration 1800,episodic return 2572.8392823526, reward_pressure: 0.0
Processed Iteration 1850,episodic return 2578.0574802664523, reward_pressure: 0.0
Processed Iteration 1900,episodic return 2580.907173172531, reward_pressure: 0.0
Processed Iteration 1950,episodic return 2465.747192811078, reward_pressure: 0.0
Processed Iteration 2000,episodic return 2538.3732350020555, reward_pressure: 0.0
