Processed Iteration 50,episodic return -79.61060487659623, reward_pressure: 0.0
Processed Iteration 100,episodic return 740.7438127408709, reward_pressure: 0.0
Processed Iteration 150,episodic return 1221.3835866595416, reward_pressure: 0.0
Processed Iteration 200,episodic return 1431.9930133920113, reward_pressure: 0.0
Processed Iteration 250,episodic return 1775.0638460130372, reward_pressure: 0.0
Processed Iteration 300,episodic return 2867.015941558815, reward_pressure: 0.0
Processed Iteration 350,episodic return 3462.2306951550536, reward_pressure: 0.0
Processed Iteration 400,episodic return 3846.9768987425964, reward_pressure: 0.0
Processed Iteration 450,episodic return 3882.064276494103, reward_pressure: 0.0
Processed Iteration 500,episodic return 4213.541865280091, reward_pressure: 0.0
Processed Iteration 550,episodic return 4184.44749115439, reward_pressure: 0.0
Processed Iteration 600,episodic return 4348.917553430243, reward_pressure: 0.0
Processed Iteration 650,episodic return 4234.045145181298, reward_pressure: 0.0
Processed Iteration 700,episodic return 4185.361842697623, reward_pressure: 0.0
Processed Iteration 750,episodic return 4283.133261179487, reward_pressure: 0.0
Processed Iteration 800,episodic return 4251.686027654758, reward_pressure: 0.0
Processed Iteration 850,episodic return 4229.772590932932, reward_pressure: 0.0
Processed Iteration 900,episodic return 4063.6880019632126, reward_pressure: 0.0
Processed Iteration 950,episodic return 4254.0708301030045, reward_pressure: 0.0
Processed Iteration 1000,episodic return 4208.474309331455, reward_pressure: 0.0
Processed Iteration 1050,episodic return 4204.068304228603, reward_pressure: 0.0
Processed Iteration 1100,episodic return 4343.12344850236, reward_pressure: 0.0
Processed Iteration 1150,episodic return 4305.43688259798, reward_pressure: 0.0
Processed Iteration 1200,episodic return 4316.450494243608, reward_pressure: 0.0
Processed Iteration 1250,episodic return 4299.574984116922, reward_pressure: 0.0
Processed Iteration 1300,episodic return 4276.695583674935, reward_pressure: 0.0
Processed Iteration 1350,episodic return 4268.041313666565, reward_pressure: 0.0
Processed Iteration 1400,episodic return 4267.161887647456, reward_pressure: 0.0
Processed Iteration 1450,episodic return 4267.513645144707, reward_pressure: 0.0
Processed Iteration 1500,episodic return 4293.187091769199, reward_pressure: 0.0
Processed Iteration 1550,episodic return 4258.173716953015, reward_pressure: 0.0
Processed Iteration 1600,episodic return 4248.567374583099, reward_pressure: 0.0
Processed Iteration 1650,episodic return 4311.744024145554, reward_pressure: 0.0
Processed Iteration 1700,episodic return 4084.679710383417, reward_pressure: 0.0
Processed Iteration 1750,episodic return 4261.7566972333225, reward_pressure: 0.0
Processed Iteration 1800,episodic return 4230.813189284454, reward_pressure: 0.0
Processed Iteration 1850,episodic return 4225.152829254963, reward_pressure: 0.0
Processed Iteration 1900,episodic return 4174.961704025876, reward_pressure: 0.0
Processed Iteration 1950,episodic return 4177.004451514791, reward_pressure: 0.0
Processed Iteration 2000,episodic return 4057.874328981316, reward_pressure: 0.0
