Processed Iteration 50,episodic return 79.02252549252817, reward_pressure: 1.0
Processed Iteration 100,episodic return 294.30207333110536, reward_pressure: 1.0
Processed Iteration 150,episodic return 371.19291704100647, reward_pressure: 0.9908
Processed Iteration 200,episodic return 637.9879408675511, reward_pressure: 1.0
Processed Iteration 250,episodic return 969.8452988701262, reward_pressure: 0.9940000000000001
Processed Iteration 300,episodic return 1104.4606278797262, reward_pressure: 1.0
Processed Iteration 350,episodic return 1145.6174783163258, reward_pressure: 1.0
Processed Iteration 400,episodic return 1246.097865027134, reward_pressure: 1.0
Processed Iteration 450,episodic return 1276.6827000398205, reward_pressure: 1.0
Processed Iteration 500,episodic return 1204.4179183581239, reward_pressure: 0.987599999999999
Processed Iteration 550,episodic return 1328.8223892003255, reward_pressure: 0.9676000000000006
Processed Iteration 600,episodic return 1283.9359287838765, reward_pressure: 0.9828000000000003
Processed Iteration 650,episodic return 1277.2280710825096, reward_pressure: 0.9996
Processed Iteration 700,episodic return 1395.281975399132, reward_pressure: 1.0
Processed Iteration 750,episodic return 1392.7393759569738, reward_pressure: 1.0
Processed Iteration 800,episodic return 1343.3020326459994, reward_pressure: 0.992399999999999
Processed Iteration 850,episodic return 1330.10158573063, reward_pressure: 0.9724000000000005
Processed Iteration 900,episodic return 1241.5633793980603, reward_pressure: 0.9523999999999997
Processed Iteration 950,episodic return 1280.5711321500935, reward_pressure: 0.9324000000000008
Processed Iteration 1000,episodic return 1348.0145416846076, reward_pressure: 0.9123999999999998
Processed Iteration 1050,episodic return 1411.4090835105285, reward_pressure: 0.8924000000000004
Processed Iteration 1100,episodic return 1283.2222400507164, reward_pressure: 0.891999999999999
Processed Iteration 1150,episodic return 1328.0706750602333, reward_pressure: 0.8880000000000003
Processed Iteration 1200,episodic return 1341.226021415031, reward_pressure: 0.8708
Processed Iteration 1250,episodic return 1372.1903566302594, reward_pressure: 0.8771999999999998
Processed Iteration 1300,episodic return 1465.0959010201595, reward_pressure: 0.8768
Processed Iteration 1350,episodic return 1457.4253028215026, reward_pressure: 0.8971999999999991
Processed Iteration 1400,episodic return 1437.1603236910244, reward_pressure: 0.918400000000001
Processed Iteration 1450,episodic return 1478.4348259809174, reward_pressure: 0.9015999999999993
Processed Iteration 1500,episodic return 1393.5764063755062, reward_pressure: 0.8816000000000002
Processed Iteration 1550,episodic return 1490.5788009668415, reward_pressure: 0.8615999999999996
Processed Iteration 1600,episodic return 1530.8831961814033, reward_pressure: 0.8416000000000006
Processed Iteration 1650,episodic return 1436.8136259080256, reward_pressure: 0.8216000000000002
Processed Iteration 1700,episodic return 1524.1367606205802, reward_pressure: 0.8108000000000003
Processed Iteration 1750,episodic return 1454.5316415194018, reward_pressure: 0.8107999999999997
Processed Iteration 1800,episodic return 1564.1286015533913, reward_pressure: 0.7908000000000007
Processed Iteration 1850,episodic return 1438.211219219652, reward_pressure: 0.7780000000000002
Processed Iteration 1900,episodic return 1348.4439817355324, reward_pressure: 0.7727999999999995
Processed Iteration 1950,episodic return 1408.2026388794372, reward_pressure: 0.7527999999999996
Processed Iteration 2000,episodic return 1449.150133578377, reward_pressure: 0.7327999999999993
