Processed Iteration 50,episodic return -99.69908736292693, reward_pressure: 0.0
Processed Iteration 100,episodic return 526.742276460051, reward_pressure: 0.0
Processed Iteration 150,episodic return 1337.9082577203062, reward_pressure: 0.0
Processed Iteration 200,episodic return 1938.097910101208, reward_pressure: 0.0
Processed Iteration 250,episodic return 2070.124962673683, reward_pressure: 0.0
Processed Iteration 300,episodic return 2135.9477602323777, reward_pressure: 0.0
Processed Iteration 350,episodic return 2824.4338471650726, reward_pressure: 0.0
Processed Iteration 400,episodic return 3354.422742233383, reward_pressure: 0.0
Processed Iteration 450,episodic return 3422.306873972627, reward_pressure: 0.0
Processed Iteration 500,episodic return 3527.3603094536174, reward_pressure: 0.0
Processed Iteration 550,episodic return 3549.2528945553395, reward_pressure: 0.0
Processed Iteration 600,episodic return 3444.8216345385085, reward_pressure: 0.0
Processed Iteration 650,episodic return 3508.903123755524, reward_pressure: 0.0
Processed Iteration 700,episodic return 3558.054791712162, reward_pressure: 0.0
Processed Iteration 750,episodic return 3436.7244830297, reward_pressure: 0.0
Processed Iteration 800,episodic return 3493.716513500329, reward_pressure: 0.0
Processed Iteration 850,episodic return 3470.4089170504203, reward_pressure: 0.0
Processed Iteration 900,episodic return 3396.052276157655, reward_pressure: 0.0
Processed Iteration 950,episodic return 3439.959278160448, reward_pressure: 0.0
Processed Iteration 1000,episodic return 3368.4110828771045, reward_pressure: 0.0
Processed Iteration 1050,episodic return 3377.765150060938, reward_pressure: 0.0
Processed Iteration 1100,episodic return 3349.4529302654173, reward_pressure: 0.0
Processed Iteration 1150,episodic return 3358.674307077218, reward_pressure: 0.0
Processed Iteration 1200,episodic return 3386.3684894066, reward_pressure: 0.0
Processed Iteration 1250,episodic return 3378.875303451551, reward_pressure: 0.0
Processed Iteration 1300,episodic return 3324.8587990715278, reward_pressure: 0.0
Processed Iteration 1350,episodic return 3348.1378140899237, reward_pressure: 0.0
Processed Iteration 1400,episodic return 3395.9202683889703, reward_pressure: 0.0
Processed Iteration 1450,episodic return 3430.9059431470273, reward_pressure: 0.0
Processed Iteration 1500,episodic return 3343.3513323601164, reward_pressure: 0.0
Processed Iteration 1550,episodic return 3319.346228800895, reward_pressure: 0.0
Processed Iteration 1600,episodic return 3524.128241301137, reward_pressure: 0.0
Processed Iteration 1650,episodic return 3480.9185437566957, reward_pressure: 0.0
Processed Iteration 1700,episodic return 3576.1175704396055, reward_pressure: 0.0
Processed Iteration 1750,episodic return 3532.7233372411406, reward_pressure: 0.0
Processed Iteration 1800,episodic return 3522.741053934326, reward_pressure: 0.0
Processed Iteration 1850,episodic return 3593.925980027256, reward_pressure: 0.0
Processed Iteration 1900,episodic return 3562.4467715049313, reward_pressure: 0.0
Processed Iteration 1950,episodic return 3538.4876271935705, reward_pressure: 0.0
Processed Iteration 2000,episodic return 3485.6282460332995, reward_pressure: 0.0
