Processed Iteration 50,episodic return -256.4409482953755, reward_pressure: 0.0
Processed Iteration 100,episodic return 518.7734087915794, reward_pressure: 0.0
Processed Iteration 150,episodic return 1000.5708550093946, reward_pressure: 0.0
Processed Iteration 200,episodic return 1205.5505419955214, reward_pressure: 0.0
Processed Iteration 250,episodic return 1501.1124556852637, reward_pressure: 0.0
Processed Iteration 300,episodic return 1712.6687871200118, reward_pressure: 0.0
Processed Iteration 350,episodic return 1940.3675801622273, reward_pressure: 0.0
Processed Iteration 400,episodic return 2624.9214992386205, reward_pressure: 0.0
Processed Iteration 450,episodic return 4041.222556766782, reward_pressure: 0.0
Processed Iteration 500,episodic return 4084.1122773921043, reward_pressure: 0.0
Processed Iteration 550,episodic return 4113.001969588103, reward_pressure: 0.0
Processed Iteration 600,episodic return 4222.752407281616, reward_pressure: 0.0
Processed Iteration 650,episodic return 4226.56406213145, reward_pressure: 0.0
Processed Iteration 700,episodic return 4256.324646551042, reward_pressure: 0.0
Processed Iteration 750,episodic return 4290.837859417049, reward_pressure: 0.0
Processed Iteration 800,episodic return 4204.919994359779, reward_pressure: 0.0
Processed Iteration 850,episodic return 4209.950211246132, reward_pressure: 0.0
Processed Iteration 900,episodic return 4299.772927267243, reward_pressure: 0.0
Processed Iteration 950,episodic return 4279.518937254398, reward_pressure: 0.0
Processed Iteration 1000,episodic return 4258.910913732005, reward_pressure: 0.0
Processed Iteration 1050,episodic return 4225.652675540203, reward_pressure: 0.0
Processed Iteration 1100,episodic return 4289.406452845463, reward_pressure: 0.0
Processed Iteration 1150,episodic return 4121.575162266631, reward_pressure: 0.0
Processed Iteration 1200,episodic return 4105.917734790731, reward_pressure: 0.0
Processed Iteration 1250,episodic return 4228.014547892849, reward_pressure: 0.0
Processed Iteration 1300,episodic return 4113.531661467004, reward_pressure: 0.0
Processed Iteration 1350,episodic return 4123.775828681884, reward_pressure: 0.0
Processed Iteration 1400,episodic return 4186.782914551138, reward_pressure: 0.0
Processed Iteration 1450,episodic return 4101.331517435116, reward_pressure: 0.0
Processed Iteration 1500,episodic return 4054.723053519687, reward_pressure: 0.0
Processed Iteration 1550,episodic return 4087.04252589477, reward_pressure: 0.0
Processed Iteration 1600,episodic return 4044.7952887687875, reward_pressure: 0.0
Processed Iteration 1650,episodic return 4141.2442280290525, reward_pressure: 0.0
Processed Iteration 1700,episodic return 3990.7791307879397, reward_pressure: 0.0
Processed Iteration 1750,episodic return 4104.323606748253, reward_pressure: 0.0
Processed Iteration 1800,episodic return 4087.387635217979, reward_pressure: 0.0
Processed Iteration 1850,episodic return 4089.8872463450016, reward_pressure: 0.0
Processed Iteration 1900,episodic return 4084.8008967829815, reward_pressure: 0.0
Processed Iteration 1950,episodic return 4169.862370173461, reward_pressure: 0.0
Processed Iteration 2000,episodic return 4259.297479381611, reward_pressure: 0.0
