Processed Iteration 50,episodic return -1.771331944725441, reward_pressure: 0.0
Processed Iteration 100,episodic return 2.494233401672059, reward_pressure: 0.0
Processed Iteration 150,episodic return 1.20415470409193, reward_pressure: 0.0
Processed Iteration 200,episodic return 0.3049980869248893, reward_pressure: 0.0
Processed Iteration 250,episodic return -1.2780131693396535, reward_pressure: 0.0
Processed Iteration 300,episodic return -2.632959148521995, reward_pressure: 0.0
Processed Iteration 350,episodic return -4.052666059668365, reward_pressure: 0.0
Processed Iteration 400,episodic return -6.36443858602221, reward_pressure: 0.0
Processed Iteration 450,episodic return -5.084967679837117, reward_pressure: 0.0
Processed Iteration 500,episodic return -6.7946387974142946, reward_pressure: 0.0
Processed Iteration 550,episodic return -3.1374899469650273, reward_pressure: 0.0
Processed Iteration 600,episodic return -6.993150630630087, reward_pressure: 0.0
Processed Iteration 650,episodic return -5.260957841985654, reward_pressure: 0.0
Processed Iteration 700,episodic return -7.271938661101614, reward_pressure: 0.0
Processed Iteration 750,episodic return -4.329851685004259, reward_pressure: 0.0
Processed Iteration 800,episodic return -6.471049322292872, reward_pressure: 0.0
Processed Iteration 850,episodic return -11.308985051945344, reward_pressure: 0.0
Processed Iteration 900,episodic return -5.036726083410294, reward_pressure: 0.0
Processed Iteration 950,episodic return -12.157426153729604, reward_pressure: 0.0
Processed Iteration 1000,episodic return -21.41934404574145, reward_pressure: 0.0
Processed Iteration 1050,episodic return -3.924660420549158, reward_pressure: 0.0
Processed Iteration 1100,episodic return -4.911143979997098, reward_pressure: 0.0
Processed Iteration 1150,episodic return -20.113550591402955, reward_pressure: 0.0
Processed Iteration 1200,episodic return -9.677532837097235, reward_pressure: 0.0
Processed Iteration 1250,episodic return -19.182909915023103, reward_pressure: 0.0
Processed Iteration 1300,episodic return -7.554954746019865, reward_pressure: 0.0
Processed Iteration 1350,episodic return -9.6200344229996, reward_pressure: 0.0
Processed Iteration 1400,episodic return -16.318288999845723, reward_pressure: 0.0
Processed Iteration 1450,episodic return -25.195800090532934, reward_pressure: 0.0
Processed Iteration 1500,episodic return 11.842274794135895, reward_pressure: 0.0
Processed Iteration 1550,episodic return 6.299254585489702, reward_pressure: 0.0
Processed Iteration 1600,episodic return -3.0983654508427168, reward_pressure: 0.0
Processed Iteration 1650,episodic return 22.022494041700742, reward_pressure: 0.0
Processed Iteration 1700,episodic return 13.604319067291147, reward_pressure: 0.0
Processed Iteration 1750,episodic return 28.46878521864824, reward_pressure: 0.0
Processed Iteration 1800,episodic return 25.203068797230642, reward_pressure: 0.0
Processed Iteration 1850,episodic return 95.69814900291426, reward_pressure: 0.0
Processed Iteration 1900,episodic return 184.47821108118532, reward_pressure: 0.0
Processed Iteration 1950,episodic return 245.47668973972645, reward_pressure: 0.0
Processed Iteration 2000,episodic return 236.41125038196748, reward_pressure: 0.0
